UserID,ClusterID,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59
42,0,4.748205,-1.166704,0.000000,0.000000,-0.846880,0.000000,5.822990,2.087594,0.244427,-0.308936,0.000000,-0.364717,0.486217,-8.903916,3.390768,0.146001,0.000000,0.000000,0.000000,0.000000,0.235906,0.137444,-0.114039,0.293913,-0.364346,0.314106,-0.179829,0.096000,-1.754945,-0.911619,0.000000,0.000000,-4.008083,-0.732188,-0.247961,-0.230842,1.367472,0.000000,0.469118,0.000000,-1.308509,0.628185,0.000000,0.000000,-0.812467,0.000000,0.000000,0.000000,0.000000,2.237510,0.988644,-1.494175,-1.061410,0.000000,-0.307165,0.000000,0.000000,0.000000,0.000000,0.000000
43,0,2.677544,1.111035,0.000000,0.000000,-6.338173,0.000000,2.054183,0.730797,0.890745,-1.371179,0.000000,2.442704,-0.695462,-2.516384,-0.807533,-4.018121,0.000000,0.000000,0.000000,0.000000,0.036806,1.017790,1.118594,2.108505,-1.509662,-15.917321,0.850229,0.339227,2.426754,0.524155,0.000000,0.000000,-0.136739,0.917050,-0.926102,3.127632,2.185183,0.000000,1.650480,0.000000,-0.170531,1.185517,0.000000,0.000000,0.342256,0.000000,0.000000,0.000000,0.000000,0.533329,-0.877892,-0.042154,-0.229456,0.000000,0.674321,0.000000,0.000000,0.000000,0.000000,0.000000
44,0,2.726244,0.753437,0.000000,0.000000,-1.692982,0.000000,-0.205901,-2.958970,-0.962792,0.189134,0.000000,0.128947,1.731331,-5.082402,-1.248173,0.914443,0.000000,0.000000,0.000000,0.000000,-0.121356,0.679288,0.194773,-0.228550,1.602149,-0.544742,-1.243037,3.764908,0.922186,-0.336446,0.000000,0.000000,-6.495430,0.675423,-0.926333,-0.934004,0.518600,0.000000,0.289301,0.000000,-0.203144,-2.170316,0.000000,0.000000,0.560248,0.000000,0.000000,0.000000,0.000000,-1.531730,0.256127,-7.166221,0.554252,0.000000,0.239102,0.000000,0.000000,0.000000,0.000000,0.000000
45,0,0.361351,-0.904116,0.000000,0.000000,-4.696610,0.000000,-0.114468,-0.881547,2.073728,-0.867146,0.000000,0.430661,1.272369,-0.406856,-0.090989,0.586299,0.000000,0.000000,0.000000,0.000000,0.346401,-0.317210,-0.025565,0.138936,1.452225,-0.055845,-0.782287,-1.161131,-0.723999,3.156228,0.000000,0.000000,-9.236451,-0.543173,-0.893122,0.605631,2.544877,0.000000,-0.633061,0.000000,-0.540090,0.136002,0.000000,0.000000,-0.326814,0.000000,0.000000,0.000000,0.000000,0.556354,-1.844902,-1.159013,-2.067027,0.000000,-0.650490,0.000000,0.000000,0.000000,0.000000,0.000000
46,0,2.755250,1.221782,0.000000,0.000000,1.784561,0.000000,2.370488,-0.396475,-6.058899,1.255668,0.000000,3.870823,1.968869,-1.664716,-0.544196,-0.644542,0.000000,0.000000,0.000000,0.000000,-0.038344,0.128123,0.737377,-1.372042,-0.597107,-0.194479,-0.094287,-2.594461,-1.371411,-0.672755,0.000000,0.000000,-0.133229,0.798739,0.750817,0.595066,-4.671293,0.000000,-0.555623,0.000000,1.070015,-0.572053,0.000000,0.000000,-5.753407,0.000000,0.000000,0.000000,0.000000,0.953468,-0.629518,-0.384766,-1.692596,0.000000,-0.391398,0.000000,0.000000,0.000000,0.000000,0.000000
47,0,6.692489,1.815787,0.000000,0.000000,3.769331,0.000000,-0.387848,-1.568443,-0.239969,1.015697,0.000000,-6.257626,1.198289,5.999017,-0.538585,2.327991,0.000000,0.000000,0.000000,0.000000,1.130269,-7.775594,1.114817,-0.852951,-1.684166,0.426667,-1.025789,3.345689,-0.497906,-0.951528,0.000000,0.000000,-0.098525,0.456876,-1.933083,2.753168,-2.586924,0.000000,-1.233455,0.000000,-0.653491,1.055070,0.000000,0.000000,-0.027919,0.000000,0.000000,0.000000,0.000000,-0.263047,0.596216,-0.179624,-0.145982,0.000000,0.192726,0.000000,0.000000,0.000000,0.000000,0.000000
48,0,1.855312,1.097002,0.000000,0.000000,2.730500,0.000000,3.613913,-1.567754,-3.661851,1.754233,0.000000,0.081202,3.536615,-2.160691,14.855577,0.304183,0.000000,0.000000,0.000000,0.000000,-0.616299,-1.622931,-0.577900,0.515692,2.945913,4.014326,-0.101659,0.246183,0.407172,2.106373,0.000000,0.000000,-4.683099,-0.588571,0.509561,1.476583,-0.535560,0.000000,-0.966962,0.000000,0.040607,1.560282,0.000000,0.000000,-4.715459,0.000000,0.000000,0.000000,0.000000,-0.747077,0.377795,-0.586569,1.284379,0.000000,-0.410663,0.000000,0.000000,0.000000,0.000000,0.000000
49,0,0.279776,0.223296,0.000000,0.000000,0.585109,0.000000,1.891076,-1.619174,-0.043743,-0.091282,0.000000,0.809167,0.651707,-3.083530,-6.786659,-0.035940,0.000000,0.000000,0.000000,0.000000,-0.099375,-0.254713,3.408713,0.273135,-2.225930,-0.356882,-23.170097,-3.374288,-1.541102,0.523946,0.000000,0.000000,4.773251,-0.669058,2.282105,2.764940,0.936010,0.000000,-1.026216,0.000000,-2.941113,-1.706511,0.000000,0.000000,4.645608,0.000000,0.000000,0.000000,0.000000,0.966135,0.136628,0.874747,-0.137837,0.000000,-0.932432,0.000000,0.000000,0.000000,0.000000,0.000000
50,0,3.218465,-0.007363,0.000000,0.000000,-0.453549,0.000000,0.514303,-0.768608,-3.754349,-1.203494,0.000000,-3.381065,0.247592,-2.315980,-0.562784,-1.828148,0.000000,0.000000,0.000000,0.000000,-0.637673,0.277296,-0.474592,1.112408,0.603274,0.779747,-0.608893,-2.141700,-0.793954,-0.109398,0.000000,0.000000,2.197340,-0.141931,0.633282,-0.562018,-2.288653,0.000000,-1.005989,0.000000,0.409903,0.516744,0.000000,0.000000,0.180550,0.000000,0.000000,0.000000,0.000000,0.384400,-0.728974,-2.136043,0.279089,0.000000,-1.089201,0.000000,0.000000,0.000000,0.000000,0.000000
51,0,0.222654,-65.231463,0.000000,0.000000,-3.452611,0.000000,0.620329,0.193849,-0.015195,1.441172,0.000000,0.184131,3.437386,-0.252234,0.356693,0.380880,0.000000,0.000000,0.000000,0.000000,0.029331,0.076278,-0.515672,-0.106688,0.261975,0.590215,-1.294486,0.431258,0.299310,-1.708815,0.000000,0.000000,-0.308214,1.006865,0.249428,-4.188105,-0.787926,0.000000,1.735823,0.000000,-3.869983,4.508515,0.000000,0.000000,0.726763,0.000000,0.000000,0.000000,0.000000,-0.663420,1.817263,-0.302505,0.013403,0.000000,-0.059856,0.000000,0.000000,0.000000,0.000000,0.000000
52,0,1.179170,-0.004409,0.000000,0.000000,-4.014093,0.000000,0.301778,-1.902508,-0.471469,1.134029,0.000000,3.856595,0.022795,0.542429,1.198067,-0.119721,0.000000,0.000000,0.000000,0.000000,-0.515849,0.667287,-0.714456,5.327928,-0.387893,1.589246,-0.253695,0.797672,-0.203362,-0.616915,0.000000,0.000000,-7.180787,-0.361595,-1.227536,0.298061,-0.097396,0.000000,0.522359,0.000000,-0.191393,3.854685,0.000000,0.000000,0.875034,0.000000,0.000000,0.000000,0.000000,0.892432,0.314213,0.232605,-0.437043,0.000000,-0.009732,0.000000,0.000000,0.000000,0.000000,0.000000
53,0,4.897645,0.380661,0.000000,0.000000,-2.675339,0.000000,2.585836,0.105121,-1.727259,0.376477,0.000000,-0.890815,0.693089,-1.256472,77.762989,-0.597598,0.000000,0.000000,0.000000,0.000000,-0.458049,-0.816669,1.415872,-0.661813,-2.363305,-0.922584,0.380684,-0.023046,-0.637110,-1.795154,0.000000,0.000000,2.536432,-0.360071,0.472602,-1.287623,5.103992,0.000000,0.470734,0.000000,0.589920,0.671159,0.000000,0.000000,0.124879,0.000000,0.000000,0.000000,0.000000,-1.506618,0.782842,-0.763928,-0.197548,0.000000,-0.114450,0.000000,0.000000,0.000000,0.000000,0.000000
54,0,0.244638,1.074789,0.000000,0.000000,-3.342975,0.000000,-0.807900,0.263089,-0.454537,0.276710,0.000000,-1.528300,0.146850,-3.357087,0.792999,-1.170144,0.000000,0.000000,0.000000,0.000000,-0.037246,0.533913,-0.324316,-3.722647,2.887958,0.845545,0.118363,1.160172,1.432226,0.957394,0.000000,0.000000,-0.867617,1.058541,-0.709166,-0.182561,-3.244241,0.000000,1.717111,0.000000,0.533958,1.208749,0.000000,0.000000,-0.101546,0.000000,0.000000,0.000000,0.000000,0.760730,-1.567648,-0.469542,0.081399,0.000000,-1.000704,0.000000,0.000000,0.000000,0.000000,0.000000
55,0,-0.144115,-0.120163,0.000000,0.000000,3.541272,0.000000,0.798663,-1.751421,0.785107,-3.535906,0.000000,6.496287,0.745524,-4.133346,1.185993,0.619536,0.000000,0.000000,0.000000,0.000000,-0.160563,-0.703109,-1.174457,12.366451,1.036992,0.430575,-0.151927,-0.478992,0.329907,-1.793486,0.000000,0.000000,-0.096121,-1.931693,2.362119,-0.283440,1.463279,0.000000,-0.826425,0.000000,1.063045,0.306102,0.000000,0.000000,0.711436,0.000000,0.000000,0.000000,0.000000,-0.401811,0.075273,-0.523486,-0.390183,0.000000,-1.315033,0.000000,0.000000,0.000000,0.000000,0.000000
56,0,0.434656,1.110626,0.000000,0.000000,-0.093129,0.000000,-0.941925,0.062215,0.067640,0.159379,0.000000,-1.345425,-1.479470,0.419514,-1.057865,0.216526,0.000000,0.000000,0.000000,0.000000,0.427053,-0.003452,-4.416058,-5.706405,-1.111725,2.899976,0.175458,2.281227,-0.828242,0.804201,0.000000,0.000000,1.210243,-1.791875,0.274834,1.704162,2.377667,0.000000,-0.467786,0.000000,-1.239669,2.356342,0.000000,0.000000,-0.911432,0.000000,0.000000,0.000000,0.000000,0.361168,0.255151,0.896297,0.243768,0.000000,-2.076399,0.000000,0.000000,0.000000,0.000000,0.000000
57,0,4.164699,1.461604,0.000000,0.000000,6.387704,0.000000,0.143165,-0.101742,-0.941368,0.823227,0.000000,-0.569673,0.581846,-0.784958,61.369903,2.554228,0.000000,0.000000,0.000000,0.000000,-0.296244,0.286591,-0.754735,0.430452,0.977749,3.535882,0.137130,-0.424129,0.459918,0.043878,0.000000,0.000000,-0.275698,-0.414819,1.352119,-1.666309,-0.237734,0.000000,1.025058,0.000000,-0.466102,0.633126,0.000000,0.000000,0.943592,0.000000,0.000000,0.000000,0.000000,0.392666,0.519266,-0.177744,-0.618042,0.000000,-1.861196,0.000000,0.000000,0.000000,0.000000,0.000000
58,0,-0.110195,0.981223,0.000000,0.000000,3.546224,0.000000,0.795763,-0.551527,-0.015248,-2.304470,0.000000,0.757969,1.118269,-2.450899,-1.646403,-0.263263,0.000000,0.000000,0.000000,0.000000,0.980926,5.540030,-0.607514,2.388285,0.233477,-2.784210,-0.432865,0.239652,-0.026171,0.916645,0.000000,0.000000,0.160222,1.324882,0.585335,0.335814,-0.787266,0.000000,-0.355700,0.000000,4.769112,0.054223,0.000000,0.000000,0.832870,0.000000,0.000000,0.000000,0.000000,0.101359,4.252693,0.058598,-0.174250,0.000000,28.188966,0.000000,0.000000,0.000000,0.000000,0.000000
59,0,2.571291,0.385015,0.000000,0.000000,-2.490880,0.000000,0.031055,2.360348,0.124376,0.777885,0.000000,0.619637,0.044655,0.385239,-1.769044,-4.750709,0.000000,0.000000,0.000000,0.000000,-0.303120,-7.690322,0.039187,-1.496623,3.367673,1.654750,-1.512836,-0.662931,3.353376,-0.274476,0.000000,0.000000,19.488530,-1.250574,3.129479,-0.177455,1.250997,0.000000,2.530086,0.000000,-1.248623,0.548526,0.000000,0.000000,0.471449,0.000000,0.000000,0.000000,0.000000,-0.314923,0.177391,-0.142789,-0.030540,0.000000,0.095326,0.000000,0.000000,0.000000,0.000000,0.000000
60,0,1.284425,0.462121,0.000000,0.000000,0.883408,0.000000,0.304785,-0.621017,0.563208,0.298013,0.000000,0.195096,-1.641696,-7.185145,0.079324,0.672685,0.000000,0.000000,0.000000,0.000000,-0.057954,-0.129036,3.058914,-0.228373,-1.935920,8.004637,-0.654331,0.449957,1.268061,-0.433414,0.000000,0.000000,-0.541999,1.182494,0.317123,-0.951431,-1.416046,0.000000,-1.443903,0.000000,6.730093,1.600459,0.000000,0.000000,0.190376,0.000000,0.000000,0.000000,0.000000,1.456101,2.330768,0.522437,0.023249,0.000000,0.087750,0.000000,0.000000,0.000000,0.000000,0.000000
61,0,0.381354,0.209443,0.000000,0.000000,-4.452183,0.000000,0.178464,0.929099,-0.664995,1.038896,0.000000,0.587990,-0.520680,0.092322,-0.071625,4.842110,0.000000,0.000000,0.000000,0.000000,-1.913401,-1.011435,-0.475962,0.043033,0.087195,0.395153,-0.886248,0.766925,-0.565864,-1.683708,0.000000,0.000000,18.615124,2.795348,1.153206,-0.843697,2.355660,0.000000,1.536511,0.000000,-0.457420,-0.945814,0.000000,0.000000,-0.914093,0.000000,0.000000,0.000000,0.000000,-2.404698,-0.127551,-0.171606,0.663675,0.000000,-0.216078,0.000000,0.000000,0.000000,0.000000,0.000000
62,0,1.468207,-1.354342,0.000000,0.000000,3.439602,0.000000,-0.429284,1.720827,-1.024554,-5.120134,0.000000,-0.523418,1.750688,3.808545,2.345962,-0.028659,0.000000,0.000000,0.000000,0.000000,-0.179894,-0.699521,0.767272,-0.004226,0.735305,0.360101,-5.251931,-1.812553,-1.543655,-0.887330,0.000000,0.000000,-0.161599,1.214709,1.133328,-3.111149,-1.066285,0.000000,-0.726721,0.000000,-0.554895,-1.324132,0.000000,0.000000,-0.445135,0.000000,0.000000,0.000000,0.000000,-1.554032,-0.101526,0.405496,0.088165,0.000000,-0.170755,0.000000,0.000000,0.000000,0.000000,0.000000
63,0,3.597171,-0.316970,0.000000,0.000000,-0.852634,0.000000,-1.395587,-2.249972,2.291048,-3.319082,0.000000,-3.370809,3.234569,-1.907287,0.409025,-1.534493,0.000000,0.000000,0.000000,0.000000,-0.363748,1.160469,2.372796,2.255635,-3.142811,4.517467,-0.799907,0.190638,-1.697449,-0.832857,0.000000,0.000000,-1.355120,-2.304755,-2.541494,-0.182986,3.102058,0.000000,-0.310539,0.000000,-0.877019,-0.092382,0.000000,0.000000,-0.620084,0.000000,0.000000,0.000000,0.000000,0.854767,-0.666554,-0.229713,-0.032093,0.000000,-0.923211,0.000000,0.000000,0.000000,0.000000,0.000000
64,0,2.140604,-0.900001,0.000000,0.000000,1.700630,0.000000,0.072795,2.090130,0.203760,1.539567,0.000000,-0.529774,1.192714,-2.080564,-0.010854,0.613929,0.000000,0.000000,0.000000,0.000000,-0.196529,-1.037825,-1.073190,2.591934,-2.500600,0.009108,-0.553770,-0.019009,-1.753955,-0.145726,0.000000,0.000000,0.135587,0.215396,1.544372,2.346136,-0.000291,0.000000,2.450451,0.000000,-1.150715,-1.482288,0.000000,0.000000,-0.155223,0.000000,0.000000,0.000000,0.000000,-0.527445,0.454958,1.237770,-0.144208,0.000000,0.386389,0.000000,0.000000,0.000000,0.000000,0.000000
65,0,2.404912,4.257266,0.000000,0.000000,-2.494910,0.000000,0.493673,3.549883,0.415009,0.105037,0.000000,-2.672067,0.272496,-2.422448,1.828956,2.582753,0.000000,0.000000,0.000000,0.000000,-0.078499,0.237724,-0.241762,-4.081816,3.490395,1.633514,-2.356176,0.742159,-0.667724,-0.611671,0.000000,0.000000,-0.331053,2.936940,1.650253,3.906637,2.022637,0.000000,-1.311357,0.000000,0.003355,0.290674,0.000000,0.000000,-0.442559,0.000000,0.000000,0.000000,0.000000,0.400980,0.058916,0.067815,0.318750,0.000000,0.321237,0.000000,0.000000,0.000000,0.000000,0.000000
66,0,3.925825,2.719370,0.000000,0.000000,0.326002,0.000000,0.648581,0.404069,0.613490,-0.310274,0.000000,-2.002569,-0.400666,-1.851289,-0.651082,0.126481,0.000000,0.000000,0.000000,0.000000,-2.407789,-1.436990,-0.389006,-1.805661,-0.554480,0.893501,-0.343709,0.235308,-0.085973,0.878433,0.000000,0.000000,-2.340364,-2.272096,0.044723,1.923882,4.286865,0.000000,3.366293,0.000000,1.828043,-0.942495,0.000000,0.000000,4.120926,0.000000,0.000000,0.000000,0.000000,-2.164351,-0.103405,0.042846,-0.142849,0.000000,0.056011,0.000000,0.000000,0.000000,0.000000,0.000000
67,0,0.501876,3.146760,0.000000,0.000000,-21.516295,0.000000,0.133367,-0.470980,0.988546,-2.816617,0.000000,-1.751338,-0.966857,-0.046785,2.701915,-0.069794,0.000000,0.000000,0.000000,0.000000,0.000834,0.950801,1.235163,0.001324,3.231687,9.466451,-5.127285,-0.367020,-1.175936,-1.334371,0.000000,0.000000,-0.537796,0.242661,0.466184,0.075369,-0.058130,0.000000,0.063069,0.000000,0.036948,1.186198,0.000000,0.000000,-0.957491,0.000000,0.000000,0.000000,0.000000,-0.514509,0.865417,-0.101825,0.022260,0.000000,0.174700,0.000000,0.000000,0.000000,0.000000,0.000000
68,0,-0.137500,2.109104,0.000000,0.000000,-1.980113,0.000000,4.479486,-1.047516,-0.436317,-0.289253,0.000000,0.014784,0.033671,-3.041620,-0.150213,-0.275027,0.000000,0.000000,0.000000,0.000000,-0.229350,-0.315855,0.356043,0.763504,0.151567,0.875075,5.161362,1.055262,1.354761,2.649446,0.000000,0.000000,-0.275388,-0.211471,-1.339448,1.577730,3.787430,0.000000,1.145411,0.000000,0.562763,1.449295,0.000000,0.000000,1.005135,0.000000,0.000000,0.000000,0.000000,0.757939,0.300006,1.750518,1.153661,0.000000,-0.603150,0.000000,0.000000,0.000000,0.000000,0.000000
69,0,1.010622,3.844628,0.000000,0.000000,2.882059,0.000000,1.777905,3.316526,-0.026616,1.236398,0.000000,0.260934,2.233527,-2.132725,-3.042875,0.047652,0.000000,0.000000,0.000000,0.000000,-0.445205,-0.351328,0.176248,-1.284381,-0.055335,-0.002063,-0.103913,-2.255365,0.950652,2.100844,0.000000,0.000000,7.083788,-1.905528,-2.710801,2.771756,-1.047665,0.000000,0.362389,0.000000,-0.006559,-0.133935,0.000000,0.000000,0.910179,0.000000,0.000000,0.000000,0.000000,-2.953342,1.006248,0.454885,0.267200,0.000000,0.859493,0.000000,0.000000,0.000000,0.000000,0.000000
70,0,1.703562,5.012742,0.000000,0.000000,-2.494447,0.000000,-0.270745,-0.035465,0.250589,0.874500,0.000000,6.541910,0.119474,-1.362663,7.366775,0.224440,0.000000,0.000000,0.000000,0.000000,-0.959844,5.634195,1.096970,0.494996,0.648168,0.300395,-0.750991,0.285517,-1.867550,2.044966,0.000000,0.000000,-0.012095,-3.058911,-0.361289,-0.921275,-1.387819,0.000000,2.176397,0.000000,1.047504,0.748729,0.000000,0.000000,-0.541402,0.000000,0.000000,0.000000,0.000000,0.603469,-0.882320,0.097823,0.774637,0.000000,-0.615829,0.000000,0.000000,0.000000,0.000000,0.000000
71,0,6.869369,2.568931,0.000000,0.000000,1.475826,0.000000,-2.943813,-5.866196,0.749852,-1.865429,0.000000,-6.327065,0.312972,-1.051334,1.034979,-0.726305,0.000000,0.000000,0.000000,0.000000,0.088391,-0.427424,-0.928777,-0.042133,4.679445,0.178973,-0.038248,1.146834,-0.485706,0.071352,0.000000,0.000000,0.253956,-1.216095,2.371441,0.399590,0.640858,0.000000,-0.278326,0.000000,-19.745788,-0.671261,0.000000,0.000000,-3.132996,0.000000,0.000000,0.000000,0.000000,-2.481987,1.063726,0.041720,-2.445927,0.000000,0.401572,0.000000,0.000000,0.000000,0.000000,0.000000
72,0,11.809260,-0.647071,0.000000,0.000000,-3.261356,0.000000,-1.999361,0.161646,-0.522074,-1.131859,0.000000,0.136814,0.447827,-0.817243,-0.696458,-0.088377,0.000000,0.000000,0.000000,0.000000,-0.158434,0.493645,0.070223,1.358757,-0.511657,1.020129,-1.188533,1.616535,-1.141039,-1.074813,0.000000,0.000000,2.881939,1.301744,-1.911688,-0.508080,0.077039,0.000000,0.106401,0.000000,0.408636,0.206569,0.000000,0.000000,0.056420,0.000000,0.000000,0.000000,0.000000,0.433379,0.188374,-0.483671,0.144691,0.000000,0.148762,0.000000,0.000000,0.000000,0.000000,0.000000
73,0,1.905581,3.185485,0.000000,0.000000,-2.113498,0.000000,1.311744,-1.491911,0.566298,-4.246771,0.000000,0.283321,-0.970907,-3.978549,-3.552010,-0.362030,0.000000,0.000000,0.000000,0.000000,-0.101094,-11.610135,1.874085,-0.026636,-0.992816,0.624170,0.011818,-1.100977,-0.979344,-0.364685,0.000000,0.000000,-2.749237,1.086464,-0.646274,-0.188493,2.741812,0.000000,-0.783177,0.000000,-1.620168,-1.228626,0.000000,0.000000,0.719571,0.000000,0.000000,0.000000,0.000000,-0.223074,0.755264,0.057732,0.162013,0.000000,-0.332970,0.000000,0.000000,0.000000,0.000000,0.000000
74,0,10.907329,-1.136298,0.000000,0.000000,-1.163403,0.000000,0.344945,1.235669,1.442271,-2.661638,0.000000,-0.532066,0.299581,-2.261525,-0.548359,-1.197586,0.000000,0.000000,0.000000,0.000000,-0.372388,1.593164,1.379985,0.020016,-2.595934,0.307871,0.383411,0.232140,-0.098212,2.806555,0.000000,0.000000,0.788126,-0.074578,-0.008796,5.733234,-3.150822,0.000000,-0.725247,0.000000,-0.706694,-0.501383,0.000000,0.000000,-0.958927,0.000000,0.000000,0.000000,0.000000,0.724892,0.235615,-0.339515,1.167053,0.000000,-0.090750,0.000000,0.000000,0.000000,0.000000,0.000000
75,0,0.135344,0.825093,0.000000,0.000000,1.943810,0.000000,0.345397,0.124755,1.032935,-1.424487,0.000000,0.221706,-0.213244,-0.457684,0.243106,0.803529,0.000000,0.000000,0.000000,0.000000,0.119465,12.757870,-0.579727,-0.260702,1.798875,0.024488,-1.406243,0.178315,0.250298,-1.718217,0.000000,0.000000,2.403711,-2.642900,0.469212,-1.141340,3.202257,0.000000,0.507157,0.000000,0.881924,-0.855401,0.000000,0.000000,-0.530777,0.000000,0.000000,0.000000,0.000000,-0.622324,5.229955,0.291266,-0.015136,0.000000,-0.160033,0.000000,0.000000,0.000000,0.000000,0.000000
76,0,4.477826,-0.072083,0.000000,0.000000,-8.040617,0.000000,-0.203792,0.082389,-0.152859,1.206796,0.000000,0.011396,-0.299668,-1.906877,-0.903868,-1.113514,0.000000,0.000000,0.000000,0.000000,0.133027,0.745441,1.156301,0.553545,-0.533079,-0.368596,2.200317,0.561043,-0.741010,-1.310224,0.000000,0.000000,-11.691205,-1.011841,-0.872783,1.662678,2.695296,0.000000,-1.144950,0.000000,-0.993378,-0.048334,0.000000,0.000000,-0.425085,0.000000,0.000000,0.000000,0.000000,0.201598,0.023750,-0.060388,-0.029265,0.000000,-0.397653,0.000000,0.000000,0.000000,0.000000,0.000000
77,0,0.347496,2.424386,0.000000,0.000000,-0.262522,0.000000,0.265363,-2.708040,-0.149493,-1.341347,0.000000,-0.369827,0.172405,-1.341353,-1.034554,-0.020613,0.000000,0.000000,0.000000,0.000000,-0.285385,-0.200463,-3.139310,-0.409026,-2.328388,2.106409,-0.363140,-0.588429,-0.603198,2.192458,0.000000,0.000000,-0.125058,0.182253,0.238572,0.962699,0.877471,0.000000,0.112627,0.000000,-0.953694,0.708218,0.000000,0.000000,0.050681,0.000000,0.000000,0.000000,0.000000,-0.714009,1.004808,-0.070906,-0.030867,0.000000,2.136025,0.000000,0.000000,0.000000,0.000000,0.000000
78,0,7.870423,-0.104838,0.000000,0.000000,1.670036,0.000000,0.547877,0.379731,0.943843,1.039318,0.000000,0.239897,2.210688,0.504492,0.410745,0.609319,0.000000,0.000000,0.000000,0.000000,-0.558736,-0.423109,2.857622,-0.651661,-0.413767,-0.000138,0.179088,-0.439054,1.438926,3.356259,0.000000,0.000000,-0.695597,-1.580095,3.738212,1.267724,1.704709,0.000000,1.420121,0.000000,0.237942,-2.106556,0.000000,0.000000,0.973992,0.000000,0.000000,0.000000,0.000000,1.302771,-1.782895,-0.110151,-3.880284,0.000000,-0.107990,0.000000,0.000000,0.000000,0.000000,0.000000
79,0,0.426596,-0.126073,0.000000,0.000000,4.912541,0.000000,0.709849,-0.067886,-0.613402,0.906182,0.000000,0.471676,-1.050302,-0.706056,-1.607341,-2.167893,0.000000,0.000000,0.000000,0.000000,-0.195546,-0.288186,-7.329220,-3.399274,0.958351,0.880657,4.292247,-2.188245,-0.787774,0.727053,0.000000,0.000000,0.922717,-1.031420,2.118212,0.281058,4.431619,0.000000,0.805646,0.000000,11.128614,0.106627,0.000000,0.000000,0.031413,0.000000,0.000000,0.000000,0.000000,-1.200814,-1.161957,-0.631240,0.447562,0.000000,-0.943213,0.000000,0.000000,0.000000,0.000000,0.000000
80,0,0.680821,1.009025,0.000000,0.000000,1.679179,0.000000,1.552164,0.202240,-1.175633,-0.929628,0.000000,0.173553,0.619889,-2.164217,-1.567462,-2.043679,0.000000,0.000000,0.000000,0.000000,-0.331449,-0.217909,-0.560339,0.907358,-0.274913,2.571354,-10.225175,0.215369,-0.816837,2.887329,0.000000,0.000000,-0.962967,-2.244644,-2.629453,-0.178363,0.871530,0.000000,3.033292,0.000000,-1.591284,0.858548,0.000000,0.000000,1.222273,0.000000,0.000000,0.000000,0.000000,0.415039,0.529118,-0.336968,0.377735,0.000000,1.286290,0.000000,0.000000,0.000000,0.000000,0.000000
81,0,6.293432,0.517437,0.000000,0.000000,1.447251,0.000000,-2.346898,-0.055044,1.155382,1.003085,0.000000,-10.159170,2.694475,-0.134057,0.057987,0.655334,0.000000,0.000000,0.000000,0.000000,-0.999600,0.150612,-1.349639,-1.097632,4.604129,1.192937,0.806800,-0.401490,-2.022487,-1.369858,0.000000,0.000000,2.144940,3.392770,0.820239,-1.335292,0.469396,0.000000,0.913462,0.000000,-0.420882,-1.643646,0.000000,0.000000,-2.201894,0.000000,0.000000,0.000000,0.000000,-0.248600,-0.039259,0.286910,1.952766,0.000000,0.526937,0.000000,0.000000,0.000000,0.000000,0.000000
82,0,0.221787,0.451787,0.000000,0.000000,4.660008,0.000000,1.530558,0.658859,-1.352583,-1.597208,0.000000,-0.297690,-0.310021,-0.678365,0.794766,0.946971,0.000000,0.000000,0.000000,0.000000,-0.610852,-0.904558,-69.761263,2.198520,-3.399153,-0.299567,-0.124435,0.812378,-1.033971,0.216984,0.000000,0.000000,-0.146302,0.006142,-0.181249,4.700436,-0.870483,0.000000,0.433680,0.000000,0.975847,-0.649309,0.000000,0.000000,0.064734,0.000000,0.000000,0.000000,0.000000,0.772846,1.392578,1.605994,3.514789,0.000000,-0.240219,0.000000,0.000000,0.000000,0.000000,0.000000
83,0,0.513221,0.671544,0.000000,0.000000,0.571800,0.000000,0.232836,-0.094646,-0.656948,-1.699572,0.000000,-1.088493,-1.404978,-2.359124,-1.445000,-1.564173,0.000000,0.000000,0.000000,0.000000,-0.012611,0.137524,1.585458,0.899853,4.191664,0.894338,0.232163,0.880075,1.739138,1.347968,0.000000,0.000000,-0.294317,0.524902,-3.926065,-8.443323,-1.327806,0.000000,0.437339,0.000000,-0.090778,-0.312311,0.000000,0.000000,-0.668832,0.000000,0.000000,0.000000,0.000000,-1.339485,0.105399,-0.113415,0.222758,0.000000,0.447148,0.000000,0.000000,0.000000,0.000000,0.000000
