user_id,num_nodes,num_edges,num_self_loops,cat_Arts & Entertainment,cat_College & University,cat_Food,cat_Great Outdoors,cat_Nightlife Spot,cat_Professional & Other Places,cat_Residence,cat_Shop & Service,cat_Travel & Transport,degree_Arts & Entertainment,degree_College & University,degree_Food,degree_Great Outdoors,degree_Nightlife Spot,degree_Professional & Other Places,degree_Residence,degree_Shop & Service,degree_Travel & Transport,total_distance,mean_distance,max_distance,min_distance,mean_time_between_checkins
213636,6,21,4,0,0,0,0,0,0,0,0,0,2,2,5,0,0,5,0,2,5,284.6921190327839,5.931085813182996,16.987931030905067,0.04725784382395078,106.13809027777778
75866,10,49,6,0,0,0,0,0,0,0,0,0,4,7,7,4,8,3,1,9,5,520.7429943159516,3.5424693490881047,20.154365655628162,0.0,79.12296674225244
191885,7,16,3,0,0,0,0,0,0,0,0,0,2,0,2,1,5,1,0,3,2,178.02721991345,4.23874333127262,17.68303972616891,0.0,255.6514087301587
20526,5,11,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,4,1,241.443031030222,4.2358426496530175,22.306218331699334,0.0,200.5007699805068
161879,5,14,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,4,1,220.01292214061885,4.490059635522833,16.933639277333015,0.0,62.2517970521542
85731,8,29,3,0,0,0,0,0,0,0,0,0,3,0,6,3,2,4,0,6,4,478.1311785010552,5.141195467753283,21.16387476598084,0.0,121.91095280764638
79003,7,28,4,0,0,0,0,0,0,0,0,0,2,0,5,1,7,3,0,5,5,462.753941103031,4.407180391457437,16.011098903141747,0.0,75.63481481481482
11655,7,21,4,0,0,0,0,0,0,0,0,0,3,0,2,3,0,2,0,4,6,302.5138266782147,3.4771704215886747,18.353064323636207,0.0,35.25744252873563
26730,7,22,3,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,1,6,5,523.9730795205448,2.700892162477034,21.477467786526823,0.0,58.026607961053834
89690,10,37,4,0,0,0,0,0,0,0,0,0,2,3,7,6,3,4,1,3,6,631.5005339636257,9.425381103934708,23.98434533446507,0.02444989375807531,149.47949834162523
118368,9,28,3,0,0,0,0,0,0,0,0,0,3,1,8,2,3,3,0,3,2,699.9780365264495,6.1944958984641545,21.212421896289356,0.05400903760330953,76.32563913470993
257124,6,21,4,0,0,0,0,0,0,0,0,0,4,0,5,4,1,0,0,4,3,365.01259328939403,5.9838130047441656,20.36146303769353,0.0,79.45760018214938
36060,9,46,6,0,0,0,0,0,0,0,0,0,6,4,6,5,1,6,0,7,8,315.84828232276055,1.34403524392664,14.736127787930457,0.0,53.93705437352246
149309,7,33,5,0,0,0,0,0,0,0,0,0,4,3,7,6,0,5,0,4,4,492.3586788524462,6.478403669111134,21.764404175583937,0.0,153.01330043859647
99784,8,34,5,0,0,0,0,0,0,0,0,0,1,0,6,3,4,6,0,5,8,224.2602439771981,2.2203984552197817,18.885304917216406,0.0,87.50111111111111
2234,8,38,6,0,0,0,0,0,0,0,0,0,6,4,7,3,0,5,0,6,5,619.454400449874,4.995600003628017,22.734951766684937,0.0,76.42867831541218
220915,7,28,5,0,0,0,0,0,0,0,0,0,5,0,5,5,1,2,0,5,5,241.10800543877122,4.727607949779828,14.128476683868406,0.0,72.76720043572985
67045,7,22,4,0,0,0,0,0,0,0,0,0,2,0,5,4,0,1,1,5,4,287.3791768314688,5.0417399444117335,14.39891538833156,0.0,109.1457992202729
177434,5,10,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,5,1,94.17574327679893,1.712286241396344,16.323228645866536,0.0,96.87038888888888
263302,6,17,3,0,0,0,0,0,0,0,0,0,3,0,2,1,0,4,0,4,3,212.87265914305033,4.093704983520198,16.21995339252071,0.0,61.043087606837624
14922,8,37,4,0,0,0,0,0,0,0,0,0,5,4,5,3,1,7,0,6,6,702.8560888723738,3.151821026333517,14.17235864709797,0.0,29.230706278026908
122764,9,33,5,0,0,0,0,0,0,0,0,0,5,1,6,4,1,5,1,6,4,603.9754379874213,5.921327823406092,18.45507632747309,0.0,93.60234204793029
111894,7,23,4,0,0,0,0,0,0,0,0,0,1,1,5,0,0,5,0,6,4,200.3750931605301,1.890331067552172,8.989372841118843,0.0,50.66461740041929
198613,10,37,5,0,0,0,0,0,0,0,0,0,5,5,8,5,2,4,1,5,1,448.1429115579182,5.399312187444797,16.363715648361868,0.0,70.59689089692102
199541,8,22,2,0,0,0,0,0,0,0,0,0,1,1,4,1,0,7,1,4,3,533.311513567729,7.017256757470118,23.77091076870332,0.0,142.63070540935672
29055,9,37,3,0,0,0,0,0,0,0,0,0,4,0,7,2,8,3,1,7,4,446.45527921537916,1.6234737426013799,16.934905686353122,0.0,21.999633333333335
30163,6,25,4,0,0,0,0,0,0,0,0,0,3,0,5,3,0,3,0,6,5,809.2570581669047,6.474056465335238,25.05749561773689,0.0,63.50795111111111
4095,7,18,3,0,0,0,0,0,0,0,0,0,1,0,7,3,1,2,0,2,2,131.1839640566471,5.247358562265886,21.974618448662866,0.0,51.05757777777778
153267,6,13,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,2,4,73.8400822693368,1.3932090994214494,12.593106645538883,0.0,21.263212788259967
104441,7,15,2,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1,0,5,2,226.5833178202285,2.4104608278747715,19.250793730747848,0.0,130.21704787234043
182072,8,31,5,0,0,0,0,0,0,0,0,0,4,0,6,2,0,4,1,7,5,437.2813672663247,5.466017090829057,21.28596547424489,0.0,142.3436076388889
94513,7,22,3,0,0,0,0,0,0,0,0,0,0,3,2,0,2,4,0,4,6,107.09072173120666,2.099818073160915,7.811933517594062,0.0,144.78218409586057
1997,9,65,8,0,0,0,0,0,0,0,0,0,8,4,8,8,7,7,7,8,8,2114.586292844331,3.6903774744229167,24.68059665461194,0.0,22.116139228233468
20528,7,28,4,0,0,0,0,0,0,0,0,0,3,1,6,4,0,4,0,7,3,879.7244016308938,4.18916381728997,18.653790996809107,0.0,57.60362962962963
201311,8,24,4,0,0,0,0,0,0,0,0,0,3,1,4,1,0,5,0,6,3,403.81039456548467,6.513070880088464,19.022297302786946,0.0,187.8666711469534
48148,9,34,4,0,0,0,0,0,0,0,0,0,4,1,9,1,4,3,0,3,4,662.0000056869558,4.355263195308918,21.164583834870893,0.0,79.43113669590643
104079,7,26,4,0,0,0,0,0,0,0,0,0,4,0,6,2,0,3,0,6,4,320.5721508067072,5.624072821170304,16.654064034410546,0.03412466212081312,179.8038693957115
245177,7,17,5,0,0,0,0,0,0,0,0,0,2,0,6,2,3,2,0,1,1,272.23144348849314,6.33096380205798,19.15929006232241,0.016707984930864683,52.48150516795866
27216,6,18,3,0,0,0,0,0,0,0,0,0,1,0,3,4,0,2,0,4,4,162.78349327740546,4.283776138879091,21.674559191918696,0.0,234.49165204678363
39315,7,29,2,0,0,0,0,0,0,0,0,0,2,2,3,0,0,5,6,4,7,284.6475061438015,1.2430022102349405,23.964448085893256,0.0,20.137139737991266
69071,5,11,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,4,1,73.28779064463973,1.7449473963009463,17.988321765063294,0.0,60.09624338624339
212858,6,16,3,0,0,0,0,0,0,0,0,0,1,1,3,1,0,4,0,6,0,277.4046723252031,4.403248767066716,15.175266980690102,0.0,152.81004850088183
199279,6,19,3,0,0,0,0,0,0,0,0,0,2,0,3,2,0,5,0,5,2,314.9451174404908,6.700959945542358,17.413178103708308,0.0,259.0239598108747
36087,7,20,4,0,0,0,0,0,0,0,0,0,2,0,3,2,0,2,0,6,4,547.9551843681327,6.226763458728777,20.9962311367539,0.0,127.69658143939395
97906,8,27,5,0,0,0,0,0,0,0,0,0,2,0,6,4,5,0,1,4,4,303.8422263713738,4.403510527121361,17.89858033686467,0.0,109.2000885668277
45424,8,37,6,0,0,0,0,0,0,0,0,0,4,4,4,5,0,8,1,5,6,278.61788757368817,1.41430399783598,15.949394686504547,0.0,11.837549351381838
111371,8,22,3,0,0,0,0,0,0,0,0,0,2,6,4,1,0,4,0,3,1,427.95016839436937,3.962501559207124,15.258494205343572,0.0,112.17509773662552
101029,10,20,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,1,8,2,163.97468889150772,2.732911481525129,13.458772354419162,0.0,198.38625925925925
99693,7,24,4,0,0,0,0,0,0,0,0,0,2,1,4,1,0,6,0,5,5,398.22842857812446,4.52532305202414,21.55241863590088,0.0,35.64331123737373
51697,10,42,4,0,0,0,0,0,0,0,0,0,2,3,9,3,2,4,2,7,8,494.12409672062586,3.431417338337679,18.376306680855,0.0,88.34779706790124
34282,8,26,3,0,0,0,0,0,0,0,0,0,1,0,7,4,1,2,0,4,6,659.0092133734363,3.450310017661975,16.45780851790001,0.0,61.95800610820244
105198,8,29,4,0,0,0,0,0,0,0,0,0,2,5,6,2,0,1,0,7,4,526.0243004550657,3.925554481007953,16.52135625529032,0.0,73.94666044776118
208384,8,22,2,0,0,0,0,0,0,0,0,0,3,1,4,2,0,5,0,5,1,136.4600923140183,2.784899843143231,11.77106270989515,0.0,172.4985204081633
62004,9,39,5,0,0,0,0,0,0,0,0,0,5,0,7,6,3,5,1,7,3,760.0925994087348,5.067283996058233,15.946160880365694,0.0,84.1561462962963
24864,9,34,5,0,0,0,0,0,0,0,0,0,3,0,9,2,3,1,5,6,4,1146.095120660459,4.049806080072295,16.819581541376884,0.0,27.20951217118178
170921,7,29,5,0,0,0,0,0,0,0,0,0,4,0,6,2,4,2,0,5,6,159.37400914905896,2.414757714379682,19.979631134314612,0.0,81.95997474747475
205748,9,30,5,0,0,0,0,0,0,0,0,0,3,2,9,1,2,4,0,5,3,402.4818203948183,5.366424271930909,21.196880929818143,0.02343225577987599,92.5177074074074
197208,7,23,3,0,0,0,0,0,0,0,0,0,3,0,7,0,3,2,0,1,6,321.2787788130429,4.1189587027313195,22.133228788714355,0.0,125.58353632478632
242495,7,22,3,0,0,0,0,0,0,0,0,0,2,1,5,0,0,5,0,5,3,291.7028609243534,4.8617143487392225,35.18082502456272,0.0,145.29367592592592
87912,6,18,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,5,3,78.29851275293689,1.8642503036413547,17.817084027278536,0.0,183.4849537037037
3349,8,44,7,0,0,0,0,0,0,0,0,0,5,6,7,5,0,5,0,8,6,1267.9423296412024,2.3611589006353895,13.936486884965191,0.0,13.917471549762052
116092,7,23,3,0,0,0,0,0,0,0,0,0,1,1,5,4,0,5,0,5,2,224.37689252322485,3.160237922862322,12.92582631866423,0.0,38.12279342723006
110150,8,23,3,0,0,0,0,0,0,0,0,0,2,0,7,1,1,3,0,4,2,309.7496291814802,4.302078183076112,22.606209885761576,0.02048214561239434,173.6807908950617
166540,9,25,3,0,0,0,0,0,0,0,0,0,3,1,5,2,1,5,0,5,2,395.4968113119752,6.277727163682146,18.150612826588173,0.0,158.83497795414462
87863,8,30,5,0,0,0,0,0,0,0,0,0,3,3,6,2,1,4,0,7,4,718.8350356156662,5.2089495334468525,20.063576045230217,0.0,78.08902979066022
178865,8,24,4,0,0,0,0,0,0,0,0,0,2,0,7,3,2,4,0,2,2,303.39101087851924,4.273112829274919,16.132816788030837,0.0,124.16231611893588
47727,9,40,6,0,0,0,0,0,0,0,0,0,5,6,6,1,1,3,0,6,8,949.4419281356625,4.54278434514671,21.151028021220775,0.0,37.20618819776715
139145,6,16,3,0,0,0,0,0,0,0,0,0,2,2,4,0,0,1,0,5,2,110.95926425757627,2.5804480059901462,16.88891000072708,0.0,199.9471253229974
169979,6,19,4,0,0,0,0,0,0,0,0,0,3,0,3,1,0,5,0,3,4,339.3501537309827,6.170002795108776,22.479289813259165,0.0,92.1721414141414
55120,7,23,4,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,0,6,5,257.65053436074635,3.3901386100098203,19.764794325380564,0.0,133.01138888888886
93620,9,34,4,0,0,0,0,0,0,0,0,0,3,0,7,6,2,3,1,8,3,587.7270298760856,5.70608766869986,19.52309431177717,0.0,54.312019956850044
11061,7,19,3,0,0,0,0,0,0,0,0,0,2,0,4,2,0,1,1,5,4,155.46126718613982,3.6153783066544145,21.722202314646385,0.0,260.6578294573644
257420,8,30,4,0,0,0,0,0,0,0,0,0,3,5,4,2,4,2,0,8,2,339.95667984858227,5.573060325386595,19.20951745909334,0.0,163.71875683060105
16524,10,52,6,0,0,0,0,0,0,0,0,0,5,6,8,2,7,2,2,9,8,1571.315678183701,5.532801683745427,20.01493177852699,0.0,44.45920285602504
174478,9,31,3,0,0,0,0,0,0,0,0,0,3,0,6,3,2,4,1,8,3,280.70011648010757,4.127942889413348,17.758764662540525,0.0,44.88557598039216
179775,8,30,5,0,0,0,0,0,0,0,0,0,2,3,4,5,0,5,0,1,7,151.88964622898368,2.2012992207099087,20.42189514214231,0.0,25.93026570048309
75575,6,20,3,0,0,0,0,0,0,0,0,0,2,0,6,0,3,1,0,5,0,438.5313379115277,3.654427815929397,9.7797846358926,0.0,34.67487962962962
65914,6,16,4,0,0,0,0,0,0,0,0,0,1,0,3,0,3,3,0,5,1,135.8798932992544,3.159997518587312,12.922995080320403,0.018719171432539875,90.10723514211887
198469,8,30,5,0,0,0,0,0,0,0,0,0,1,5,1,4,1,7,0,5,6,557.2835645028523,8.317665141833617,20.49252735615656,0.0,154.04653399668325
45021,6,26,5,0,0,0,0,0,0,0,0,0,3,0,5,2,0,4,0,6,6,811.2742989640298,3.9964251180494075,18.52119143393186,0.0,61.64349753694583
13591,9,37,6,0,0,0,0,0,0,0,0,0,5,0,6,2,6,1,2,7,7,1269.5880185732171,5.160926904769171,17.1163657850481,0.0,45.168414634146345
254976,7,24,3,0,0,0,0,0,0,0,0,0,2,5,5,0,5,0,0,4,2,230.36299854211356,3.599421852220524,17.39571691871719,0.0,69.77286024305556
17702,7,29,5,0,0,0,0,0,0,0,0,0,2,0,4,1,0,5,0,6,7,677.944435067982,3.307046024721865,18.224252366431724,0.0,54.33086720867208
55783,7,15,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,1,1,6,501.7130262378142,11.149178360840313,32.01078278602394,0.0,67.68928395061728
113421,9,29,5,0,0,0,0,0,0,0,0,0,3,2,5,1,1,1,0,6,7,401.173723015666,4.7758776549484026,18.825524883449802,0.0,27.55742063492064
201609,6,22,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,3,5,458.1478894468982,7.158560772607783,21.686359536359294,0.0,91.77374131944444
205526,7,27,4,0,0,0,0,0,0,0,0,0,5,0,6,4,2,2,0,5,3,359.5978534130045,7.991063409177879,33.534181212842775,0.0,199.5230802469136
209590,8,30,3,0,0,0,0,0,0,0,0,0,2,6,6,3,1,2,0,7,3,421.6052971611006,5.547438120540797,17.59543974397615,0.0,69.21299342105264
10351,7,25,3,0,0,0,0,0,0,0,0,0,3,1,3,2,0,4,0,6,6,1487.9797383084185,5.470513743780945,18.89937467053346,0.0,27.653807189542484
2770,9,47,6,0,0,0,0,0,0,0,0,0,6,0,8,6,6,5,1,8,6,1371.5213133478353,3.0820703670737877,16.436822725926522,0.0,12.245135455680398
127996,8,28,4,0,0,0,0,0,0,0,0,0,3,4,5,1,0,7,1,4,3,450.1838275272288,5.490046677161325,17.739985155729332,0.0,123.58393631436313
110636,8,20,2,0,0,0,0,0,0,0,0,0,2,0,4,1,1,1,1,6,4,122.36868331167351,2.7193040735927445,25.296421402551776,0.0,152.97623456790123
90419,7,26,4,0,0,0,0,0,0,0,0,0,3,0,7,0,1,4,0,5,3,318.905689624811,3.751831642644835,18.069945835288994,0.0,142.18908496732033
48792,8,29,5,0,0,0,0,0,0,0,0,0,2,5,4,4,1,6,0,5,2,251.39567718290976,2.1125687158227717,14.313210193376378,0.0,101.15499066293185
114855,6,26,4,0,0,0,0,0,0,0,0,0,1,0,6,5,0,5,0,5,0,768.2514058685485,6.3491851724673465,19.09384637606347,0.0,104.32747245179061
155730,9,36,6,0,0,0,0,0,0,0,0,0,4,7,5,5,2,1,0,5,6,430.81839867309094,4.142484602625874,17.83957500378976,0.0,38.462171474358975
19503,8,41,5,0,0,0,0,0,0,0,0,0,6,3,8,5,2,7,0,8,2,1499.3699673045871,4.4491690424468455,18.240689555590833,0.0,37.75652901417738
85890,9,35,4,0,0,0,0,0,0,0,0,0,2,2,8,4,3,1,0,8,3,359.0022419711933,3.626285272436296,20.419860358708284,0.0,65.30122615039281
94569,8,37,5,0,0,0,0,0,0,0,0,0,3,4,7,3,2,8,0,5,5,757.0168001068147,7.279007693334757,19.37120012080724,0.0,57.49697382478632
158281,8,25,4,0,0,0,0,0,0,0,0,0,3,2,3,2,0,4,1,8,2,428.2819778560844,5.948360803556729,18.98114711374903,0.0,153.72626929012347
169957,4,15,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,4,52.954526207230536,1.765150873574351,10.276717286433014,0.0,162.60716666666667
34662,7,27,5,0,0,0,0,0,0,0,0,0,1,5,4,2,0,5,0,6,4,276.24772860509256,1.8416515240339493,11.926895619765347,0.0,80.21810925925928
41607,7,22,3,0,0,0,0,0,0,0,0,0,2,0,4,2,0,2,1,5,6,206.60449767754807,1.895454107133468,15.759452892649392,0.0,16.527940876656473
82310,7,31,5,0,0,0,0,0,0,0,0,0,0,1,5,5,2,6,0,6,6,542.5236077052436,5.070314090703212,17.668847619036892,0.0,118.59960539979232
47967,8,43,5,0,0,0,0,0,0,0,0,0,7,0,8,5,5,1,0,6,7,536.7659791083523,3.253127146111228,21.71622408609238,0.0,73.3599579124579
25812,8,48,6,0,0,0,0,0,0,0,0,0,7,0,7,5,7,6,3,8,5,1165.0357779704873,4.89510831080036,15.99242608427313,0.0,36.619333566760034
13904,9,49,5,0,0,0,0,0,0,0,0,0,5,3,8,3,5,6,0,9,6,1136.3220895986974,3.5289505888158317,19.34313013535377,0.0,35.19551501035197
123439,9,25,2,0,0,0,0,0,0,0,0,0,3,0,5,2,1,1,2,9,1,547.1965137468355,6.079961263853727,22.30817182386817,0.018223026321168317,67.54
78501,8,38,5,0,0,0,0,0,0,0,0,0,4,2,6,5,0,6,3,6,6,468.50371538423383,3.576364239574304,15.516530913448838,0.0,44.1974469889737
10957,8,34,5,0,0,0,0,0,0,0,0,0,2,2,6,5,5,2,0,5,7,300.1919935925868,3.949894652534036,25.190415125131366,0.011290814480675574,134.43278508771928
21292,8,26,5,0,0,0,0,0,0,0,0,0,2,1,3,1,0,5,0,7,6,738.3751702095237,2.7448891085855913,16.935036727491564,0.0,24.360766212308963
58434,9,40,4,0,0,0,0,0,0,0,0,0,6,8,6,4,4,3,0,7,1,484.1625035462507,4.841625035462507,21.233538935525267,0.0,66.19791388888889
142535,5,16,3,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0,3,4,172.4944163013553,5.390450509417354,14.410551043901782,0.0,137.4980815972222
189683,6,20,4,0,0,0,0,0,0,0,0,0,2,0,4,1,0,3,0,6,4,222.26098936513372,3.7671354129683685,18.35686599615647,0.0,158.70690677966098
77191,8,21,3,0,0,0,0,0,0,0,0,0,3,0,7,3,1,1,0,3,2,418.83403840784223,5.51097418957687,25.303644912903774,0.00905087420470575,161.30838450292399
144834,8,30,4,0,0,0,0,0,0,0,0,0,3,1,4,3,0,7,2,5,5,366.0024727510562,3.420583857486507,14.184281357854058,0.0,50.990558151609555
99188,6,16,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,6,3,80.68625832350364,2.445038131015261,15.760786666999111,0.008005041899191314,41.43934343434343
76342,6,20,3,0,0,0,0,0,0,0,0,0,4,0,4,3,0,2,0,5,2,251.05802015202687,6.276450503800672,21.306443807666987,0.0,232.43571527777777
128194,7,21,4,0,0,0,0,0,0,0,0,0,2,0,4,1,0,2,0,5,6,230.85200092867566,2.5650222325408403,12.883943253197462,0.0,119.47564506172841
64258,9,45,5,0,0,0,0,0,0,0,0,0,4,6,8,1,6,2,0,7,4,400.2977372044651,2.8389910440032966,17.671844973504655,0.0,84.38801024428686
6509,6,14,3,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,4,4,153.91104156866135,3.3458922080143765,18.70484249709084,0.005451826287677657,127.33556763285024
157990,9,33,4,0,0,0,0,0,0,0,0,0,4,2,3,4,2,5,0,7,5,505.3419320818752,7.117492001153173,25.296421402551776,0.0,92.476220657277
31165,6,18,4,0,0,0,0,0,0,0,0,0,1,0,3,1,0,3,0,5,5,433.5811413286241,6.106776638431324,25.343378740608077,0.0,162.87800860719878
13322,10,47,7,0,0,0,0,0,0,0,0,0,5,8,6,1,4,5,2,9,3,953.1074844858766,2.9416897669317166,28.041408304142138,0.0,39.126443758573394
57001,7,28,4,0,0,0,0,0,0,0,0,0,1,1,4,5,0,6,0,4,7,605.0418019709134,5.402158946168868,18.551592145995386,0.0,69.28360863095239
40994,9,29,3,0,0,0,0,0,0,0,0,0,2,1,6,5,2,3,0,6,2,360.7524616866263,4.399420264471052,25.704451598401164,0.0,48.92474932249323
41640,8,33,4,0,0,0,0,0,0,0,0,0,5,0,8,2,7,2,0,5,2,565.5050190364402,3.3862575990206003,16.259672698530498,0.0,75.89577345309381
122431,9,35,4,0,0,0,0,0,0,0,0,0,9,5,4,2,2,6,0,3,3,268.10561128909126,2.681056112890912,18.059145315352822,0.0,124.85241388888888
201430,8,22,2,0,0,0,0,0,0,0,0,0,4,1,5,2,0,1,1,6,2,223.9650059139289,3.393409180514074,19.10312302769462,0.0,188.39676767676767
170494,8,34,4,0,0,0,0,0,0,0,0,0,5,0,7,6,2,4,0,6,3,589.6613426244935,6.625408344095434,19.61454993896586,0.0,124.36967852684145
211548,5,16,4,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,0,4,2,164.81744238498615,2.1130441331408485,9.344016624224727,0.0,91.69019586894586
8796,10,43,4,0,0,0,0,0,0,0,0,0,5,1,7,2,1,6,1,9,7,949.8140256367369,3.073831798177142,31.61677970229132,0.0,37.26490111470694
158958,6,21,4,0,0,0,0,0,0,0,0,0,1,0,6,2,0,4,0,4,4,278.9551613148072,5.579103226296143,14.975215354061389,0.0,127.65620555555556
143888,8,21,3,0,0,0,0,0,0,0,0,0,1,0,6,1,1,2,0,5,3,158.01575487610455,2.394178104183402,19.41104397511538,0.0,123.282218013468
68453,8,27,5,0,0,0,0,0,0,0,0,0,2,3,3,1,2,6,0,6,4,506.3852126229652,4.051081700983723,15.424122369122875,0.0,98.8755977777778
3172,6,16,4,0,0,0,0,0,0,0,0,0,2,0,4,3,0,1,0,3,3,82.56385929790379,0.7574665990633345,16.945086312969973,0.0,78.5132747196738
126,9,34,4,0,0,0,0,0,0,0,0,0,3,1,8,4,1,3,0,5,7,3463.684850850169,4.784095097859346,33.31398156575435,0.0,17.553636433394722
90216,7,28,5,0,0,0,0,0,0,0,0,0,2,1,5,5,0,6,0,5,4,456.4704590849302,4.9616354248361985,19.25088412198963,0.0,99.25053743961352
107315,9,41,4,0,0,0,0,0,0,0,0,0,2,6,8,3,1,3,0,9,7,608.1149098576035,4.606931135284874,20.506852655623753,0.0,31.301675084175088
53601,9,37,5,0,0,0,0,0,0,0,0,0,4,4,8,3,1,6,0,5,5,647.3083278572889,4.979294829671454,16.507017268547276,0.0,91.93185256410257
47153,9,36,5,0,0,0,0,0,0,0,0,0,6,0,7,3,7,0,1,5,5,791.3262051496434,6.486280370079047,21.87587847410916,0.0,100.38007285974498
91257,7,26,5,0,0,0,0,0,0,0,0,0,4,0,6,1,0,4,0,6,4,385.567725190033,4.645394279397989,19.415882012444094,0.0,147.013062248996
41798,9,36,5,0,0,0,0,0,0,0,0,0,7,1,9,1,2,4,0,5,5,697.2992549218128,4.58749509816982,17.28255029912156,0.0,67.89082054093566
202028,6,21,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,1,4,3,277.9687009279465,3.8606764017770354,23.753736911316537,0.0,83.67417824074074
128591,9,34,4,0,0,0,0,0,0,0,0,0,4,2,4,4,1,7,0,7,4,541.5878083206236,5.886824003485038,17.93412343865511,0.0,126.61663647342995
12763,8,27,5,0,0,0,0,0,0,0,0,0,1,2,3,1,0,7,0,5,6,828.2864377277152,2.7888432246724477,13.75145224735089,0.0,6.340776281331836
261005,5,13,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,5,0,287.19342641290393,6.1104984343171065,21.11006713330146,0.0,228.74416666666664
55088,8,39,5,0,0,0,0,0,0,0,0,0,5,4,6,4,0,5,0,7,7,449.8149601194462,2.865063440251249,17.2625529468286,0.0,74.11873849964616
74138,9,33,4,0,0,0,0,0,0,0,0,0,2,1,5,1,9,3,0,8,2,581.9476294952239,3.5269553302740846,19.242135511713542,0.0,62.5411430976431
76165,8,30,4,0,0,0,0,0,0,0,0,0,2,0,7,4,1,2,0,5,7,681.8550972451716,5.635166092935299,19.36065288531618,0.0,54.34885674931129
133948,6,18,3,0,0,0,0,0,0,0,0,0,3,0,4,1,0,2,0,6,2,350.2746607651357,5.742207553526816,17.760726653097905,0.023493657955925836,168.75818761384338
87016,8,35,4,0,0,0,0,0,0,0,0,0,4,4,6,2,0,7,0,5,6,136.03929024887046,1.3207698082414605,15.53875957912068,0.0,53.785968176914785
3855,6,27,4,0,0,0,0,0,0,0,0,0,5,0,6,2,0,3,0,5,6,794.5466712318657,2.7684553004594603,15.407674091660486,0.0,39.78942508710801
41303,7,17,3,0,0,0,0,0,0,0,0,0,1,1,1,6,0,3,0,4,1,188.99148061284578,3.0982209936532095,14.084836870446505,0.0,141.7831420765027
86536,8,43,6,0,0,0,0,0,0,0,0,0,5,8,7,3,0,7,0,5,5,939.3550888581306,6.433938964781716,21.445867311909044,0.0,77.81175989345509
147368,5,11,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,4,3,65.08724543158371,3.425644496399143,14.99510444324112,0.0,43.4225
134588,8,30,4,0,0,0,0,0,0,0,0,0,2,0,8,2,6,1,0,4,3,331.681448289271,4.307551276484039,20.863261903078747,0.0,148.65026695526694
125224,6,20,2,0,0,0,0,0,0,0,0,0,4,0,4,0,2,2,0,5,3,255.22205392168067,4.051143713042549,18.043747156535307,0.0,24.366119929453266
86191,7,17,3,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,0,7,1,165.9054908982256,4.14763727245564,18.115448350884417,0.10012071995499026,243.25394444444447
192640,7,17,3,0,0,0,0,0,0,0,0,0,1,0,4,2,0,1,0,5,3,108.83263021011729,5.441631510505864,11.00546964370685,0.0,242.43216666666666
63023,9,31,6,0,0,0,0,0,0,0,0,0,3,3,9,2,1,2,0,5,2,407.9377680326559,3.4570997290903045,18.273883544658265,0.0,79.38051789077213
56896,8,28,2,0,0,0,0,0,0,0,0,0,3,0,7,1,2,3,0,7,3,573.4323963765651,4.859596579462416,17.723245646535208,0.022577964372564385,69.90329096045197
228676,5,15,3,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,4,0,160.01477827591944,2.8072768118582374,10.503912702033443,0.0,153.67234405458092
173219,7,20,3,0,0,0,0,0,0,0,0,0,1,0,6,0,0,4,1,4,3,175.12704493058203,3.4338636260898436,18.33306635171854,0.0,188.765697167756
16073,9,57,7,0,0,0,0,0,0,0,0,0,5,4,8,6,8,9,0,8,6,955.7325558786989,3.2397713758599944,17.26156023474842,0.0,37.96700470809793
89773,9,37,6,0,0,0,0,0,0,0,0,0,4,8,6,1,3,2,0,5,5,157.97400674509123,2.5479678507272783,15.682681351633233,0.0,156.56208333333336
79974,8,30,5,0,0,0,0,0,0,0,0,0,2,1,4,4,1,6,0,6,6,290.2986849330741,2.7386668389912643,18.080795835473115,0.0,30.83911163522012
188256,8,26,4,0,0,0,0,0,0,0,0,0,3,1,3,4,3,5,0,5,2,182.69539155154615,4.349890275036814,22.405047396969103,0.0,211.98765211640216
