user_id,input_checkins,output_interactions,output_views,output_transactions,output_reviews,input_unique_pois,output_unique_pois,interaction_diff,poi_diff
13323,35,35,28,6,1,28,28,0,0
210217,20,20,17,2,1,17,17,0,0
105475,27,27,23,3,1,21,21,0,0
40774,123,123,88,24,11,73,73,0,0
100822,47,47,37,8,2,36,36,0,0
154310,21,21,19,1,1,21,21,0,0
150430,37,37,31,4,2,29,29,0,0
179397,22,22,20,1,1,20,20,0,0
75866,91,91,64,18,9,40,40,0,0
11195,130,130,95,21,14,74,74,0,0
91194,79,79,60,14,5,56,56,0,0
6305,110,110,81,20,9,76,76,0,0
31380,137,137,104,22,11,87,87,0,0
231609,21,21,18,2,1,16,16,0,0
40775,73,73,55,12,6,49,49,0,0
193360,11,11,6,3,2,5,5,0,0
148889,33,33,23,7,3,16,16,0,0
55462,16,16,14,1,1,14,14,0,0
162282,28,28,22,5,1,22,22,0,0
237476,22,22,19,2,1,19,19,0,0
140074,21,21,19,1,1,19,19,0,0
154158,18,18,15,2,1,15,15,0,0
19522,38,38,28,6,4,24,24,0,0
172378,5,5,3,1,1,5,5,0,0
179335,49,49,43,5,1,43,43,0,0
201357,25,25,20,4,1,20,20,0,0
241828,16,16,13,2,1,12,12,0,0
101864,16,16,13,2,1,15,15,0,0
18733,36,36,30,4,2,30,30,0,0
67874,45,45,40,3,2,38,38,0,0
161879,10,10,7,2,1,9,9,0,0
20509,38,38,33,4,1,32,32,0,0
41607,23,23,20,2,1,22,22,0,0
800,175,175,129,32,14,92,92,0,0
135910,22,22,14,4,4,8,8,0,0
9318,112,112,80,24,8,72,72,0,0
115870,26,26,24,1,1,23,23,0,0
264102,31,31,26,4,1,26,26,0,0
110150,44,44,39,4,1,39,39,0,0
156472,29,29,22,5,2,22,22,0,0
31774,22,22,20,1,1,20,20,0,0
68446,24,24,20,2,2,16,16,0,0
11655,25,25,22,2,1,24,24,0,0
263879,28,28,23,4,1,22,22,0,0
245177,37,37,35,1,1,35,35,0,0
19626,91,91,81,9,1,80,80,0,0
85890,41,41,37,3,1,37,37,0,0
199131,6,6,3,2,1,5,5,0,0
23956,46,46,37,6,3,37,37,0,0
248440,17,17,12,4,1,12,12,0,0
95885,72,72,65,5,2,62,62,0,0
16621,64,64,48,9,7,41,41,0,0
91098,27,27,20,4,3,20,20,0,0
193664,14,14,11,2,1,13,13,0,0
48380,46,46,38,6,2,37,37,0,0
260238,42,42,33,6,3,32,32,0,0
41716,100,100,89,8,3,85,85,0,0
67281,36,36,30,5,1,30,30,0,0
201901,34,34,31,2,1,33,33,0,0
77191,54,54,45,7,2,43,43,0,0
5427,55,55,43,8,4,40,40,0,0
216053,54,54,52,1,1,52,52,0,0
16143,40,40,38,1,1,38,38,0,0
231218,52,52,43,6,3,41,41,0,0
7659,93,93,78,11,4,75,75,0,0
252664,52,52,45,6,1,45,45,0,0
98776,55,55,46,8,1,46,46,0,0
259687,27,27,23,3,1,23,23,0,0
21033,31,31,24,5,2,22,22,0,0
141897,39,39,37,1,1,37,37,0,0
18823,123,123,91,23,9,86,86,0,0
84995,50,50,42,6,2,39,39,0,0
100081,42,42,37,4,1,37,37,0,0
58421,29,29,25,3,1,25,25,0,0
154382,14,14,12,1,1,12,12,0,0
142319,41,41,36,2,3,32,32,0,0
143461,11,11,8,2,1,8,8,0,0
99041,52,52,41,8,3,39,39,0,0
121270,42,42,35,4,3,32,32,0,0
111152,38,38,32,5,1,30,30,0,0
2108,11,11,8,2,1,10,10,0,0
53624,58,58,44,10,4,42,42,0,0
37715,82,82,64,10,8,60,60,0,0
204520,17,17,14,2,1,14,14,0,0
89526,41,41,36,4,1,36,36,0,0
64278,56,56,47,7,2,47,47,0,0
196319,32,32,27,4,1,26,26,0,0
215409,20,20,18,1,1,20,20,0,0
13547,26,26,24,1,1,24,24,0,0
213103,28,28,26,1,1,26,26,0,0
20682,136,136,102,26,8,77,77,0,0
99727,28,28,25,2,1,25,25,0,0
50041,30,30,27,2,1,26,26,0,0
119660,52,52,37,9,6,22,22,0,0
162212,17,17,15,1,1,15,15,0,0
172443,26,26,21,3,2,20,20,0,0
72289,32,32,29,2,1,29,29,0,0
115688,35,35,29,4,2,29,29,0,0
47626,57,57,45,11,1,44,44,0,0
210292,10,10,8,1,1,8,8,0,0
193511,33,33,19,8,6,13,13,0,0
92882,53,53,37,10,6,36,36,0,0
181822,36,36,28,5,3,22,22,0,0
85064,12,12,8,2,2,4,4,0,0
62076,54,54,41,8,5,36,36,0,0
218421,25,25,21,3,1,21,21,0,0
221896,43,43,37,4,2,37,37,0,0
57517,64,64,51,10,3,50,50,0,0
43668,22,22,15,5,2,9,9,0,0
30720,6,6,4,1,1,4,4,0,0
51792,105,105,71,23,11,44,44,0,0
57358,36,36,29,4,3,25,25,0,0
49649,22,22,15,4,3,12,12,0,0
234307,34,34,30,3,1,30,30,0,0
9234,135,135,92,27,16,79,79,0,0
18252,44,44,32,7,5,30,30,0,0
86730,23,23,21,1,1,21,21,0,0
42025,97,97,70,18,9,55,55,0,0
181170,41,41,32,7,2,32,32,0,0
105413,53,53,50,2,1,50,50,0,0
212595,32,32,22,6,4,17,17,0,0
13409,75,75,49,20,6,14,14,0,0
121168,47,47,36,7,4,36,36,0,0
54464,16,16,11,3,2,9,9,0,0
156452,42,42,33,7,2,29,29,0,0
80240,28,28,25,2,1,25,25,0,0
122431,30,30,25,3,2,20,20,0,0
252729,47,47,39,7,1,38,38,0,0
115846,40,40,33,5,2,30,30,0,0
25478,99,99,66,22,11,50,50,0,0
66067,37,37,24,9,4,21,21,0,0
196661,26,26,18,5,3,12,12,0,0
111347,51,51,39,8,4,30,30,0,0
209574,34,34,32,1,1,34,34,0,0
249015,23,23,19,3,1,19,19,0,0
83197,33,33,30,2,1,32,32,0,0
202028,23,23,14,6,3,14,14,0,0
174983,22,22,19,2,1,21,21,0,0
221876,46,46,44,1,1,44,44,0,0
90256,35,35,30,4,1,30,30,0,0
122764,57,57,46,8,3,43,43,0,0
98033,59,59,42,10,7,41,41,0,0
77773,43,43,36,6,1,36,36,0,0
7050,111,111,80,21,10,58,58,0,0
199386,47,47,40,6,1,40,40,0,0
121218,73,73,53,13,7,47,47,0,0
4041,152,152,133,14,5,131,131,0,0
44634,14,14,11,2,1,13,13,0,0
85101,74,74,62,10,2,57,57,0,0
2877,90,90,71,13,6,71,71,0,0
14174,19,19,13,3,3,11,11,0,0
259256,11,11,8,2,1,10,10,0,0
94759,18,18,15,2,1,17,17,0,0
122616,14,14,12,1,1,14,14,0,0
191115,22,22,20,1,1,20,20,0,0
91257,48,48,39,8,1,36,36,0,0
53658,33,33,29,3,1,29,29,0,0
47727,31,31,25,5,1,25,25,0,0
78479,27,27,20,6,1,15,15,0,0
150932,9,9,7,1,1,7,7,0,0
105493,32,32,27,4,1,27,27,0,0
185906,13,13,10,2,1,12,12,0,0
41738,21,21,16,3,2,14,14,0,0
4667,97,97,73,17,7,64,64,0,0
159705,37,37,34,2,1,33,33,0,0
31525,67,67,51,11,5,45,45,0,0
240964,21,21,19,1,1,19,19,0,0
60380,33,33,28,4,1,26,26,0,0
60881,35,35,30,2,3,27,27,0,0
237516,23,23,20,2,1,22,22,0,0
168398,48,48,40,6,2,40,40,0,0
19386,144,144,108,26,10,94,94,0,0
216140,30,30,23,6,1,23,23,0,0
138678,18,18,14,3,1,14,14,0,0
122278,33,33,30,2,1,29,29,0,0
113557,24,24,15,5,4,10,10,0,0
78766,42,42,38,3,1,38,38,0,0
206976,14,14,12,1,1,12,12,0,0
125172,31,31,26,3,2,26,26,0,0
64335,30,30,27,2,1,27,27,0,0
152304,26,26,23,2,1,25,25,0,0
161989,17,17,15,1,1,15,15,0,0
164225,23,23,18,4,1,18,18,0,0
135822,35,35,31,3,1,31,31,0,0
142258,15,15,13,1,1,12,12,0,0
61854,17,17,15,1,1,15,15,0,0
62621,72,72,55,14,3,54,54,0,0
234818,26,26,21,3,2,21,21,0,0
27836,17,17,11,5,1,11,11,0,0
135375,13,13,10,2,1,12,12,0,0
248210,32,32,30,1,1,29,29,0,0
145438,52,52,38,7,7,32,32,0,0
47349,120,120,86,23,11,55,55,0,0
119932,42,42,33,5,4,30,30,0,0
100989,48,48,33,11,4,32,32,0,0
150926,25,25,21,3,1,21,21,0,0
107428,21,21,16,3,2,15,15,0,0
186656,27,27,23,3,1,23,23,0,0
39182,79,79,57,16,6,47,47,0,0
260366,12,12,10,1,1,10,10,0,0
238460,46,46,27,12,7,9,9,0,0
85717,27,27,23,3,1,23,23,0,0
31165,16,16,13,2,1,13,13,0,0
17593,47,47,32,10,5,16,16,0,0
181228,35,35,28,6,1,27,27,0,0
34664,9,9,6,2,1,8,8,0,0
252814,18,18,12,4,2,12,12,0,0
126476,11,11,9,1,1,9,9,0,0
81858,89,89,78,10,1,78,78,0,0
60830,26,26,20,4,2,20,20,0,0
45021,45,45,31,9,5,31,31,0,0
64349,73,73,53,14,6,45,45,0,0
179248,8,8,6,1,1,6,6,0,0
91021,16,16,14,1,1,14,14,0,0
114600,35,35,28,4,3,27,27,0,0
70438,32,32,25,6,1,25,25,0,0
61979,24,24,19,4,1,19,19,0,0
76631,50,50,31,13,6,22,22,0,0
30313,33,33,25,6,2,25,25,0,0
10474,15,15,12,2,1,12,12,0,0
23635,59,59,46,10,3,44,44,0,0
4068,15,15,11,2,2,11,11,0,0
150369,69,69,51,11,7,47,47,0,0
53390,26,26,24,1,1,24,24,0,0
95058,77,77,59,14,4,56,56,0,0
139083,23,23,19,3,1,16,16,0,0
212899,26,26,23,2,1,25,25,0,0
195978,7,7,5,1,1,7,7,0,0
24109,31,31,26,4,1,26,26,0,0
80292,49,49,34,11,4,31,31,0,0
201784,22,22,19,2,1,21,21,0,0
118435,75,75,71,3,1,71,71,0,0
165956,31,31,24,5,2,24,24,0,0
241640,26,26,23,2,1,23,23,0,0
141764,35,35,31,2,2,31,31,0,0
188599,12,12,9,2,1,11,11,0,0
28616,9,9,7,1,1,9,9,0,0
135576,16,16,12,2,2,9,9,0,0
99087,86,86,63,17,6,58,58,0,0
149113,7,7,4,2,1,6,6,0,0
162184,37,37,32,4,1,32,32,0,0
84059,23,23,21,1,1,21,21,0,0
104055,36,36,27,6,3,25,25,0,0
102166,49,49,38,6,5,32,32,0,0
19787,54,54,47,6,1,47,47,0,0
172886,26,26,20,3,3,18,18,0,0
241598,40,40,34,4,2,34,34,0,0
15259,93,93,70,14,9,60,60,0,0
238389,67,67,46,15,6,19,19,0,0
114613,17,17,14,2,1,16,16,0,0
74138,86,86,60,17,9,41,41,0,0
33914,31,31,22,5,4,18,18,0,0
31623,110,110,75,22,13,58,58,0,0
102842,11,11,8,2,1,10,10,0,0
124238,20,20,18,1,1,18,18,0,0
234163,44,44,30,9,5,17,17,0,0
260177,32,32,30,1,1,30,30,0,0
93761,6,6,4,1,1,6,6,0,0
40776,49,49,38,9,2,36,36,0,0
90135,52,52,37,8,7,37,37,0,0
39863,149,149,102,35,12,55,55,0,0
142250,31,31,22,6,3,21,21,0,0
244922,38,38,33,4,1,33,33,0,0
207520,40,40,33,4,3,31,31,0,0
24999,114,114,82,23,9,57,57,0,0
7541,110,110,70,25,15,42,42,0,0
55783,5,5,3,1,1,5,5,0,0
86879,46,46,40,5,1,40,40,0,0
71426,22,22,20,1,1,20,20,0,0
90419,48,48,46,1,1,46,46,0,0
65412,35,35,33,1,1,33,33,0,0
28891,40,40,29,7,4,17,17,0,0
106453,26,26,19,5,2,19,19,0,0
95044,66,66,54,6,6,50,50,0,0
37295,62,62,44,11,7,41,41,0,0
104441,37,37,27,7,3,21,21,0,0
5287,230,230,138,65,27,28,28,0,0
256620,33,33,27,4,2,27,27,0,0
170694,53,53,43,8,2,43,43,0,0
41081,65,65,47,12,6,38,38,0,0
354,80,80,58,13,9,42,42,0,0
157873,11,11,6,3,2,6,6,0,0
99807,13,13,11,1,1,11,11,0,0
44271,72,72,55,14,3,49,49,0,0
191607,17,17,15,1,1,17,17,0,0
129909,69,69,52,12,5,49,49,0,0
172137,20,20,16,3,1,16,16,0,0
256587,20,20,17,2,1,17,17,0,0
32945,68,68,47,14,7,33,33,0,0
8127,40,40,33,5,2,31,31,0,0
256594,15,15,13,1,1,13,13,0,0
77211,95,95,80,12,3,78,78,0,0
44035,60,60,48,6,6,44,44,0,0
142380,12,12,10,1,1,10,10,0,0
228596,31,31,24,5,2,23,23,0,0
174478,27,27,21,4,2,20,20,0,0
264394,38,38,35,2,1,35,35,0,0
127046,72,72,59,10,3,59,59,0,0
150355,28,28,21,5,2,19,19,0,0
263249,18,18,15,2,1,15,15,0,0
1402,31,31,24,6,1,23,23,0,0
193663,23,23,19,3,1,19,19,0,0
212933,5,5,2,2,1,4,4,0,0
225420,16,16,13,1,2,11,11,0,0
248000,24,24,18,4,2,18,18,0,0
118695,16,16,14,1,1,14,14,0,0
24323,44,44,42,1,1,42,42,0,0
166540,33,33,30,2,1,30,30,0,0
73526,29,29,23,5,1,22,22,0,0
191217,24,24,21,2,1,21,21,0,0
218285,27,27,18,6,3,11,11,0,0
147131,21,21,18,2,1,20,20,0,0
201609,6,6,4,1,1,6,6,0,0
107828,21,21,19,1,1,19,19,0,0
202129,27,27,19,5,3,9,9,0,0
81882,44,44,33,7,4,30,30,0,0
140757,49,49,37,9,3,31,31,0,0
114740,22,22,17,3,2,15,15,0,0
248637,24,24,20,3,1,20,20,0,0
238369,23,23,20,2,1,20,20,0,0
26711,60,60,42,11,7,27,27,0,0
68293,15,15,12,2,1,14,14,0,0
152374,35,35,31,3,1,31,31,0,0
58552,139,139,94,32,13,53,53,0,0
224795,41,41,29,7,5,27,27,0,0
70461,26,26,23,2,1,23,23,0,0
218744,30,30,25,4,1,25,25,0,0
170699,21,21,15,4,2,10,10,0,0
184272,13,13,11,1,1,11,11,0,0
85731,58,58,49,6,3,48,48,0,0
224842,28,28,23,3,2,22,22,0,0
168665,37,37,30,5,2,24,24,0,0
22809,54,54,44,7,3,36,36,0,0
216264,25,25,21,3,1,21,21,0,0
50117,45,45,34,7,4,32,32,0,0
8139,77,77,68,8,1,68,68,0,0
166559,17,17,14,2,1,16,16,0,0
38475,12,12,8,3,1,7,7,0,0
185841,21,21,19,1,1,19,19,0,0
260347,13,13,11,1,1,11,11,0,0
129438,37,37,35,1,1,35,35,0,0
105512,35,35,26,4,5,20,20,0,0
48415,26,26,23,2,1,23,23,0,0
19044,90,90,59,24,7,37,37,0,0
10082,9,9,6,2,1,8,8,0,0
249134,31,31,26,4,1,26,26,0,0
110957,26,26,20,5,1,15,15,0,0
147391,25,25,23,1,1,25,25,0,0
174407,42,42,34,4,4,30,30,0,0
212882,18,18,14,3,1,14,14,0,0
186395,34,34,32,1,1,34,34,0,0
57001,13,13,11,1,1,13,13,0,0
27038,21,21,18,2,1,20,20,0,0
40460,59,59,41,11,7,35,35,0,0
107384,33,33,30,2,1,30,30,0,0
256717,34,34,21,8,5,15,15,0,0
210,74,74,56,13,5,55,55,0,0
105568,25,25,21,2,2,19,19,0,0
28002,31,31,24,4,3,22,22,0,0
124258,18,18,15,2,1,15,15,0,0
80219,78,78,71,6,1,71,71,0,0
156649,33,33,26,5,2,26,26,0,0
221440,7,7,4,2,1,6,6,0,0
22156,97,97,63,21,13,39,39,0,0
17702,76,76,56,11,9,46,46,0,0
65506,30,30,21,6,3,19,19,0,0
62654,45,45,37,6,2,36,36,0,0
142110,25,25,20,4,1,20,20,0,0
231755,25,25,18,4,3,17,17,0,0
47167,21,21,18,2,1,18,18,0,0
57025,79,79,56,17,6,34,34,0,0
259218,12,12,9,2,1,11,11,0,0
86901,70,70,51,11,8,41,41,0,0
186796,27,27,20,6,1,20,20,0,0
210163,6,6,4,1,1,4,4,0,0
188795,18,18,16,1,1,16,16,0,0
142283,35,35,30,3,2,30,30,0,0
110989,29,29,25,3,1,25,25,0,0
74228,24,24,20,3,1,20,20,0,0
48792,18,18,16,1,1,18,18,0,0
61491,67,67,59,6,2,59,59,0,0
1410,82,82,54,18,10,45,45,0,0
102137,36,36,25,7,4,25,25,0,0
105544,16,16,12,2,2,12,12,0,0
23632,68,68,57,8,3,55,55,0,0
245598,20,20,15,4,1,14,14,0,0
109811,4,4,2,1,1,4,4,0,0
29903,109,109,89,15,5,76,76,0,0
263575,19,19,16,2,1,16,16,0,0
135852,45,45,43,1,1,43,43,0,0
186760,6,6,4,1,1,6,6,0,0
225481,10,10,8,1,1,10,10,0,0
99113,17,17,14,2,1,16,16,0,0
125637,16,16,14,1,1,16,16,0,0
91936,42,42,37,3,2,35,35,0,0
241433,20,20,16,3,1,16,16,0,0
212913,25,25,21,3,1,16,16,0,0
31581,57,57,46,7,4,46,46,0,0
50849,20,20,15,2,3,13,13,0,0
100788,60,60,57,2,1,57,57,0,0
111241,15,15,12,2,1,14,14,0,0
121464,22,22,18,3,1,18,18,0,0
196854,27,27,24,2,1,26,26,0,0
194276,21,21,16,3,2,16,16,0,0
148499,30,30,27,2,1,27,27,0,0
46185,81,81,69,9,3,66,66,0,0
238494,33,33,31,1,1,31,31,0,0
188359,29,29,19,6,4,17,17,0,0
219221,32,32,26,4,2,24,24,0,0
61928,50,50,43,4,3,43,43,0,0
191669,19,19,17,1,1,17,17,0,0
67190,39,39,29,8,2,28,28,0,0
178914,37,37,32,4,1,32,32,0,0
181433,23,23,21,1,1,23,23,0,0
14139,23,23,20,2,1,18,18,0,0
81046,10,10,7,2,1,7,7,0,0
244459,13,13,10,2,1,12,12,0,0
29080,11,11,9,1,1,8,8,0,0
149290,31,31,27,3,1,27,27,0,0
94114,57,57,43,9,5,36,36,0,0
90407,26,26,22,3,1,21,21,0,0
199184,8,8,6,1,1,8,8,0,0
249329,32,32,29,2,1,31,31,0,0
97704,22,22,19,2,1,19,19,0,0
86902,29,29,26,2,1,26,26,0,0
95096,43,43,38,4,1,38,38,0,0
101029,27,27,23,3,1,23,23,0,0
138816,5,5,2,2,1,4,4,0,0
59952,12,12,9,2,1,9,9,0,0
164312,48,48,41,5,2,40,40,0,0
256639,38,38,23,8,7,13,13,0,0
82742,38,38,29,6,3,28,28,0,0
86739,25,25,20,3,2,20,20,0,0
202218,58,58,55,2,1,55,55,0,0
213336,18,18,15,2,1,14,14,0,0
92897,26,26,21,4,1,21,21,0,0
186027,32,32,29,2,1,31,31,0,0
148677,6,6,3,2,1,5,5,0,0
34417,12,12,9,2,1,11,11,0,0
63073,20,20,14,5,1,14,14,0,0
114855,59,59,37,12,10,28,28,0,0
36653,21,21,17,3,1,17,17,0,0
162161,52,52,46,5,1,46,46,0,0
35841,58,58,43,9,6,35,35,0,0
80103,28,28,25,2,1,27,27,0,0
135491,46,46,39,5,2,35,35,0,0
237558,14,14,11,2,1,10,10,0,0
235241,4,4,2,1,1,4,4,0,0
25572,29,29,22,5,2,22,22,0,0
53505,67,67,55,10,2,53,53,0,0
195938,50,50,40,9,1,40,40,0,0
45086,122,122,86,25,11,70,70,0,0
1997,151,151,106,28,17,65,65,0,0
196928,13,13,10,1,2,8,8,0,0
156213,20,20,17,2,1,19,19,0,0
97963,4,4,2,1,1,4,4,0,0
107485,65,65,54,7,4,50,50,0,0
62656,70,70,59,8,3,59,59,0,0
39397,31,31,26,4,1,23,23,0,0
201430,29,29,27,1,1,27,27,0,0
209386,19,19,15,2,2,12,12,0,0
53989,25,25,15,6,4,6,6,0,0
38532,62,62,54,5,3,54,54,0,0
139174,41,41,30,8,3,29,29,0,0
4813,4,4,1,2,1,3,3,0,0
161866,9,9,6,2,1,8,8,0,0
210529,39,39,33,3,3,31,31,0,0
240920,31,31,29,1,1,29,29,0,0
191377,9,9,5,2,2,3,3,0,0
99937,17,17,15,1,1,17,17,0,0
58342,8,8,5,2,1,7,7,0,0
235091,37,37,30,6,1,30,30,0,0
34530,43,43,34,7,2,34,34,0,0
179676,19,19,13,4,2,7,7,0,0
93224,26,26,22,3,1,21,21,0,0
166609,36,36,31,4,1,31,31,0,0
59018,38,38,24,9,5,14,14,0,0
107935,41,41,28,10,3,21,21,0,0
101196,25,25,17,6,2,12,12,0,0
244730,21,21,19,1,1,21,21,0,0
119623,15,15,11,3,1,10,10,0,0
70133,13,13,10,2,1,12,12,0,0
18739,51,51,40,7,4,28,28,0,0
74478,10,10,8,1,1,8,8,0,0
44366,7,7,5,1,1,7,7,0,0
118400,36,36,27,5,4,26,26,0,0
140638,26,26,24,1,1,24,24,0,0
6147,27,27,19,6,2,19,19,0,0
228676,27,27,25,1,1,25,25,0,0
245270,14,14,11,2,1,13,13,0,0
249389,13,13,10,2,1,10,10,0,0
60896,12,12,10,1,1,12,12,0,0
105599,14,14,10,3,1,8,8,0,0
30328,106,106,80,21,5,75,75,0,0
221,427,427,277,101,49,177,177,0,0
138564,14,14,11,2,1,11,11,0,0
115048,25,25,17,5,3,13,13,0,0
140823,12,12,10,1,1,12,12,0,0
149309,32,32,29,2,1,29,29,0,0
86904,13,13,9,2,2,8,8,0,0
3842,177,177,106,47,24,29,29,0,0
238510,46,46,36,8,2,34,34,0,0
225576,54,54,47,6,1,46,46,0,0
156674,12,12,10,1,1,12,12,0,0
174442,15,15,10,4,1,10,10,0,0
6601,18,18,16,1,1,16,16,0,0
91420,24,24,18,4,2,15,15,0,0
145604,25,25,22,2,1,21,21,0,0
34402,45,45,34,7,4,31,31,0,0
177434,47,47,34,9,4,22,22,0,0
48148,122,122,103,14,5,97,97,0,0
37073,14,14,11,2,1,13,13,0,0
117018,17,17,15,1,1,15,15,0,0
36853,30,30,25,4,1,24,24,0,0
97082,41,41,35,5,1,34,34,0,0
61930,9,9,7,1,1,9,9,0,0
134059,27,27,25,1,1,25,25,0,0
132877,53,53,45,6,2,43,43,0,0
1011,57,57,37,14,6,21,21,0,0
139020,9,9,6,2,1,8,8,0,0
58515,24,24,17,5,2,17,17,0,0
53057,12,12,9,2,1,11,11,0,0
37772,13,13,11,1,1,13,13,0,0
70484,49,49,37,8,4,32,32,0,0
7153,15,15,11,3,1,11,11,0,0
53476,13,13,10,2,1,10,10,0,0
73775,24,24,20,3,1,17,17,0,0
66605,13,13,11,1,1,13,13,0,0
225281,4,4,2,1,1,4,4,0,0
2941,75,75,49,19,7,31,31,0,0
1470,152,152,109,25,18,76,76,0,0
225593,23,23,20,2,1,22,22,0,0
117356,25,25,22,2,1,22,22,0,0
170877,19,19,17,1,1,17,17,0,0
207683,41,41,34,5,2,26,26,0,0
132207,32,32,27,4,1,27,27,0,0
34282,104,104,67,26,11,25,25,0,0
12109,28,28,26,1,1,28,28,0,0
10748,85,85,65,15,5,49,49,0,0
179752,20,20,17,2,1,19,19,0,0
103345,15,15,11,2,2,9,9,0,0
26131,80,80,51,22,7,15,15,0,0
121554,67,67,59,6,2,57,57,0,0
71720,17,17,15,1,1,15,15,0,0
98104,55,55,39,9,7,32,32,0,0
43391,88,88,69,13,6,63,63,0,0
204504,12,12,10,1,1,12,12,0,0
117522,45,45,39,5,1,39,39,0,0
8849,91,91,71,13,7,67,67,0,0
222303,18,18,13,4,1,13,13,0,0
177466,22,22,20,1,1,20,20,0,0
210577,29,29,27,1,1,27,27,0,0
264637,29,29,25,3,1,25,25,0,0
241565,11,11,9,1,1,11,11,0,0
82754,35,35,25,7,3,23,23,0,0
3260,23,23,16,4,3,12,12,0,0
574,42,42,39,2,1,39,39,0,0
1035,121,121,78,28,15,51,51,0,0
14852,40,40,30,7,3,28,28,0,0
80339,17,17,14,2,1,16,16,0,0
210599,43,43,36,6,1,36,36,0,0
25961,39,39,28,7,4,23,23,0,0
156721,46,46,40,5,1,40,40,0,0
199599,7,7,5,1,1,7,7,0,0
35300,75,75,59,14,2,59,59,0,0
3671,17,17,14,2,1,14,14,0,0
69222,47,47,33,10,4,26,26,0,0
127996,13,13,11,1,1,11,11,0,0
225447,15,15,11,3,1,11,11,0,0
108728,42,42,38,3,1,35,35,0,0
140146,22,22,16,3,3,15,15,0,0
18034,31,31,22,6,3,14,14,0,0
70501,60,60,44,13,3,38,38,0,0
89624,38,38,26,7,5,21,21,0,0
57570,50,50,40,6,4,36,36,0,0
8029,109,109,75,22,12,58,58,0,0
94183,41,41,38,2,1,38,38,0,0
72391,65,65,46,12,7,33,33,0,0
238748,10,10,8,1,1,8,8,0,0
4264,24,24,21,2,1,21,21,0,0
145816,33,33,24,5,4,19,19,0,0
20526,31,31,26,4,1,26,26,0,0
156521,37,37,27,9,1,25,25,0,0
256854,35,35,30,3,2,30,30,0,0
48954,20,20,15,3,2,14,14,0,0
2234,40,40,33,6,1,33,33,0,0
259878,45,45,36,4,5,33,33,0,0
79585,33,33,28,4,1,28,28,0,0
224598,9,9,7,1,1,9,9,0,0
177478,5,5,3,1,1,5,5,0,0
245690,33,33,29,3,1,29,29,0,0
55088,50,50,40,7,3,37,37,0,0
75704,27,27,24,2,1,23,23,0,0
182072,28,28,23,4,1,23,23,0,0
81821,15,15,12,2,1,12,12,0,0
221956,4,4,2,1,1,4,4,0,0
34987,22,22,19,2,1,21,21,0,0
140817,52,52,38,13,1,38,38,0,0
166127,29,29,22,5,2,20,20,0,0
12763,38,38,33,4,1,33,33,0,0
212439,12,12,9,2,1,11,11,0,0
46391,19,19,16,2,1,18,18,0,0
174670,20,20,17,2,1,19,19,0,0
179775,8,8,6,1,1,8,8,0,0
147368,7,7,5,1,1,7,7,0,0
242313,16,16,14,1,1,14,14,0,0
13081,59,59,48,7,4,45,45,0,0
213352,37,37,31,4,2,28,28,0,0
58006,89,89,67,15,7,56,56,0,0
118864,74,74,57,12,5,51,51,0,0
213450,60,60,52,7,1,52,52,0,0
96121,42,42,33,6,3,31,31,0,0
23936,12,12,10,1,1,12,12,0,0
81913,19,19,16,2,1,18,18,0,0
4989,99,99,66,22,11,30,30,0,0
106718,6,6,4,1,1,2,2,0,0
158618,16,16,14,1,1,16,16,0,0
48098,31,31,26,3,2,26,26,0,0
225670,21,21,14,3,4,10,10,0,0
53214,51,51,42,6,3,38,38,0,0
4865,135,135,93,29,13,66,66,0,0
47780,71,71,55,12,4,48,48,0,0
248188,6,6,4,1,1,6,6,0,0
69071,22,22,17,2,3,13,13,0,0
59382,41,41,34,6,1,34,34,0,0
176875,25,25,22,2,1,22,22,0,0
207076,9,9,6,2,1,4,4,0,0
13591,130,130,87,29,14,71,71,0,0
56030,49,49,42,5,2,38,38,0,0
37170,108,108,85,18,5,68,68,0,0
225189,22,22,19,2,1,21,21,0,0
131467,18,18,16,1,1,16,16,0,0
264523,32,32,30,1,1,32,32,0,0
256712,18,18,14,3,1,9,9,0,0
46593,69,69,48,13,8,36,36,0,0
4402,277,277,208,46,23,162,162,0,0
134508,66,66,56,8,2,53,53,0,0
90216,29,29,21,6,2,21,21,0,0
78074,67,67,51,11,5,50,50,0,0
166668,35,35,31,3,1,29,29,0,0
70507,14,14,11,1,2,9,9,0,0
70511,49,49,39,7,3,33,33,0,0
69724,9,9,6,2,1,8,8,0,0
147520,36,36,29,4,3,28,28,0,0
260766,17,17,14,2,1,12,12,0,0
204615,27,27,19,6,2,17,17,0,0
216483,35,35,25,6,4,17,17,0,0
151188,20,20,15,3,2,14,14,0,0
116260,26,26,18,4,4,17,17,0,0
166689,23,23,17,4,2,15,15,0,0
16273,119,119,94,17,8,86,86,0,0
147549,32,32,27,3,2,27,27,0,0
207233,5,5,3,1,1,3,3,0,0
71134,27,27,23,3,1,23,23,0,0
1772,52,52,44,6,2,41,41,0,0
104081,24,24,20,3,1,20,20,0,0
139277,21,21,19,1,1,19,19,0,0
219404,27,27,20,6,1,20,20,0,0
117080,16,16,14,1,1,13,13,0,0
179128,7,7,4,2,1,4,4,0,0
173087,34,34,29,3,2,27,27,0,0
73636,22,22,17,4,1,17,17,0,0
20159,141,141,94,30,17,70,70,0,0
28903,36,36,30,4,2,26,26,0,0
