user_id,num_nodes,num_edges,num_self_loops,cat_Arts & Entertainment,cat_College & University,cat_Food,cat_Great Outdoors,cat_Nightlife Spot,cat_Professional & Other Places,cat_Residence,cat_Shop & Service,cat_Travel & Transport,degree_Arts & Entertainment,degree_College & University,degree_Food,degree_Great Outdoors,degree_Nightlife Spot,degree_Professional & Other Places,degree_Residence,degree_Shop & Service,degree_Travel & Transport
113460,9,43,5,0,0,0,0,0,0,0,0,0,3,6,9,4,6,4,0,6,4
225447,7,21,4,0,0,0,0,0,0,0,0,0,1,1,4,4,0,1,0,4,6
227689,7,21,3,0,0,0,0,0,0,0,0,0,2,3,6,1,0,1,0,3,5
248072,7,22,4,0,0,0,0,0,0,0,0,0,2,0,5,2,0,4,0,5,3
134535,9,35,5,0,0,0,0,0,0,0,0,0,6,1,6,0,6,5,1,6,3
241179,7,20,4,0,0,0,0,0,0,0,0,0,3,0,4,0,4,2,0,4,2
182965,9,25,4,0,0,0,0,0,0,0,0,0,3,1,8,1,2,2,0,5,1
83280,8,34,5,0,0,0,0,0,0,0,0,0,5,3,5,1,0,6,0,7,5
3260,8,32,5,0,0,0,0,0,0,0,0,0,1,2,6,3,0,4,5,4,7
136926,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
147717,9,31,4,0,0,0,0,0,0,0,0,0,3,2,6,2,3,2,0,8,3
3307,9,35,5,0,0,0,0,0,0,0,0,0,3,0,5,6,4,5,1,5,5
48815,8,30,5,0,0,0,0,0,0,0,0,0,3,3,8,2,0,2,0,6,4
20682,8,28,4,0,0,0,0,0,0,0,0,0,4,0,6,1,2,3,0,8,3
2189,7,20,4,0,0,0,0,0,0,0,0,0,3,0,2,1,3,2,0,2,7
220219,5,20,4,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,5,4
123717,7,21,4,0,0,0,0,0,0,0,0,0,2,0,5,1,0,4,0,6,2
140817,9,46,6,0,0,0,0,0,0,0,0,0,5,2,6,5,5,7,0,8,3
248637,6,18,3,0,0,0,0,0,0,0,0,0,3,0,4,2,0,4,0,4,1
45032,9,60,8,0,0,0,0,0,0,0,0,0,8,8,9,6,5,7,0,8,4
44304,9,38,5,0,0,0,0,0,0,0,0,0,4,1,7,2,1,6,0,4,9
6909,8,41,7,0,0,0,0,0,0,0,0,0,6,0,6,5,4,5,0,8,5
234251,9,29,5,0,0,0,0,0,0,0,0,0,2,2,8,1,3,3,0,4,2
101275,7,20,4,0,0,0,0,0,0,0,0,0,4,0,5,1,1,3,0,5,1
122029,8,18,2,0,0,0,0,0,0,0,0,0,1,1,4,1,1,2,0,6,0
32251,8,33,5,0,0,0,0,0,0,0,0,0,5,6,4,1,0,5,0,5,6
65412,7,20,4,0,0,0,0,0,0,0,0,0,3,0,6,1,1,2,0,4,3
73636,8,30,5,0,0,0,0,0,0,0,0,0,3,3,5,5,0,5,1,5,3
62656,8,30,5,0,0,0,0,0,0,0,0,0,3,2,7,0,4,4,1,6,3
141764,8,28,3,0,0,0,0,0,0,0,0,0,4,1,5,3,0,4,0,7,3
86902,8,33,5,0,0,0,0,0,0,0,0,0,6,0,7,5,2,3,0,5,5
73775,7,27,6,0,0,0,0,0,0,0,0,0,3,0,5,5,0,2,0,6,5
49607,8,29,4,0,0,0,0,0,0,0,0,0,4,0,5,1,2,6,0,5,5
86730,6,18,4,0,0,0,0,0,0,0,0,0,3,0,4,1,0,1,0,4,5
212595,7,21,3,0,0,0,0,0,0,0,0,0,0,0,7,1,3,3,0,3,3
108510,9,39,4,0,0,0,0,0,0,0,0,0,3,5,7,6,0,4,1,4,6
53918,9,37,5,0,0,0,0,0,0,0,0,0,5,0,6,1,5,3,3,7,6
10082,7,21,4,0,0,0,0,0,0,0,0,0,4,0,4,1,2,1,0,4,5
109825,9,25,4,0,0,0,0,0,0,0,0,0,5,2,7,1,2,1,0,4,1
4068,5,12,3,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,2,5
60380,8,31,6,0,0,0,0,0,0,0,0,0,3,2,6,2,0,4,0,6,6
15757,5,15,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,4
70484,7,24,3,0,0,0,0,0,0,0,0,0,4,1,6,2,0,5,0,5,1
32629,7,30,4,0,0,0,0,0,0,0,0,0,2,0,6,4,0,6,1,6,5
47826,5,19,4,0,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,5,4
87514,7,24,3,0,0,0,0,0,0,0,0,0,1,0,5,0,3,4,2,6,3
1256,7,43,7,0,0,0,0,0,0,0,0,0,6,5,7,6,0,5,0,7,7
105361,6,17,3,0,0,0,0,0,0,0,0,0,1,0,5,1,0,3,0,4,3
171108,9,27,3,0,0,0,0,0,0,0,0,0,1,0,7,1,1,6,1,4,3
4119,6,23,4,0,0,0,0,0,0,0,0,0,1,5,5,0,0,2,0,5,5
117718,6,15,3,0,0,0,0,0,0,0,0,0,1,2,1,1,0,6,0,4,0
227585,6,15,2,0,0,0,0,0,0,0,0,0,2,0,6,1,0,1,0,3,2
2967,9,37,3,0,0,0,0,0,0,0,0,0,3,3,5,3,0,4,1,8,9
232562,6,9,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,1
166789,8,28,5,0,0,0,0,0,0,0,0,0,1,3,5,3,0,4,0,6,5
254574,7,25,4,0,0,0,0,0,0,0,0,0,2,0,7,1,0,4,0,5,4
174534,6,17,4,0,0,0,0,0,0,0,0,0,2,0,4,0,3,4,0,3,1
110425,5,13,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,5,1
156452,8,25,5,0,0,0,0,0,0,0,0,0,3,0,7,1,2,4,0,5,2
234374,6,19,4,0,0,0,0,0,0,0,0,0,0,0,4,2,5,1,0,3,4
11431,9,45,7,0,0,0,0,0,0,0,0,0,7,0,7,6,3,5,1,9,5
249825,8,18,3,0,0,0,0,0,0,0,0,0,1,0,4,5,3,1,2,1,1
53624,9,49,6,0,0,0,0,0,0,0,0,0,7,6,7,2,3,7,0,8,7
43891,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
139680,7,25,5,0,0,0,0,0,0,0,0,0,4,0,5,1,5,5,0,4,1
30543,8,33,5,0,0,0,0,0,0,0,0,0,4,2,5,4,0,7,1,4,6
213636,6,21,4,0,0,0,0,0,0,0,0,0,2,2,5,0,0,5,0,2,5
75866,10,49,6,0,0,0,0,0,0,0,0,0,4,7,7,4,8,3,1,9,5
191885,7,16,3,0,0,0,0,0,0,0,0,0,2,0,2,1,5,1,0,3,2
20526,5,11,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,4,1
161879,5,14,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,4,1
85731,8,29,3,0,0,0,0,0,0,0,0,0,3,0,6,3,2,4,0,6,4
79003,7,28,4,0,0,0,0,0,0,0,0,0,2,0,5,1,7,3,0,5,5
11655,7,21,4,0,0,0,0,0,0,0,0,0,3,0,2,3,0,2,0,4,6
26730,7,22,3,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,1,6,5
89690,10,37,4,0,0,0,0,0,0,0,0,0,2,3,7,6,3,4,1,3,6
118368,9,28,3,0,0,0,0,0,0,0,0,0,3,1,8,2,3,3,0,3,2
257124,6,21,4,0,0,0,0,0,0,0,0,0,4,0,5,4,1,0,0,4,3
36060,9,46,6,0,0,0,0,0,0,0,0,0,6,4,6,5,1,6,0,7,8
149309,7,33,5,0,0,0,0,0,0,0,0,0,4,3,7,6,0,5,0,4,4
99784,8,34,5,0,0,0,0,0,0,0,0,0,1,0,6,3,4,6,0,5,8
2234,8,38,6,0,0,0,0,0,0,0,0,0,6,4,7,3,0,5,0,6,5
220915,7,28,5,0,0,0,0,0,0,0,0,0,5,0,5,5,1,2,0,5,5
67045,7,22,4,0,0,0,0,0,0,0,0,0,2,0,5,4,0,1,1,5,4
177434,5,10,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,5,1
263302,6,17,3,0,0,0,0,0,0,0,0,0,3,0,2,1,0,4,0,4,3
14922,8,37,4,0,0,0,0,0,0,0,0,0,5,4,5,3,1,7,0,6,6
122764,9,33,5,0,0,0,0,0,0,0,0,0,5,1,6,4,1,5,1,6,4
111894,7,23,4,0,0,0,0,0,0,0,0,0,1,1,5,0,0,5,0,6,4
198613,10,37,5,0,0,0,0,0,0,0,0,0,5,5,8,5,2,4,1,5,1
199541,8,22,2,0,0,0,0,0,0,0,0,0,1,1,4,1,0,7,1,4,3
29055,9,37,3,0,0,0,0,0,0,0,0,0,4,0,7,2,8,3,1,7,4
30163,6,25,4,0,0,0,0,0,0,0,0,0,3,0,5,3,0,3,0,6,5
4095,7,18,3,0,0,0,0,0,0,0,0,0,1,0,7,3,1,2,0,2,2
153267,6,13,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,2,4
104441,7,15,2,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1,0,5,2
182072,8,31,5,0,0,0,0,0,0,0,0,0,4,0,6,2,0,4,1,7,5
94513,7,22,3,0,0,0,0,0,0,0,0,0,0,3,2,0,2,4,0,4,6
1997,9,65,8,0,0,0,0,0,0,0,0,0,8,4,8,8,7,7,7,8,8
20528,7,28,4,0,0,0,0,0,0,0,0,0,3,1,6,4,0,4,0,7,3
201311,8,24,4,0,0,0,0,0,0,0,0,0,3,1,4,1,0,5,0,6,3
48148,9,34,4,0,0,0,0,0,0,0,0,0,4,1,9,1,4,3,0,3,4
104079,7,26,4,0,0,0,0,0,0,0,0,0,4,0,6,2,0,3,0,6,4
245177,7,17,5,0,0,0,0,0,0,0,0,0,2,0,6,2,3,2,0,1,1
27216,6,18,3,0,0,0,0,0,0,0,0,0,1,0,3,4,0,2,0,4,4
39315,7,29,2,0,0,0,0,0,0,0,0,0,2,2,3,0,0,5,6,4,7
69071,5,11,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,4,1
212858,6,16,3,0,0,0,0,0,0,0,0,0,1,1,3,1,0,4,0,6,0
199279,6,19,3,0,0,0,0,0,0,0,0,0,2,0,3,2,0,5,0,5,2
36087,7,20,4,0,0,0,0,0,0,0,0,0,2,0,3,2,0,2,0,6,4
97906,8,27,5,0,0,0,0,0,0,0,0,0,2,0,6,4,5,0,1,4,4
45424,8,37,6,0,0,0,0,0,0,0,0,0,4,4,4,5,0,8,1,5,6
111371,8,22,3,0,0,0,0,0,0,0,0,0,2,6,4,1,0,4,0,3,1
101029,10,20,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,1,8,2
99693,7,24,4,0,0,0,0,0,0,0,0,0,2,1,4,1,0,6,0,5,5
51697,10,42,4,0,0,0,0,0,0,0,0,0,2,3,9,3,2,4,2,7,8
34282,8,26,3,0,0,0,0,0,0,0,0,0,1,0,7,4,1,2,0,4,6
105198,8,29,4,0,0,0,0,0,0,0,0,0,2,5,6,2,0,1,0,7,4
208384,8,22,2,0,0,0,0,0,0,0,0,0,3,1,4,2,0,5,0,5,1
62004,9,39,5,0,0,0,0,0,0,0,0,0,5,0,7,6,3,5,1,7,3
24864,9,34,5,0,0,0,0,0,0,0,0,0,3,0,9,2,3,1,5,6,4
170921,7,29,5,0,0,0,0,0,0,0,0,0,4,0,6,2,4,2,0,5,6
205748,9,30,5,0,0,0,0,0,0,0,0,0,3,2,9,1,2,4,0,5,3
197208,7,23,3,0,0,0,0,0,0,0,0,0,3,0,7,0,3,2,0,1,6
242495,7,22,3,0,0,0,0,0,0,0,0,0,2,1,5,0,0,5,0,5,3
87912,6,18,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,5,3
3349,8,44,7,0,0,0,0,0,0,0,0,0,5,6,7,5,0,5,0,8,6
116092,7,23,3,0,0,0,0,0,0,0,0,0,1,1,5,4,0,5,0,5,2
110150,8,23,3,0,0,0,0,0,0,0,0,0,2,0,7,1,1,3,0,4,2
166540,9,25,3,0,0,0,0,0,0,0,0,0,3,1,5,2,1,5,0,5,2
87863,8,30,5,0,0,0,0,0,0,0,0,0,3,3,6,2,1,4,0,7,4
178865,8,24,4,0,0,0,0,0,0,0,0,0,2,0,7,3,2,4,0,2,2
47727,9,40,6,0,0,0,0,0,0,0,0,0,5,6,6,1,1,3,0,6,8
139145,6,16,3,0,0,0,0,0,0,0,0,0,2,2,4,0,0,1,0,5,2
169979,6,19,4,0,0,0,0,0,0,0,0,0,3,0,3,1,0,5,0,3,4
55120,7,23,4,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,0,6,5
93620,9,34,4,0,0,0,0,0,0,0,0,0,3,0,7,6,2,3,1,8,3
11061,7,19,3,0,0,0,0,0,0,0,0,0,2,0,4,2,0,1,1,5,4
257420,8,30,4,0,0,0,0,0,0,0,0,0,3,5,4,2,4,2,0,8,2
16524,10,52,6,0,0,0,0,0,0,0,0,0,5,6,8,2,7,2,2,9,8
174478,9,31,3,0,0,0,0,0,0,0,0,0,3,0,6,3,2,4,1,8,3
179775,8,30,5,0,0,0,0,0,0,0,0,0,2,3,4,5,0,5,0,1,7
75575,6,20,3,0,0,0,0,0,0,0,0,0,2,0,6,0,3,1,0,5,0
65914,6,16,4,0,0,0,0,0,0,0,0,0,1,0,3,0,3,3,0,5,1
198469,8,30,5,0,0,0,0,0,0,0,0,0,1,5,1,4,1,7,0,5,6
45021,6,26,5,0,0,0,0,0,0,0,0,0,3,0,5,2,0,4,0,6,6
13591,9,37,6,0,0,0,0,0,0,0,0,0,5,0,6,2,6,1,2,7,7
254976,7,24,3,0,0,0,0,0,0,0,0,0,2,5,5,0,5,0,0,4,2
17702,7,29,5,0,0,0,0,0,0,0,0,0,2,0,4,1,0,5,0,6,7
55783,7,15,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,1,1,6
113421,9,29,5,0,0,0,0,0,0,0,0,0,3,2,5,1,1,1,0,6,7
201609,6,22,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,3,5
205526,7,27,4,0,0,0,0,0,0,0,0,0,5,0,6,4,2,2,0,5,3
209590,8,30,3,0,0,0,0,0,0,0,0,0,2,6,6,3,1,2,0,7,3
10351,7,25,3,0,0,0,0,0,0,0,0,0,3,1,3,2,0,4,0,6,6
2770,9,47,6,0,0,0,0,0,0,0,0,0,6,0,8,6,6,5,1,8,6
127996,8,28,4,0,0,0,0,0,0,0,0,0,3,4,5,1,0,7,1,4,3
110636,8,20,2,0,0,0,0,0,0,0,0,0,2,0,4,1,1,1,1,6,4
90419,7,26,4,0,0,0,0,0,0,0,0,0,3,0,7,0,1,4,0,5,3
48792,8,29,5,0,0,0,0,0,0,0,0,0,2,5,4,4,1,6,0,5,2
114855,6,26,4,0,0,0,0,0,0,0,0,0,1,0,6,5,0,5,0,5,0
155730,9,36,6,0,0,0,0,0,0,0,0,0,4,7,5,5,2,1,0,5,6
19503,8,41,5,0,0,0,0,0,0,0,0,0,6,3,8,5,2,7,0,8,2
85890,9,35,4,0,0,0,0,0,0,0,0,0,2,2,8,4,3,1,0,8,3
94569,8,37,5,0,0,0,0,0,0,0,0,0,3,4,7,3,2,8,0,5,5
158281,8,25,4,0,0,0,0,0,0,0,0,0,3,2,3,2,0,4,1,8,2
169957,4,15,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,4
34662,7,27,5,0,0,0,0,0,0,0,0,0,1,5,4,2,0,5,0,6,4
41607,7,22,3,0,0,0,0,0,0,0,0,0,2,0,4,2,0,2,1,5,6
82310,7,31,5,0,0,0,0,0,0,0,0,0,0,1,5,5,2,6,0,6,6
47967,8,43,5,0,0,0,0,0,0,0,0,0,7,0,8,5,5,1,0,6,7
25812,8,48,6,0,0,0,0,0,0,0,0,0,7,0,7,5,7,6,3,8,5
13904,9,49,5,0,0,0,0,0,0,0,0,0,5,3,8,3,5,6,0,9,6
123439,9,25,2,0,0,0,0,0,0,0,0,0,3,0,5,2,1,1,2,9,1
78501,8,38,5,0,0,0,0,0,0,0,0,0,4,2,6,5,0,6,3,6,6
10957,8,34,5,0,0,0,0,0,0,0,0,0,2,2,6,5,5,2,0,5,7
21292,8,26,5,0,0,0,0,0,0,0,0,0,2,1,3,1,0,5,0,7,6
58434,9,40,4,0,0,0,0,0,0,0,0,0,6,8,6,4,4,3,0,7,1
142535,5,16,3,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0,3,4
189683,6,20,4,0,0,0,0,0,0,0,0,0,2,0,4,1,0,3,0,6,4
77191,8,21,3,0,0,0,0,0,0,0,0,0,3,0,7,3,1,1,0,3,2
144834,8,30,4,0,0,0,0,0,0,0,0,0,3,1,4,3,0,7,2,5,5
99188,6,16,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,6,3
76342,6,20,3,0,0,0,0,0,0,0,0,0,4,0,4,3,0,2,0,5,2
128194,7,21,4,0,0,0,0,0,0,0,0,0,2,0,4,1,0,2,0,5,6
64258,9,45,5,0,0,0,0,0,0,0,0,0,4,6,8,1,6,2,0,7,4
6509,6,14,3,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,4,4
157990,9,33,4,0,0,0,0,0,0,0,0,0,4,2,3,4,2,5,0,7,5
31165,6,18,4,0,0,0,0,0,0,0,0,0,1,0,3,1,0,3,0,5,5
13322,10,47,7,0,0,0,0,0,0,0,0,0,5,8,6,1,4,5,2,9,3
57001,7,28,4,0,0,0,0,0,0,0,0,0,1,1,4,5,0,6,0,4,7
40994,9,29,3,0,0,0,0,0,0,0,0,0,2,1,6,5,2,3,0,6,2
41640,8,33,4,0,0,0,0,0,0,0,0,0,5,0,8,2,7,2,0,5,2
122431,9,35,4,0,0,0,0,0,0,0,0,0,9,5,4,2,2,6,0,3,3
201430,8,22,2,0,0,0,0,0,0,0,0,0,4,1,5,2,0,1,1,6,2
170494,8,34,4,0,0,0,0,0,0,0,0,0,5,0,7,6,2,4,0,6,3
211548,5,16,4,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,0,4,2
8796,10,43,4,0,0,0,0,0,0,0,0,0,5,1,7,2,1,6,1,9,7
158958,6,21,4,0,0,0,0,0,0,0,0,0,1,0,6,2,0,4,0,4,4
143888,8,21,3,0,0,0,0,0,0,0,0,0,1,0,6,1,1,2,0,5,3
68453,8,27,5,0,0,0,0,0,0,0,0,0,2,3,3,1,2,6,0,6,4
3172,6,16,4,0,0,0,0,0,0,0,0,0,2,0,4,3,0,1,0,3,3
126,9,34,4,0,0,0,0,0,0,0,0,0,3,1,8,4,1,3,0,5,7
90216,7,28,5,0,0,0,0,0,0,0,0,0,2,1,5,5,0,6,0,5,4
107315,9,41,4,0,0,0,0,0,0,0,0,0,2,6,8,3,1,3,0,9,7
53601,9,37,5,0,0,0,0,0,0,0,0,0,4,4,8,3,1,6,0,5,5
47153,9,36,5,0,0,0,0,0,0,0,0,0,6,0,7,3,7,0,1,5,5
91257,7,26,5,0,0,0,0,0,0,0,0,0,4,0,6,1,0,4,0,6,4
41798,9,36,5,0,0,0,0,0,0,0,0,0,7,1,9,1,2,4,0,5,5
202028,6,21,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,1,4,3
128591,9,34,4,0,0,0,0,0,0,0,0,0,4,2,4,4,1,7,0,7,4
12763,8,27,5,0,0,0,0,0,0,0,0,0,1,2,3,1,0,7,0,5,6
261005,5,13,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,5,0
55088,8,39,5,0,0,0,0,0,0,0,0,0,5,4,6,4,0,5,0,7,7
74138,9,33,4,0,0,0,0,0,0,0,0,0,2,1,5,1,9,3,0,8,2
76165,8,30,4,0,0,0,0,0,0,0,0,0,2,0,7,4,1,2,0,5,7
133948,6,18,3,0,0,0,0,0,0,0,0,0,3,0,4,1,0,2,0,6,2
87016,8,35,4,0,0,0,0,0,0,0,0,0,4,4,6,2,0,7,0,5,6
3855,6,27,4,0,0,0,0,0,0,0,0,0,5,0,6,2,0,3,0,5,6
41303,7,17,3,0,0,0,0,0,0,0,0,0,1,1,1,6,0,3,0,4,1
86536,8,43,6,0,0,0,0,0,0,0,0,0,5,8,7,3,0,7,0,5,5
147368,5,11,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,4,3
134588,8,30,4,0,0,0,0,0,0,0,0,0,2,0,8,2,6,1,0,4,3
125224,6,20,2,0,0,0,0,0,0,0,0,0,4,0,4,0,2,2,0,5,3
86191,7,17,3,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,0,7,1
192640,7,17,3,0,0,0,0,0,0,0,0,0,1,0,4,2,0,1,0,5,3
63023,9,31,6,0,0,0,0,0,0,0,0,0,3,3,9,2,1,2,0,5,2
56896,8,28,2,0,0,0,0,0,0,0,0,0,3,0,7,1,2,3,0,7,3
228676,5,15,3,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,4,0
173219,7,20,3,0,0,0,0,0,0,0,0,0,1,0,6,0,0,4,1,4,3
16073,9,57,7,0,0,0,0,0,0,0,0,0,5,4,8,6,8,9,0,8,6
89773,9,37,6,0,0,0,0,0,0,0,0,0,4,8,6,1,3,2,0,5,5
79974,8,30,5,0,0,0,0,0,0,0,0,0,2,1,4,4,1,6,0,6,6
188256,8,26,4,0,0,0,0,0,0,0,0,0,3,1,3,4,3,5,0,5,2
153836,7,29,3,0,0,0,0,0,0,0,0,0,4,0,5,3,0,4,0,5,7
51236,8,40,4,0,0,0,0,0,0,0,0,0,5,3,7,3,4,4,0,7,7
29467,8,21,4,0,0,0,0,0,0,0,0,0,4,0,5,1,1,1,1,4,4
245966,8,32,5,0,0,0,0,0,0,0,0,0,3,0,6,4,3,5,0,7,2
143,10,66,7,0,0,0,0,0,0,0,0,0,8,3,9,4,2,8,6,10,10
29031,9,44,6,0,0,0,0,0,0,0,0,0,5,4,7,4,5,1,0,9,7
207522,5,14,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,1,0,3,2
55363,8,32,4,0,0,0,0,0,0,0,0,0,5,0,8,3,0,3,1,6,4
16288,7,18,3,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,1,6,3
174532,7,28,4,0,0,0,0,0,0,0,0,0,3,4,5,3,3,3,0,7,0
233489,8,31,4,0,0,0,0,0,0,0,0,0,3,0,7,1,4,4,0,6,1
99727,7,23,5,0,0,0,0,0,0,0,0,0,2,0,6,1,2,3,0,4,5
160621,8,24,5,0,0,0,0,0,0,0,0,0,1,3,5,1,1,2,0,3,8
42943,10,49,7,0,0,0,0,0,0,0,0,0,6,1,8,2,5,6,1,7,7
72463,7,15,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,7,2
145185,8,29,4,0,0,0,0,0,0,0,0,0,6,2,7,0,1,3,0,4,3
114613,7,24,3,0,0,0,0,0,0,0,0,0,3,0,7,4,0,2,0,3,4
5427,8,43,8,0,0,0,0,0,0,0,0,0,5,0,7,5,6,4,0,7,6
179335,6,20,2,0,0,0,0,0,0,0,0,0,2,0,6,0,0,2,0,5,2
234307,8,26,3,0,0,0,0,0,0,0,0,0,2,0,7,2,4,6,0,1,2
237691,8,27,4,0,0,0,0,0,0,0,0,0,2,0,6,1,5,2,0,6,2
18739,10,53,7,0,0,0,0,0,0,0,0,0,4,2,6,5,8,9,3,8,6
20072,7,19,3,0,0,0,0,0,0,0,0,0,3,1,4,2,1,0,0,4,4
244491,7,25,4,0,0,0,0,0,0,0,0,0,2,0,5,2,1,4,0,6,5
73878,9,39,6,0,0,0,0,0,0,0,0,0,3,3,8,3,1,6,0,5,5
133548,7,21,4,0,0,0,0,0,0,0,0,0,3,0,5,1,0,2,1,4,5
18164,7,20,3,0,0,0,0,0,0,0,0,0,3,0,5,1,0,6,1,1,3
53989,3,7,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3
8066,9,38,5,0,0,0,0,0,0,0,0,0,5,1,7,4,2,5,2,7,5
31672,8,37,5,0,0,0,0,0,0,0,0,0,4,2,7,3,4,3,0,7,7
162161,8,28,4,0,0,0,0,0,0,0,0,0,6,1,7,1,4,0,0,5,3
145197,6,18,2,0,0,0,0,0,0,0,0,0,2,0,6,2,0,4,0,3,1
53224,5,18,4,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,0,5,4
79585,6,27,4,0,0,0,0,0,0,0,0,0,2,0,6,4,0,5,0,4,6
202640,8,29,5,0,0,0,0,0,0,0,0,0,5,4,5,1,1,6,0,6,1
228036,5,12,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,4,0,2,1
112178,6,15,4,0,0,0,0,0,0,0,0,0,1,4,1,0,0,2,0,3,4
211862,7,28,4,0,0,0,0,0,0,0,0,0,5,5,6,0,1,0,0,7,3
192026,9,29,4,0,0,0,0,0,0,0,0,0,3,2,7,2,3,1,0,7,3
127507,4,11,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,4,2
96714,5,20,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,4,5
119723,7,18,3,0,0,0,0,0,0,0,0,0,1,1,2,1,0,3,0,7,3
27877,9,29,5,0,0,0,0,0,0,0,0,0,1,0,4,5,2,4,1,5,6
30666,9,45,6,0,0,0,0,0,0,0,0,0,5,0,8,3,7,3,1,9,4
191599,4,12,3,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,4,0
50117,8,28,5,0,0,0,0,0,0,0,0,0,4,1,5,0,3,2,1,8,4
82742,9,32,4,0,0,0,0,0,0,0,0,0,3,2,6,4,1,4,1,8,3
231612,8,24,3,0,0,0,0,0,0,0,0,0,3,1,6,0,5,1,0,3,3
96216,9,43,4,0,0,0,0,0,0,0,0,0,2,5,8,5,1,5,0,7,6
257357,8,24,3,0,0,0,0,0,0,0,0,0,5,0,7,1,1,2,0,5,2
243596,7,18,2,0,0,0,0,0,0,0,0,0,2,1,7,1,0,1,0,4,2
181822,7,19,3,0,0,0,0,0,0,0,0,0,3,0,6,2,1,3,0,1,3
122616,9,27,5,0,0,0,0,0,0,0,0,0,1,2,7,1,1,3,0,6,4
118435,10,36,5,0,0,0,0,0,0,0,0,0,4,2,10,4,6,1,1,3,1
85692,8,28,4,0,0,0,0,0,0,0,0,0,1,1,5,1,0,6,0,4,7
74946,8,29,5,0,0,0,0,0,0,0,0,0,2,0,7,4,0,3,1,3,6
4047,10,43,4,0,0,0,0,0,0,0,0,0,2,2,7,2,1,6,4,8,7
76341,8,32,5,0,0,0,0,0,0,0,0,0,2,3,4,2,1,5,0,7,8
246565,8,18,2,0,0,0,0,0,0,0,0,0,2,1,6,0,1,2,0,2,3
44557,7,34,5,0,0,0,0,0,0,0,0,0,2,0,6,0,6,6,0,7,5
44677,9,52,5,0,0,0,0,0,0,0,0,0,1,0,8,8,7,4,4,7,9
218184,7,19,1,0,0,0,0,0,0,0,0,0,2,3,5,1,0,3,0,3,2
144227,7,30,5,0,0,0,0,0,0,0,0,0,5,1,6,4,0,5,0,4,5
166774,6,22,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,5,5
160042,9,30,5,0,0,0,0,0,0,0,0,0,4,2,5,1,0,5,1,6,5
67694,8,32,5,0,0,0,0,0,0,0,0,0,0,1,7,2,4,5,0,5,7
206604,7,29,4,0,0,0,0,0,0,0,0,0,0,0,7,4,5,4,0,6,1
51305,9,43,5,0,0,0,0,0,0,0,0,0,5,0,8,6,3,5,1,7,4
259167,7,21,4,0,0,0,0,0,0,0,0,0,2,4,3,1,0,3,0,3,5
124075,5,15,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,3,5
23956,7,30,5,0,0,0,0,0,0,0,0,0,1,0,5,4,0,6,3,6,5
10474,6,18,4,0,0,0,0,0,0,0,0,0,0,2,5,1,0,3,0,5,2
