user_id,place_id,datetime,timezone,lat,lon,cluster_id,sampled_count,planning_area,category
29031,4b7f8cb6f964a520093430e3,Tue May 22 05:38:58 +0000 2012,480,1.302828,103.852556,3,0,ROCHOR,Chinese Restaurant
109825,4fbb337fe4b0d1b2bf6cc86c,Tue May 22 06:35:22 +0000 2012,480,1.307471,103.833403,3,0,ORCHARD,Nail Salon
31623,4baf87bcf964a520af073ce3,Tue May 22 06:45:52 +0000 2012,480,1.35264,103.940483,3,1,TAMPINES,Stadium
3199,4d243f89836f5481887441f7,Tue May 22 06:53:53 +0000 2012,480,1.311061,103.75777,3,1,CLEMENTI,Bus Station
130907,4f3c9395e4b0285aa2fce845,Tue May 22 07:26:54 +0000 2012,480,1.304956,103.788259,3,1,QUEENSTOWN,Cupcake Shop
140609,4ba87575f964a520d4db39e3,Tue May 22 07:33:03 +0000 2012,480,1.331951,103.867182,3,0,TOA PAYOH,Coffee Shop
1470,4fb610ace4b080cd6f60a9fb,Tue May 22 08:17:33 +0000 2012,480,1.282943,103.820137,3,0,BUKIT MERAH,Moving Target
140609,4bfb67ddab180f47d0d6b3ce,Tue May 22 08:38:31 +0000 2012,480,1.330396,103.852129,3,-1,TOA PAYOH,Gym
172431,4b1e0c0bf964a5200c1724e3,Tue May 22 09:34:37 +0000 2012,480,1.301104,103.839444,3,0,ORCHARD,Japanese Restaurant
31623,4be7f6b4c5220f47021ca9ca,Tue May 22 12:37:56 +0000 2012,480,1.352501,103.945071,3,-1,TAMPINES,Miscellaneous Shop
3199,4dacbf9bf7b17c2b98534a8d,Wed May 23 22:51:55 +0000 2012,480,1.30333,103.839755,3,-1,NEWTON,Bus Line
41738,4b6cde84f964a5206f5a2ce3,Wed May 23 23:21:04 +0000 2012,480,1.349868,103.861836,3,1,SERANGOON,School
28891,4f264d71e4b01b0c6151d136,Thu May 24 00:35:05 +0000 2012,480,1.275692,103.822704,3,1,BUKIT MERAH,College Library
83197,4f260f24e4b0c41c5445c80c,Thu May 24 03:22:01 +0000 2012,480,1.373695,103.889198,3,1,HOUGANG,Soccer Field
74228,4bfcffc7bf6576b0db90acb8,Thu May 24 03:39:31 +0000 2012,480,1.360514,103.885313,3,-1,HOUGANG,Bus Station
156521,4d7f1110564b8cfa61fffd64,Thu May 24 06:11:13 +0000 2012,480,1.372679,103.949519,3,1,PASIR RIS,Arcade
22634,4d8ab6f426a36ea88e32fbad,Thu May 24 07:24:38 +0000 2012,480,1.314823,103.761245,3,0,CLEMENTI,Music Venue
156521,4e0168e3e4cd338f2d482d52,Thu May 24 07:45:25 +0000 2012,480,1.353009,103.944115,3,-1,TAMPINES,Arcade
100822,4b224a84f964a5202a4524e3,Thu May 24 09:06:21 +0000 2012,480,1.263266,103.821544,3,0,BUKIT MERAH,Caf
50041,4bd56feccfa7b713efbd25da,Fri May 25 09:28:10 +0000 2012,480,1.298507,103.854661,3,0,DOWNTOWN CORE,Caf
59347,4f098555e4b07c8f8d377944,Fri May 25 10:57:28 +0000 2012,480,1.306323,103.830641,3,-2,ORCHARD,Sushi Restaurant
234818,4b6ea345f964a52028c52ce3,Fri May 25 11:43:15 +0000 2012,480,1.319067,103.912312,3,0,BEDOK,Mosque
800,4d7c59a8e04d6ea8f760fad5,Fri May 25 11:53:43 +0000 2012,480,1.301365,103.836958,3,0,ORCHARD,Japanese Restaurant
50041,4e0023ce183886b857478719,Fri May 25 12:21:30 +0000 2012,480,1.299373,103.855698,3,0,DOWNTOWN CORE,Sandwich Place
234818,4cfdaf8f0df3236a537e05aa,Fri May 25 12:36:49 +0000 2012,480,1.303223,103.863874,3,0,KALLANG,Food Court
31623,4c64f38c7451b713eb3f130c,Fri May 25 16:09:38 +0000 2012,480,1.347814,103.951741,3,1,TAMPINES,Coffee Shop
156521,4bb81128b35776b01a9fc801,Sat May 26 02:34:43 +0000 2012,480,1.372827,103.898982,3,-1,HOUGANG,Vegetarian / Vegan Restaurant
3199,4cdde5bfdb12548103512dce,Sat May 26 03:45:15 +0000 2012,480,1.320754,103.743299,3,-1,JURONG EAST,Food Court
150541,4cb97e81f50e224b8dccedfb,Sat May 26 05:28:00 +0000 2012,480,1.280961,103.843976,3,0,OUTRAM,Sporting Goods Shop
103345,4d67bf42b2cfa090edd0e6bf,Sat May 26 06:51:15 +0000 2012,480,1.342698,103.867879,3,0,TOA PAYOH,Field
140609,4c31c8ee452620a1cf09210f,Sat May 26 06:58:58 +0000 2012,480,1.324041,103.856275,3,1,NOVENA,Cosmetics Shop
48815,4d82cc81509137042ed65b5b,Sat May 26 08:19:30 +0000 2012,480,1.330445,103.875737,3,0,TOA PAYOH,Indian Restaurant
28891,4b5d83cef964a520ab5f29e3,Sat May 26 09:01:07 +0000 2012,480,1.265297,103.821816,3,0,BUKIT MERAH,Bank
29031,4b7e0c25f964a520b1e02fe3,Sat May 26 09:17:42 +0000 2012,480,1.291042,103.857665,3,-1,DOWNTOWN CORE,Japanese Restaurant
41738,4bea834f415e20a17510e5bb,Sun May 27 00:46:24 +0000 2012,480,1.355462,103.879488,3,1,HOUGANG,Coffee Shop
31623,4c5cca857f661b8d97c8491c,Sun May 27 01:36:00 +0000 2012,480,1.325536,103.930625,3,1,BEDOK,Plaza
103345,4e390530d4c046ee86b5a0a9,Sun May 27 02:30:26 +0000 2012,480,1.368417,103.956761,3,0,PASIR RIS,Fire Station
61491,4d172bdb25cda143eafb74d6,Sun May 27 04:01:23 +0000 2012,480,1.350772,103.872407,3,1,SERANGOON,Seafood Restaurant
59347,4c130aaaa1010f47e6154a18,Sun May 27 04:02:12 +0000 2012,480,1.353235,103.871382,3,1,SERANGOON,Grocery Store
100822,4b57f725f964a5207a4728e3,Sun May 27 04:43:03 +0000 2012,480,1.289237,103.844675,3,0,SINGAPORE RIVER,Mexican Restaurant
213450,4cde7c20aba88cfa2b0b42d7,Sun May 27 05:30:58 +0000 2012,480,1.283408,103.858501,3,0,DOWNTOWN CORE,Event Space
130907,4b811cecf964a520399730e3,Sun May 27 05:50:59 +0000 2012,480,1.291731,103.85901,3,0,DOWNTOWN CORE,Chinese Restaurant
106609,4b91b457f964a52045d133e3,Sun May 27 06:46:24 +0000 2012,480,1.290913,103.864145,3,0,DOWNTOWN CORE,Event Space
2768,4d079d7b8620224bef18b940,Sun May 27 08:53:26 +0000 2012,480,1.350034,103.934183,3,0,TAMPINES,Bus Station
106453,4b505e22f964a5207f2127e3,Sun May 27 09:34:43 +0000 2012,480,1.320657,103.842421,3,1,NOVENA,Asian Restaurant
156033,4bff68b6e584c92831336e25,Sun May 27 09:42:00 +0000 2012,480,1.333899,103.958664,3,-1,TAMPINES,Event Space
48815,4dd8f9b3ae60680f152c6534,Sun May 27 11:17:46 +0000 2012,480,1.321877,103.852911,3,0,NOVENA,Automotive Shop
31623,4c95f01a58d4b60cb0b23629,Sun May 27 11:53:03 +0000 2012,480,1.301805,103.914477,3,0,MARINE PARADE,Skating Rink
78426,4e22b767a80968cf3e4cd2c3,Sun May 27 12:43:36 +0000 2012,480,1.333122,103.846532,3,-1,TOA PAYOH,Cosmetics Shop
47153,4eec53f38231688f1d0dc1a0,Sun May 27 13:14:47 +0000 2012,480,1.304725,103.831473,3,-1,ORCHARD,Men's Store
47153,4eece3d802d514a3696030a2,Sun May 27 14:42:21 +0000 2012,480,1.290769,103.845569,3,0,SINGAPORE RIVER,Bar
234818,4cf4aa5b7e93f04da8a55e69,Sun May 27 23:45:13 +0000 2012,480,1.344642,103.850761,3,-1,BISHAN,High School
100822,4b10f2e8f964a520ee7623e3,Sun May 27 23:58:25 +0000 2012,480,1.297435,103.850155,3,1,MUSEUM,Caf
106453,4b1e00b3f964a520c31624e3,Mon May 28 02:46:43 +0000 2012,480,1.301486,103.838402,3,0,ORCHARD,Boutique
2768,4fc2f68be4b07e3cda0fc779,Mon May 28 03:53:31 +0000 2012,480,1.355955,103.941191,3,0,TAMPINES,Other Great Outdoors
106453,4b74fea4f964a52074fa2de3,Mon May 28 04:21:41 +0000 2012,480,1.301608,103.840265,3,0,ORCHARD,Asian Restaurant
63554,4fc06cf6e4b04422a0c1f319,Mon May 28 04:26:24 +0000 2012,480,1.263535,103.823593,3,0,BUKIT MERAH,Chinese Restaurant
172431,4b59a941f964a520639128e3,Mon May 28 05:14:38 +0000 2012,480,1.303633,103.835883,3,0,ORCHARD,Dessert Shop
29031,4e33f203ae60795fcfdb4426,Mon May 28 06:00:47 +0000 2012,480,1.302862,103.852451,3,0,ROCHOR,Tea Room
107935,4c887a2f7223b1f7c1112ca8,Mon May 28 06:16:36 +0000 2012,480,1.35354,103.871688,3,0,SERANGOON,Cosmetics Shop
28891,4d8f52b01a6bba7af7f46170,Mon May 28 07:44:45 +0000 2012,480,1.273848,103.828493,3,1,BUKIT MERAH,Bus Line
28891,4c96a403f244b1f79e46361d,Mon May 28 07:45:22 +0000 2012,480,1.273818,103.828597,3,1,BUKIT MERAH,Bus Line
106453,4c998cf3eaa5a14308eac4e4,Mon May 28 08:20:49 +0000 2012,480,1.288879,103.847347,3,0,SINGAPORE RIVER,Dentist's Office
29031,4c4154d9520fa593588fc9ac,Mon May 28 09:57:23 +0000 2012,480,1.29559,103.883972,3,0,MARINE PARADE,Bus Line
156521,4ba762cef964a520cf8f39e3,Mon May 28 11:11:50 +0000 2012,480,1.375734,103.956199,3,0,PASIR RIS,Arcade
224842,4b84d771f964a520604531e3,Mon May 28 11:19:50 +0000 2012,480,1.330315,103.874157,3,0,TOA PAYOH,Caf
53601,4f14920ee4b0fd2951886890,Mon May 28 11:55:09 +0000 2012,480,1.358076,103.959101,3,0,TAMPINES,Pool
26131,4e6b398d18a83989eccddddb,Tue May 29 05:39:50 +0000 2012,480,1.304385,103.823762,3,-1,ORCHARD,Seafood Restaurant
28891,4bbc5cd2e5b0d13af1236f7c,Tue May 29 05:49:44 +0000 2012,480,1.273685,103.828297,3,-1,BUKIT MERAH,Bus Line
3199,4db564a6f7b121c29f5cd3ba,Tue May 29 07:33:28 +0000 2012,480,1.315175,103.764732,3,0,CLEMENTI,Bookstore
78426,4f82ab1ee4b050ced7db4b16,Tue May 29 07:39:24 +0000 2012,480,1.370835,103.892692,3,-1,HOUGANG,Student Center
3199,4bf5d7be5e800f473a61e6d4,Tue May 29 08:05:01 +0000 2012,480,1.315023,103.76504,3,0,CLEMENTI,Bus Station
22975,4dbab7e893a08055483c6c61,Tue May 29 09:04:55 +0000 2012,480,1.336133,103.955078,3,1,TAMPINES,College Residence Hall
63554,4d2be2dc068e8cfada4fe74c,Tue May 29 10:43:47 +0000 2012,480,1.278311,103.843265,3,1,OUTRAM,Gastropub
48792,4fc4ad4ee4b079c69e60ecaf,Tue May 29 11:04:53 +0000 2012,480,1.346095,103.955101,3,1,TAMPINES,Playground
150541,4efd85798b81b01908a565e0,Tue May 29 11:16:59 +0000 2012,480,1.372974,103.895507,3,-1,HOUGANG,Laundry Service
800,4b7141c0f964a5204b3e2de3,Tue May 29 11:29:59 +0000 2012,480,1.28616,103.827018,3,0,BUKIT MERAH,Bookstore
166774,4b5b0d1bf964a520f0e028e3,Tue May 29 12:05:08 +0000 2012,480,1.336004,103.934727,3,0,BEDOK,Meeting Room
166774,4fbc91e2e4b0fb19b118a11b,Tue May 29 12:06:29 +0000 2012,480,1.336782,103.934557,3,1,BEDOK,Military Base
47153,4b4b1e18f964a5208d9226e3,Tue May 29 14:26:56 +0000 2012,480,1.30163,103.877272,3,1,KALLANG,Parking
47153,4bd964755cf276b095a69d00,Tue May 29 19:10:29 +0000 2012,480,1.3456,103.983262,3,0,CHANGI,Bridge
106609,4cad7301628cb1f7b4bc2b15,Tue May 29 23:29:37 +0000 2012,480,1.332187,103.930385,3,0,BEDOK,Bus Station
29031,4c34391716adc9286bd5c49c,Wed May 30 00:40:50 +0000 2012,480,1.299966,103.857279,3,-1,DOWNTOWN CORE,Bus Line
4687,4c94decbf244b1f774ee251d,Wed May 30 00:59:58 +0000 2012,480,1.326282,103.885179,3,1,GEYLANG,Bus Station
76266,4bb4c69cf1b976b076481f20,Wed May 30 01:27:32 +0000 2012,480,1.303686,103.809425,3,-1,TANGLIN,Other Nightlife
77773,4b4e6d92f964a5206aed26e3,Wed May 30 05:41:08 +0000 2012,480,1.277452,103.847103,3,-1,DOWNTOWN CORE,Coffee Shop
22975,4cf9f9100df3236a5b31f1a9,Wed May 30 07:57:17 +0000 2012,480,1.350948,103.8726,3,-1,SERANGOON,Cosmetics Shop
78426,4e3dbb561838cb1b82f525ad,Thu May 31 19:18:01 +0000 2012,480,1.312,103.876644,3,1,GEYLANG,Thai Restaurant
47153,4d535cb0f9f9b60ca70823e6,Thu May 31 21:02:05 +0000 2012,480,1.357306,103.987657,3,1,CHANGI,Bus Station
259218,4bd98c99e914a593fede56fa,Fri Jun 01 08:38:48 +0000 2012,480,1.319612,103.902281,3,-1,GEYLANG,Bus Station
1470,4cbd9ee54352a1cdc493a4f5,Fri Jun 01 08:49:01 +0000 2012,480,1.286558,103.832699,3,1,BUKIT MERAH,Parking
48792,4f7ce6bbe4b062316a755fb4,Fri Jun 01 08:59:25 +0000 2012,480,1.349545,103.944692,3,1,TAMPINES,Factory
202218,4bf677695efe2d7fe1246734,Fri Jun 01 10:53:41 +0000 2012,480,1.301268,103.905148,3,0,MARINE PARADE,Dumpling Restaurant
156521,4c2a5076ae6820a1351f1643,Fri Jun 01 10:56:41 +0000 2012,480,1.374168,103.958205,3,1,PASIR RIS,Park
1326,4d00d091ffcea14330782f91,Fri Jun 01 12:06:28 +0000 2012,480,1.289208,103.844874,3,0,SINGAPORE RIVER,Chinese Restaurant
77773,4bb1dd31f964a52035a73ce3,Fri Jun 01 12:23:36 +0000 2012,480,1.300024,103.851372,3,-1,ROCHOR,Thai Restaurant
800,4c0a3c98009a0f473f04e9bf,Fri Jun 01 12:32:26 +0000 2012,480,1.263676,103.823027,3,0,BUKIT MERAH,Gift Shop
800,4b45bf58f964a520cc0f26e3,Fri Jun 01 12:36:42 +0000 2012,480,1.264527,103.822646,3,0,BUKIT MERAH,Electronics Store
800,4b8a4b3ff964a5204d6732e3,Fri Jun 01 13:05:42 +0000 2012,480,1.263926,103.823183,3,1,BUKIT MERAH,Pet Store
1326,4daf7feb4b22d9b3bcc392c0,Sun Jun 03 01:21:36 +0000 2012,480,1.307859,103.862742,3,1,KALLANG,Food Court
1326,4ba0d2daf964a520248037e3,Sun Jun 03 03:35:45 +0000 2012,480,1.294745,103.858891,3,-1,DOWNTOWN CORE,Monument / Landmark
172431,4cc2b9f4c844721e7a31de01,Sun Jun 03 04:03:00 +0000 2012,480,1.333609,103.958092,3,-1,TAMPINES,Event Space
1326,4cdcf47f958f236a61b5b503,Sun Jun 03 05:38:47 +0000 2012,480,1.289746,103.863483,3,0,DOWNTOWN CORE,Sandwich Place
1326,4cd59a06dfb4a1cdff315a5c,Sun Jun 03 06:03:37 +0000 2012,480,1.289261,103.861914,3,0,DOWNTOWN CORE,Bus Station
1326,4c297427fe6e2d7f81ef543c,Sun Jun 03 07:58:12 +0000 2012,480,1.301289,103.838209,3,-1,ORCHARD,Miscellaneous Shop
184272,4baa3a08f964a52060553ae3,Sun Jun 03 09:07:45 +0000 2012,480,1.3112,103.795022,3,1,QUEENSTOWN,Thai Restaurant
107428,4c98b6037b9d37043e52e085,Sun Jun 03 09:17:45 +0000 2012,480,1.28584,103.823904,3,0,BUKIT MERAH,Sporting Goods Shop
106453,4bb6f977ef159c7425ba76f7,Sun Jun 03 09:30:36 +0000 2012,480,1.319495,103.843305,3,1,NOVENA,Accessories Store
100822,4bd82d1ef645c9b6da44a7e0,Sun Jun 03 09:40:35 +0000 2012,480,1.243224,103.82798,3,1,SOUTHERN ISLANDS,Gastropub
110957,4b5a8595f964a52089c928e3,Sun Jun 03 11:03:00 +0000 2012,480,1.298495,103.845088,3,0,MUSEUM,Sushi Restaurant
47153,4eb3dbac4901cef9d7d3363b,Sun Jun 03 11:57:11 +0000 2012,480,1.334455,103.962564,3,-1,TAMPINES,Fried Chicken Joint
47153,4cb8472890c9a1430b0e7ed6,Sun Jun 03 12:29:53 +0000 2012,480,1.334768,103.959588,3,0,TAMPINES,Event Space
1326,4dbb96e1f7b1ab37dd499558,Sun Jun 03 13:17:29 +0000 2012,480,1.294684,103.85888,3,1,DOWNTOWN CORE,Thai Restaurant
109825,4bcc4a5b511f9521f4aeb2c7,Sun Jun 03 13:18:10 +0000 2012,480,1.282182,103.844447,3,0,OUTRAM,Chinese Restaurant
47153,4c415aa3e26920a1c86c5ee7,Sun Jun 03 13:25:51 +0000 2012,480,1.335466,103.960359,3,0,TAMPINES,Flea Market
106453,4cca76120a9ab1f7fdd41bf4,Mon Jun 04 01:14:47 +0000 2012,480,1.311304,103.774457,3,-1,QUEENSTOWN,Library
100822,4bab6afdf964a520e1a73ae3,Mon Jun 04 02:28:20 +0000 2012,480,1.306101,103.83286,3,1,ORCHARD,Coffee Shop
1326,4ce655c70f196dcb80a636ae,Mon Jun 04 02:52:21 +0000 2012,480,1.299923,103.855562,3,0,DOWNTOWN CORE,Chinese Restaurant
63554,4fc86babe4b0efc1d53b1939,Mon Jun 04 04:47:54 +0000 2012,480,1.291866,103.860148,3,-1,DOWNTOWN CORE,Japanese Restaurant
103345,4c745796c219224bdaa49f28,Mon Jun 04 08:41:15 +0000 2012,480,1.345626,103.935857,3,0,TAMPINES,Bus Station
800,4e4ce2deb0fb57f6f22355cf,Mon Jun 04 11:35:09 +0000 2012,480,1.285874,103.827307,3,-1,BUKIT MERAH,Snack Place
29031,4bb1d4dff964a52044a53ce3,Mon Jun 04 12:17:23 +0000 2012,480,1.299408,103.855632,3,1,DOWNTOWN CORE,Other Great Outdoors
83197,4e6da8ce52b1d151b7b19e32,Mon Jun 04 14:10:02 +0000 2012,480,1.352437,103.988192,3,-1,CHANGI,Museum
28891,4cfb6321c51fa1cd8d9ce62b,Tue Jun 05 00:21:19 +0000 2012,480,1.286007,103.826803,3,0,BUKIT MERAH,Bus Station
199541,4fcd5143e4b059df53cb0ed2,Tue Jun 05 00:22:37 +0000 2012,480,1.29344,103.782408,3,0,QUEENSTOWN,Doctor's Office
106453,4b058810f964a52072af22e3,Tue Jun 05 03:14:59 +0000 2012,480,1.362289,103.973907,3,0,CHANGI,History Museum
63554,4fabcc46e4b04b8d301b3d7c,Tue Jun 05 05:04:05 +0000 2012,480,1.314529,103.890421,3,1,GEYLANG,Asian Restaurant
38935,4b5d901af964a5209d6129e3,Tue Jun 05 05:31:24 +0000 2012,480,1.360289,103.886118,3,1,HOUGANG,Thai Restaurant
26471,4ca32c637f84224b5044c258,Tue Jun 05 07:43:54 +0000 2012,480,1.310974,103.84733,3,0,KALLANG,Doctor's Office
28891,4cf1b7eb88de37049d9a742b,Tue Jun 05 12:23:27 +0000 2012,480,1.263669,103.822968,3,0,BUKIT MERAH,Pet Store
224842,4dae6dcb7aba203c0860d16c,Wed Jun 06 09:14:50 +0000 2012,480,1.304128,103.884841,3,1,MARINE PARADE,Performing Arts Venue
140609,4cf20ca61d18a143a2de57ec,Wed Jun 06 09:29:26 +0000 2012,480,1.281343,103.840378,3,0,OUTRAM,Tattoo Parlor
103345,4caa9fe72776b60ca742450d,Wed Jun 06 09:31:46 +0000 2012,480,1.355891,103.933754,3,0,TAMPINES,Bus Station
140609,4b15e579f964a52066b523e3,Wed Jun 06 10:03:30 +0000 2012,480,1.284343,103.843058,3,0,OUTRAM,Tea Room
140609,4b443113f964a52089f225e3,Wed Jun 06 11:15:31 +0000 2012,480,1.279201,103.842359,3,0,OUTRAM,Mall
202218,4ce2674ef8a4a1437a2df0bc,Wed Jun 06 11:38:15 +0000 2012,480,1.303283,103.900802,3,0,MARINE PARADE,Chinese Restaurant
22634,4c0dbf9bd64c0f47f941275d,Wed Jun 06 13:55:29 +0000 2012,480,1.299741,103.798117,3,0,QUEENSTOWN,Asian Restaurant
29031,4bf3f483e5eba593970d1f90,Wed Jun 06 18:02:07 +0000 2012,480,1.28678,103.854226,3,0,DOWNTOWN CORE,Nightclub
84995,4bb7197d46d4a5936618c7c0,Wed Jun 06 23:11:31 +0000 2012,480,1.332466,103.884959,3,0,GEYLANG,Food Court
22975,4ecee58499114b488668946e,Thu Jun 07 01:14:46 +0000 2012,480,1.353526,103.943786,3,-1,TAMPINES,Bus Line
202218,4fc8ca07e4b09a4f31694683,Thu Jun 07 07:35:59 +0000 2012,480,1.29954,103.854594,3,0,ROCHOR,Women's Store
202218,4e314de018380c94aca91a6d,Thu Jun 07 07:39:03 +0000 2012,480,1.299546,103.854474,3,0,ROCHOR,Gift Shop
202218,4f0881b4a17c067e4fc9ab3c,Thu Jun 07 07:46:28 +0000 2012,480,1.299821,103.855852,3,1,DOWNTOWN CORE,Clothing Store
29031,4f214a9be4b00543e434f308,Thu Jun 07 08:01:48 +0000 2012,480,1.3197,103.750252,3,-1,JURONG EAST,River
22975,4d28629777a2a1cd03bb61b7,Thu Jun 07 08:30:58 +0000 2012,480,1.325041,103.929923,3,0,BEDOK,Bus Station
166774,4b1b3583f964a5209af923e3,Thu Jun 07 08:40:14 +0000 2012,480,1.304741,103.825105,3,2,ORCHARD,Hotel
84995,4e663672483bd9a975ea3d3b,Thu Jun 07 10:36:15 +0000 2012,480,1.332666,103.885024,3,0,TOA PAYOH,Chinese Restaurant
22975,4c5b5c8cfff99c74cd5427d3,Thu Jun 07 11:06:40 +0000 2012,480,1.371411,103.886966,3,1,HOUGANG,Bus Station
130907,4bf4cd7ce5eba593971e2090,Thu Jun 07 11:17:15 +0000 2012,480,1.291567,103.857379,3,0,DOWNTOWN CORE,Asian Restaurant
100822,4d206a20e56f6ea891ea741d,Thu Jun 07 11:39:30 +0000 2012,480,1.314982,103.764893,3,1,CLEMENTI,Grocery Store
159969,4f950214e4b04c0b8e19b506,Thu Jun 07 11:45:37 +0000 2012,480,1.289085,103.816897,3,0,BUKIT MERAH,Caf
106609,4dbe2cee6a23a3c4739facff,Thu Jun 07 12:38:29 +0000 2012,480,1.331966,103.930433,3,0,BEDOK,Seafood Restaurant
29031,4c22af109a67a59342f5dc87,Thu Jun 07 15:33:25 +0000 2012,480,1.317128,103.757672,3,0,CLEMENTI,Bus Line
106453,4cf5a87671538cfa45b8b02e,Fri Jun 08 00:19:15 +0000 2012,480,1.311309,103.774449,3,0,QUEENSTOWN,Cafeteria
41738,4b0bb948f964a5203a3323e3,Fri Jun 08 00:41:31 +0000 2012,480,1.308929,103.916339,3,0,BEDOK,High School
249567,4b2a17fbf964a52034a524e3,Fri Jun 08 12:00:19 +0000 2012,480,1.28167,103.845603,3,-1,OUTRAM,American Restaurant
53601,4c6e6e0a4d24b60ced8dd8d8,Fri Jun 08 12:12:19 +0000 2012,480,1.375418,103.955775,3,0,PASIR RIS,Italian Restaurant
78426,4b1b68cbf964a5204afb23e3,Fri Jun 08 12:36:48 +0000 2012,480,1.300816,103.840678,3,0,ORCHARD,Department Store
78426,4ef6edc529c26831891380a5,Fri Jun 08 12:38:23 +0000 2012,480,1.301627,103.840197,3,-1,ORCHARD,Ramen /  Noodle House
78426,4bf7dc1d4a67c9285c3e24cf,Fri Jun 08 12:39:28 +0000 2012,480,1.300946,103.84027,3,-1,ORCHARD,Department Store
4687,4bf7bb538d30d13a8870ff17,Fri Jun 08 12:56:31 +0000 2012,480,1.326507,103.886847,3,0,GEYLANG,Basketball Stadium
31623,4b1d013cf964a520190b24e3,Fri Jun 08 13:07:26 +0000 2012,480,1.311776,103.922004,3,0,BEDOK,Bar
800,4d41e8b733268cfad91a5301,Fri Jun 08 13:17:18 +0000 2012,480,1.350764,103.872122,3,0,SERANGOON,Electronics Store
800,4cea42aed99f721e137fba73,Fri Jun 08 13:48:46 +0000 2012,480,1.350567,103.872243,3,0,SERANGOON,Drugstore / Pharmacy
100822,4b2b1225f964a52038b424e3,Fri Jun 08 14:36:37 +0000 2012,480,1.295072,103.853088,3,0,DOWNTOWN CORE,German Restaurant
166774,4ea63bbb99116a29c8ad7a27,Sat Jun 09 01:52:11 +0000 2012,480,1.254024,103.820684,3,1,SOUTHERN ISLANDS,General Entertainment
100822,4b3d80f5f964a520f99425e3,Sat Jun 09 03:25:25 +0000 2012,480,1.317685,103.785911,3,-1,BUKIT TIMAH,Grocery Store
249567,4ba5ef65f964a520212a39e3,Sat Jun 09 03:56:08 +0000 2012,480,1.334333,103.850767,3,1,TOA PAYOH,Fast Food Restaurant
800,4e43505a45dd60ca5ce12715,Sat Jun 09 04:44:59 +0000 2012,480,1.28776,103.818555,3,0,BUKIT MERAH,Coffee Shop
800,4df64e591fc7b84e0ea888f4,Sat Jun 09 05:24:17 +0000 2012,480,1.280608,103.824759,3,-1,BUKIT MERAH,Convenience Store
800,4cb9055f4352a1cd7eff89f5,Sat Jun 09 06:12:12 +0000 2012,480,1.280532,103.826514,3,1,BUKIT MERAH,Bus Line
166774,4c47d2fb1ddec9289abe9e32,Sat Jun 09 06:41:47 +0000 2012,480,1.25495,103.82226,3,1,SOUTHERN ISLANDS,Caf
26471,4fa360d0e4b0d607b78a066c,Sat Jun 09 07:20:24 +0000 2012,480,1.33247,103.849334,3,0,TOA PAYOH,Steakhouse
22975,4bf71d0f5317a5934282fd7e,Sat Jun 09 08:16:40 +0000 2012,480,1.333538,103.957758,3,0,TAMPINES,Event Space
224842,4e02dbb7b0fb88a1209bacc3,Sat Jun 09 08:29:36 +0000 2012,480,1.278742,103.801141,3,0,QUEENSTOWN,Wine Bar
1470,4ddb808422719ef54b4a6d0c,Sat Jun 09 09:03:03 +0000 2012,480,1.287128,103.80891,3,-1,BUKIT MERAH,Park
22634,4ca184af8afca0933c1d1c16,Sat Jun 09 09:09:08 +0000 2012,480,1.292159,103.811387,3,1,BUKIT MERAH,Bus Line
53601,4c00ef2bad46c9b68e329066,Sat Jun 09 09:27:20 +0000 2012,480,1.382083,103.947058,3,-1,PASIR RIS,Parking
224842,4ec8c716e5fa232a76ba3fec,Sat Jun 09 10:04:34 +0000 2012,480,1.286387,103.800459,3,0,QUEENSTOWN,Food Truck
224842,4b78b42af964a52094de2ee3,Sat Jun 09 10:06:15 +0000 2012,480,1.283898,103.790803,3,-1,QUEENSTOWN,Park
800,4d85e96d5e70224b96b52b09,Sat Jun 09 11:37:25 +0000 2012,480,1.288373,103.819342,3,0,BUKIT MERAH,Bus Line
800,4b9e2341f964a52002cd36e3,Sat Jun 09 12:19:06 +0000 2012,480,1.286229,103.827018,3,1,BUKIT MERAH,Shoe Store
800,4c26fa48905a0f47794a6460,Sat Jun 09 12:20:12 +0000 2012,480,1.286301,103.825637,3,1,BUKIT MERAH,Optical Shop
29031,4badfaa2f964a52097773be3,Sat Jun 09 12:32:24 +0000 2012,480,1.300245,103.844941,3,0,MUSEUM,Chinese Restaurant
22975,4cc832513c40a35d2d45732e,Sat Jun 09 12:37:17 +0000 2012,480,1.297625,103.85691,3,0,DOWNTOWN CORE,BBQ Joint
109825,4edb09170e61d46ad8dadc5e,Sat Jun 09 12:45:54 +0000 2012,480,1.315815,103.859407,3,1,KALLANG,Coffee Shop
106609,4c024aa8310fc9b6e840c461,Sat Jun 09 16:19:31 +0000 2012,480,1.331119,103.948301,3,1,BEDOK,Department Store
204737,4c652532dddfa593205093ff,Sun Jun 10 04:02:01 +0000 2012,480,1.304308,103.833165,3,0,ORCHARD,Bank
76266,4dcd0349fa7664b7c6835aca,Sun Jun 10 06:37:49 +0000 2012,480,1.274713,103.844595,3,-1,DOWNTOWN CORE,Gym Pool
22634,4b5bb91af964a520441229e3,Sun Jun 10 06:40:05 +0000 2012,480,1.299773,103.797991,3,1,QUEENSTOWN,Food Court
