user_id,peak_hour_range,peak_hour_checkins,peak_day_of_week,peak_day_checkins,peak_month,peak_month_checkins,peak_hour_POI_Mall,peak_hour_POI_Bus Station,peak_hour_POI_Subway,peak_hour_POI_Food Court,peak_hour_POI_Train Station,peak_hour_POI_Coffee Shop,peak_hour_POI_High School,peak_hour_POI_Fast Food Restaurant,peak_hour_POI_Nightclub,peak_hour_POI_Chinese Restaurant,peak_hour_POI_Bus Line,peak_hour_POI_Multiplex,peak_hour_POI_Caf,peak_hour_POI_Hotel,peak_hour_POI_Asian Restaurant,peak_hour_POI_Japanese Restaurant,peak_hour_POI_Church,peak_hour_POI_General College & University,peak_hour_POI_Trade School,peak_hour_POI_Gym,peak_hour_POI_Department Store,peak_hour_POI_Grocery Store,peak_hour_POI_Hospital,peak_hour_POI_Government Building,peak_hour_POI_Fried Chicken Joint,peak_hour_POI_Flea Market,peak_hour_POI_Restaurant,peak_hour_POI_University,peak_hour_POI_Dessert Shop,peak_hour_POI_General Entertainment,peak_hour_POI_Resort,peak_hour_POI_Tea Room,peak_hour_POI_College Academic Building,peak_hour_POI_Airport Terminal,peak_hour_POI_School,peak_hour_POI_Park,peak_hour_POI_Airport,peak_hour_POI_Event Space,peak_hour_POI_Burger Joint,peak_hour_POI_Ramen /  Noodle House,peak_hour_POI_Furniture / Home Store,peak_hour_POI_Bar,peak_hour_POI_Clothing Store,peak_hour_POI_Ice Cream Shop,peak_hour_POI_Boutique,peak_hour_POI_College Cafeteria,peak_hour_POI_Seafood Restaurant,peak_hour_POI_Italian Restaurant,peak_hour_POI_American Restaurant,peak_hour_POI_Sushi Restaurant,peak_day_POI_Mall,peak_day_POI_Bus Station,peak_day_POI_Subway,peak_day_POI_Food Court,peak_day_POI_Train Station,peak_day_POI_Coffee Shop,peak_day_POI_High School,peak_day_POI_Fast Food Restaurant,peak_day_POI_Nightclub,peak_day_POI_Chinese Restaurant,peak_day_POI_Bus Line,peak_day_POI_Multiplex,peak_day_POI_Caf,peak_day_POI_Hotel,peak_day_POI_Asian Restaurant,peak_day_POI_Japanese Restaurant,peak_day_POI_Church,peak_day_POI_General College & University,peak_day_POI_Trade School,peak_day_POI_Gym,peak_day_POI_Department Store,peak_day_POI_Grocery Store,peak_day_POI_Hospital,peak_day_POI_Government Building,peak_day_POI_Fried Chicken Joint,peak_day_POI_Flea Market,peak_day_POI_Restaurant,peak_day_POI_University,peak_day_POI_Dessert Shop,peak_day_POI_General Entertainment,peak_day_POI_Resort,peak_day_POI_Tea Room,peak_day_POI_College Academic Building,peak_day_POI_Airport Terminal,peak_day_POI_School,peak_day_POI_Park,peak_day_POI_Airport,peak_day_POI_Event Space,peak_day_POI_Burger Joint,peak_day_POI_Ramen /  Noodle House,peak_day_POI_Furniture / Home Store,peak_day_POI_Bar,peak_day_POI_Clothing Store,peak_day_POI_Ice Cream Shop,peak_day_POI_Boutique,peak_day_POI_College Cafeteria,peak_day_POI_Seafood Restaurant,peak_day_POI_Italian Restaurant,peak_day_POI_American Restaurant,peak_day_POI_Sushi Restaurant,peak_month_POI_Mall,peak_month_POI_Bus Station,peak_month_POI_Subway,peak_month_POI_Food Court,peak_month_POI_Train Station,peak_month_POI_Coffee Shop,peak_month_POI_High School,peak_month_POI_Fast Food Restaurant,peak_month_POI_Nightclub,peak_month_POI_Chinese Restaurant,peak_month_POI_Bus Line,peak_month_POI_Multiplex,peak_month_POI_Caf,peak_month_POI_Hotel,peak_month_POI_Asian Restaurant,peak_month_POI_Japanese Restaurant,peak_month_POI_Church,peak_month_POI_General College & University,peak_month_POI_Trade School,peak_month_POI_Gym,peak_month_POI_Department Store,peak_month_POI_Grocery Store,peak_month_POI_Hospital,peak_month_POI_Government Building,peak_month_POI_Fried Chicken Joint,peak_month_POI_Flea Market,peak_month_POI_Restaurant,peak_month_POI_University,peak_month_POI_Dessert Shop,peak_month_POI_General Entertainment,peak_month_POI_Resort,peak_month_POI_Tea Room,peak_month_POI_College Academic Building,peak_month_POI_Airport Terminal,peak_month_POI_School,peak_month_POI_Park,peak_month_POI_Airport,peak_month_POI_Event Space,peak_month_POI_Burger Joint,peak_month_POI_Ramen /  Noodle House,peak_month_POI_Furniture / Home Store,peak_month_POI_Bar,peak_month_POI_Clothing Store,peak_month_POI_Ice Cream Shop,peak_month_POI_Boutique,peak_month_POI_College Cafeteria,peak_month_POI_Seafood Restaurant,peak_month_POI_Italian Restaurant,peak_month_POI_American Restaurant,peak_month_POI_Sushi Restaurant
215458,19:00-20:00,18,Monday,11,2012-05,14,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80836,11:00-12:00,25,Friday,25,2012-05,45,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,5,0,0,0,0,4,2,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100835,20:00-21:00,28,Saturday,25,2012-05,27,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
212484,19:00-20:00,27,Sunday,19,2012-04,22,6,1,1,4,1,1,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,2,1,0,3,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150541,18:00-19:00,22,Saturday,20,2012-04,11,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141950,18:00-19:00,10,Sunday,12,2012-05,14,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2746,17:00-18:00,51,Saturday,47,2012-05,63,15,0,1,6,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7,0,1,3,0,2,0,2,4,2,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,3,10,0,0,0,5,7,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
8173,12:00-13:00,93,Wednesday,63,2012-05,87,34,0,1,5,0,1,0,0,0,5,0,0,1,1,0,3,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,21,1,5,2,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,9,2,0,1,0,0,1,1,0,0,2,3,1,1,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,2,0
125224,20:00-21:00,16,Sunday,14,2012-04,32,5,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
234307,19:00-20:00,21,Sunday,13,2012-04,14,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55371,12:00-13:00,36,Friday,29,2012-05,24,0,0,0,0,0,3,0,1,0,1,0,0,3,0,1,1,0,0,0,0,0,0,1,0,3,0,2,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,1,0,3,0,3,1,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
237691,19:00-20:00,16,Saturday,23,2012-05,29,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,4,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,2,0,0,2,3,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
58434,20:00-21:00,19,Wednesday,20,2012-05,25,7,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
157991,20:00-21:00,34,Saturday,32,2012-05,17,3,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,4,0,0,0,1,2,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174313,20:00-21:00,26,Tuesday,12,2012-04,35,3,0,20,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,16,2,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
154286,07:00-08:00,22,Wednesday,16,2012-04,37,0,1,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,4,14,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78426,20:00-21:00,28,Monday,21,2012-05,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
10672,18:00-19:00,25,Friday,19,2013-04,11,5,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,1,0,1,0,5,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0
231043,18:00-19:00,20,Saturday,24,2012-04,16,6,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
251944,11:00-12:00,14,Saturday,15,2012-04,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,3,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
146995,18:00-19:00,39,Saturday,18,2012-06,23,5,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2
241154,06:00-07:00,9,Saturday,14,2012-04,45,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141969,06:00-07:00,15,Sunday,13,2012-04,19,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
174532,18:00-19:00,17,Friday,19,2012-04,20,6,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27201,21:00-22:00,46,Sunday,33,2012-04,23,1,0,0,2,0,2,0,1,0,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,2,0,0,3,0,0,4,0,0,0,0,0,0,0,1,1,5,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0
174534,21:00-22:00,9,Monday,12,2012-05,18,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113460,19:00-20:00,37,Wednesday,23,2012-04,30,2,0,0,3,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,3,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,1,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
263427,19:00-20:00,15,Friday,16,2012-04,12,1,0,0,2,0,0,0,0,0,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31561,20:00-21:00,71,Saturday,43,2012-05,51,25,0,0,6,0,4,0,8,0,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,9,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,2,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
93919,19:00-20:00,38,Tuesday,29,2012-06,18,5,0,0,3,0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,2,2,0,1,1,0,0,3,0,0,2,0,3,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13554,18:00-19:00,84,Saturday,56,2013-01,31,26,0,0,0,0,6,0,4,0,1,2,3,0,1,0,1,0,0,0,2,2,1,0,0,3,1,0,0,0,3,5,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,17,0,0,0,0,2,0,5,0,0,2,2,0,2,0,0,0,0,0,0,4,1,0,0,1,0,0,2,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,1,0,2,0,0,0,1,1,0,1,0,0,0,3,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
76462,09:00-10:00,42,Sunday,41,2012-08,37,1,1,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45041,06:00-07:00,46,Wednesday,28,2012-07,24,0,31,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98846,22:00-23:00,27,Saturday,30,2012-05,13,0,0,0,0,0,0,0,1,9,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22906,14:00-15:00,44,Tuesday,42,2012-05,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,2,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
