user_id,num_nodes,num_edges,num_self_loops,cat_Arts & Entertainment,cat_College & University,cat_Food,cat_Great Outdoors,cat_Nightlife Spot,cat_Professional & Other Places,cat_Residence,cat_Shop & Service,cat_Travel & Transport,degree_Arts & Entertainment,degree_College & University,degree_Food,degree_Great Outdoors,degree_Nightlife Spot,degree_Professional & Other Places,degree_Residence,degree_Shop & Service,degree_Travel & Transport,PCA_KMeans,PCA_Agglomerative,PCA_DBSCAN,PCA_GMM
207891,7,15,4,0,0,0,0,0,0,0,0,0,2,0,5,1,1,1,0,2,3,1,5,0,1
41416,8,33,5,0,0,0,0,0,0,0,0,0,1,5,5,3,0,6,0,7,5,2,0,0,3
81046,7,28,5,0,0,0,0,0,0,0,0,0,4,2,4,3,0,5,0,4,6,6,4,0,3
94934,10,40,4,0,0,0,0,0,0,0,0,0,6,2,8,2,3,3,1,6,2,5,3,0,5
9975,7,21,4,0,0,0,0,0,0,0,0,0,1,0,3,1,1,5,0,6,4,6,4,0,1
156937,7,24,4,0,0,0,0,0,0,0,0,0,2,0,5,0,5,1,0,4,4,1,5,0,1
377,10,95,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,7,10,10,0,1,-1,0
266683,8,23,3,0,0,0,0,0,0,0,0,0,2,0,3,4,6,1,1,4,2,1,5,0,5
95782,9,42,6,0,0,0,0,0,0,0,0,0,4,6,7,6,2,4,0,5,5,4,0,0,2
110258,6,20,4,0,0,0,0,0,0,0,0,0,1,0,6,3,0,2,0,4,4,1,2,0,3
258051,5,16,3,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,4,4,3,2,0,3
5221,8,35,6,0,0,0,0,0,0,0,0,0,4,5,5,1,0,5,0,7,7,2,0,0,3
232448,7,25,4,0,0,0,0,0,0,0,0,0,3,7,6,1,0,1,3,4,0,2,0,-1,0
26147,7,16,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,4,3,3,2,0,5
177478,5,17,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,5,0,4,3,3,2,0,3
95766,8,37,3,0,0,0,0,0,0,0,0,0,3,0,8,5,4,3,0,8,3,5,3,0,1
76266,9,32,5,0,0,0,0,0,0,0,0,0,5,0,4,8,5,1,1,5,1,5,3,-1,5
104081,7,22,3,0,0,0,0,0,0,0,0,0,2,0,4,1,0,4,0,6,4,6,4,0,3
61491,8,34,4,0,0,0,0,0,0,0,0,0,3,0,7,1,6,2,0,7,5,5,3,0,1
2135,9,27,4,0,0,0,0,0,0,0,0,0,1,1,4,3,1,1,3,6,7,6,4,0,0
123556,8,35,4,0,0,0,0,0,0,0,0,0,6,0,6,4,0,7,2,7,2,6,3,0,6
32825,8,24,3,0,0,0,0,0,0,0,0,0,2,1,5,2,0,3,0,5,5,6,4,0,3
46185,10,47,6,0,0,0,0,0,0,0,0,0,4,2,9,3,2,5,3,10,6,0,1,-1,4
116260,8,31,3,0,0,0,0,0,0,0,0,0,2,1,5,4,0,7,3,5,4,6,4,0,6
60853,7,26,3,0,0,0,0,0,0,0,0,0,2,0,4,7,0,3,0,6,2,6,4,0,3
238510,9,28,4,0,0,0,0,0,0,0,0,0,1,0,6,2,7,3,1,4,2,5,3,0,5
192119,9,37,4,0,0,0,0,0,0,0,0,0,3,3,7,1,6,6,0,6,4,5,3,0,2
256594,6,19,3,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,3,5,4,3,4,0,6
229640,5,13,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,5,1,3,2,0,3
22809,7,23,4,0,0,0,0,0,0,0,0,0,1,0,4,1,1,4,0,5,7,6,4,0,1
165259,9,28,5,0,0,0,0,0,0,0,0,0,5,0,6,3,4,1,1,5,3,5,3,0,5
213576,8,20,3,0,0,0,0,0,0,0,0,0,2,0,4,1,1,2,0,6,3,1,4,0,1
63360,8,24,3,0,0,0,0,0,0,0,0,0,3,0,5,1,2,2,0,8,2,1,5,0,1
85338,6,15,3,0,0,0,0,0,0,0,0,0,0,4,2,1,0,2,0,4,2,3,0,0,3
10887,5,13,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,4,3,3,2,0,3
80292,8,37,6,0,0,0,0,0,0,0,0,0,5,2,5,5,3,7,0,7,3,4,1,0,2
23632,9,34,5,0,0,0,0,0,0,0,0,0,5,1,4,2,2,5,0,9,3,5,3,0,2
57358,7,35,5,0,0,0,0,0,0,0,0,0,1,7,7,0,0,6,0,6,5,2,0,0,3
88312,8,21,4,0,0,0,0,0,0,0,0,0,4,0,4,2,0,3,0,6,1,1,4,0,3
16621,9,48,6,0,0,0,0,0,0,0,0,0,3,6,8,7,0,6,1,7,7,4,0,0,5
175962,10,34,4,0,0,0,0,0,0,0,0,0,4,2,6,5,3,3,1,7,2,5,3,0,5
7541,7,28,4,0,0,0,0,0,0,0,0,0,5,0,6,2,0,1,0,7,4,6,4,0,3
195236,9,42,6,0,0,0,0,0,0,0,0,0,6,2,5,0,6,6,6,6,3,0,6,-1,0
117018,7,35,6,0,0,0,0,0,0,0,0,0,4,6,6,2,0,4,0,6,7,2,0,0,3
19370,7,24,5,0,0,0,0,0,0,0,0,0,1,2,4,2,0,5,0,6,4,6,4,0,3
221167,7,26,4,0,0,0,0,0,0,0,0,0,5,0,7,1,1,5,0,3,4,6,4,0,1
176132,8,32,4,0,0,0,0,0,0,0,0,0,3,0,7,4,5,3,1,6,3,5,3,0,5
138849,8,20,4,0,0,0,0,0,0,0,0,0,2,0,6,3,1,2,0,3,2,1,5,0,1
113460,9,43,5,0,0,0,0,0,0,0,0,0,3,6,9,4,6,4,0,6,4,4,1,0,2
225447,7,21,4,0,0,0,0,0,0,0,0,0,1,1,4,4,0,1,0,4,6,6,4,0,3
227689,7,21,3,0,0,0,0,0,0,0,0,0,2,3,6,1,0,1,0,3,5,1,5,0,3
248072,7,22,4,0,0,0,0,0,0,0,0,0,2,0,5,2,0,4,0,5,3,6,4,0,3
134535,9,35,5,0,0,0,0,0,0,0,0,0,6,1,6,0,6,5,1,6,3,5,3,0,5
241179,7,20,4,0,0,0,0,0,0,0,0,0,3,0,4,0,4,2,0,4,2,1,5,0,1
182965,9,25,4,0,0,0,0,0,0,0,0,0,3,1,8,1,2,2,0,5,1,1,3,0,1
83280,8,34,5,0,0,0,0,0,0,0,0,0,5,3,5,1,0,6,0,7,5,2,0,0,3
3260,8,32,5,0,0,0,0,0,0,0,0,0,1,2,6,3,0,4,5,4,7,0,6,-1,0
136926,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,2,0,3
147717,9,31,4,0,0,0,0,0,0,0,0,0,3,2,6,2,3,2,0,8,3,5,5,0,2
3307,9,35,5,0,0,0,0,0,0,0,0,0,3,0,5,6,4,5,1,5,5,5,4,0,5
48815,8,30,5,0,0,0,0,0,0,0,0,0,3,3,8,2,0,2,0,6,4,2,4,0,3
20682,8,28,4,0,0,0,0,0,0,0,0,0,4,0,6,1,2,3,0,8,3,5,5,0,1
2189,7,20,4,0,0,0,0,0,0,0,0,0,3,0,2,1,3,2,0,2,7,3,2,0,1
220219,5,20,4,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,5,4,3,5,0,1
123717,7,21,4,0,0,0,0,0,0,0,0,0,2,0,5,1,0,4,0,6,2,1,4,0,3
140817,9,46,6,0,0,0,0,0,0,0,0,0,5,2,6,5,5,7,0,8,3,4,1,0,2
248637,6,18,3,0,0,0,0,0,0,0,0,0,3,0,4,2,0,4,0,4,1,1,4,0,3
45032,9,60,8,0,0,0,0,0,0,0,0,0,8,8,9,6,5,7,0,8,4,4,1,-1,2
44304,9,38,5,0,0,0,0,0,0,0,0,0,4,1,7,2,1,6,0,4,9,6,4,0,2
6909,8,41,7,0,0,0,0,0,0,0,0,0,6,0,6,5,4,5,0,8,5,4,1,0,1
234251,9,29,5,0,0,0,0,0,0,0,0,0,2,2,8,1,3,3,0,4,2,5,3,0,2
101275,7,20,4,0,0,0,0,0,0,0,0,0,4,0,5,1,1,3,0,5,1,1,4,0,1
122029,8,18,2,0,0,0,0,0,0,0,0,0,1,1,4,1,1,2,0,6,0,1,5,0,1
32251,8,33,5,0,0,0,0,0,0,0,0,0,5,6,4,1,0,5,0,5,6,2,0,0,3
65412,7,20,4,0,0,0,0,0,0,0,0,0,3,0,6,1,1,2,0,4,3,1,4,0,1
73636,8,30,5,0,0,0,0,0,0,0,0,0,3,3,5,5,0,5,1,5,3,2,4,0,5
62656,8,30,5,0,0,0,0,0,0,0,0,0,3,2,7,0,4,4,1,6,3,5,3,0,5
141764,8,28,3,0,0,0,0,0,0,0,0,0,4,1,5,3,0,4,0,7,3,6,4,0,3
86902,8,33,5,0,0,0,0,0,0,0,0,0,6,0,7,5,2,3,0,5,5,5,3,0,1
73775,7,27,6,0,0,0,0,0,0,0,0,0,3,0,5,5,0,2,0,6,5,6,4,0,3
49607,8,29,4,0,0,0,0,0,0,0,0,0,4,0,5,1,2,6,0,5,5,6,4,0,1
86730,6,18,4,0,0,0,0,0,0,0,0,0,3,0,4,1,0,1,0,4,5,3,2,0,3
212595,7,21,3,0,0,0,0,0,0,0,0,0,0,0,7,1,3,3,0,3,3,1,5,0,1
108510,9,39,4,0,0,0,0,0,0,0,0,0,3,5,7,6,0,4,1,4,6,2,0,-1,5
53918,9,37,5,0,0,0,0,0,0,0,0,0,5,0,6,1,5,3,3,7,6,0,3,-1,4
10082,7,21,4,0,0,0,0,0,0,0,0,0,4,0,4,1,2,1,0,4,5,1,4,0,1
109825,9,25,4,0,0,0,0,0,0,0,0,0,5,2,7,1,2,1,0,4,1,1,3,0,2
4068,5,12,3,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,2,5,3,2,0,3
60380,8,31,6,0,0,0,0,0,0,0,0,0,3,2,6,2,0,4,0,6,6,6,4,0,3
15757,5,15,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,4,3,2,0,3
70484,7,24,3,0,0,0,0,0,0,0,0,0,4,1,6,2,0,5,0,5,1,1,4,0,3
32629,7,30,4,0,0,0,0,0,0,0,0,0,2,0,6,4,0,6,1,6,5,6,4,0,5
47826,5,19,4,0,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,5,4,3,2,0,3
87514,7,24,3,0,0,0,0,0,0,0,0,0,1,0,5,0,3,4,2,6,3,1,4,0,0
1256,7,43,7,0,0,0,0,0,0,0,0,0,6,5,7,6,0,5,0,7,7,4,0,0,3
105361,6,17,3,0,0,0,0,0,0,0,0,0,1,0,5,1,0,3,0,4,3,3,2,0,3
171108,9,27,3,0,0,0,0,0,0,0,0,0,1,0,7,1,1,6,1,4,3,6,3,0,5
4119,6,23,4,0,0,0,0,0,0,0,0,0,1,5,5,0,0,2,0,5,5,2,0,0,3
117718,6,15,3,0,0,0,0,0,0,0,0,0,1,2,1,1,0,6,0,4,0,3,2,0,3
227585,6,15,2,0,0,0,0,0,0,0,0,0,2,0,6,1,0,1,0,3,2,3,5,0,3
2967,9,37,3,0,0,0,0,0,0,0,0,0,3,3,5,3,0,4,1,8,9,2,0,0,5
232562,6,9,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,1,3,2,0,3
166789,8,28,5,0,0,0,0,0,0,0,0,0,1,3,5,3,0,4,0,6,5,6,4,0,3
254574,7,25,4,0,0,0,0,0,0,0,0,0,2,0,7,1,0,4,0,5,4,6,4,0,3
174534,6,17,4,0,0,0,0,0,0,0,0,0,2,0,4,0,3,4,0,3,1,3,5,0,1
110425,5,13,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,5,1,3,2,0,3
156452,8,25,5,0,0,0,0,0,0,0,0,0,3,0,7,1,2,4,0,5,2,5,4,0,1
234374,6,19,4,0,0,0,0,0,0,0,0,0,0,0,4,2,5,1,0,3,4,3,5,0,1
11431,9,45,7,0,0,0,0,0,0,0,0,0,7,0,7,6,3,5,1,9,5,4,1,0,5
249825,8,18,3,0,0,0,0,0,0,0,0,0,1,0,4,5,3,1,2,1,1,1,4,-1,0
53624,9,49,6,0,0,0,0,0,0,0,0,0,7,6,7,2,3,7,0,8,7,4,1,0,2
43891,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,2,0,3
139680,7,25,5,0,0,0,0,0,0,0,0,0,4,0,5,1,5,5,0,4,1,5,3,0,1
30543,8,33,5,0,0,0,0,0,0,0,0,0,4,2,5,4,0,7,1,4,6,6,0,0,5
213636,6,21,4,0,0,0,0,0,0,0,0,0,2,2,5,0,0,5,0,2,5,3,5,0,3
75866,10,49,6,0,0,0,0,0,0,0,0,0,4,7,7,4,8,3,1,9,5,4,1,-1,5
191885,7,16,3,0,0,0,0,0,0,0,0,0,2,0,2,1,5,1,0,3,2,3,5,0,1
20526,5,11,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,4,1,3,2,0,3
161879,5,14,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,4,1,3,2,0,3
85731,8,29,3,0,0,0,0,0,0,0,0,0,3,0,6,3,2,4,0,6,4,6,4,0,1
79003,7,28,4,0,0,0,0,0,0,0,0,0,2,0,5,1,7,3,0,5,5,5,3,0,1
11655,7,21,4,0,0,0,0,0,0,0,0,0,3,0,2,3,0,2,0,4,6,6,4,0,3
26730,7,22,3,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,1,6,5,1,2,0,5
89690,10,37,4,0,0,0,0,0,0,0,0,0,2,3,7,6,3,4,1,3,6,2,0,-1,5
118368,9,28,3,0,0,0,0,0,0,0,0,0,3,1,8,2,3,3,0,3,2,1,5,0,1
257124,6,21,4,0,0,0,0,0,0,0,0,0,4,0,5,4,1,0,0,4,3,1,4,0,1
36060,9,46,6,0,0,0,0,0,0,0,0,0,6,4,6,5,1,6,0,7,8,4,0,0,2
149309,7,33,5,0,0,0,0,0,0,0,0,0,4,3,7,6,0,5,0,4,4,2,4,0,3
99784,8,34,5,0,0,0,0,0,0,0,0,0,1,0,6,3,4,6,0,5,8,6,3,0,1
2234,8,38,6,0,0,0,0,0,0,0,0,0,6,4,7,3,0,5,0,6,5,2,0,0,3
220915,7,28,5,0,0,0,0,0,0,0,0,0,5,0,5,5,1,2,0,5,5,6,4,0,1
67045,7,22,4,0,0,0,0,0,0,0,0,0,2,0,5,4,0,1,1,5,4,6,4,0,5
177434,5,10,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,5,1,3,2,0,1
263302,6,17,3,0,0,0,0,0,0,0,0,0,3,0,2,1,0,4,0,4,3,3,2,0,3
14922,8,37,4,0,0,0,0,0,0,0,0,0,5,4,5,3,1,7,0,6,6,2,0,0,2
122764,9,33,5,0,0,0,0,0,0,0,0,0,5,1,6,4,1,5,1,6,4,5,3,0,5
111894,7,23,4,0,0,0,0,0,0,0,0,0,1,1,5,0,0,5,0,6,4,6,4,0,3
198613,10,37,5,0,0,0,0,0,0,0,0,0,5,5,8,5,2,4,1,5,1,2,4,-1,5
199541,8,22,2,0,0,0,0,0,0,0,0,0,1,1,4,1,0,7,1,4,3,6,4,0,5
29055,9,37,3,0,0,0,0,0,0,0,0,0,4,0,7,2,8,3,1,7,4,5,3,0,5
30163,6,25,4,0,0,0,0,0,0,0,0,0,3,0,5,3,0,3,0,6,5,6,4,0,3
4095,7,18,3,0,0,0,0,0,0,0,0,0,1,0,7,3,1,2,0,2,2,1,5,0,1
153267,6,13,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,2,4,3,2,0,3
104441,7,15,2,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1,0,5,2,3,2,0,3
182072,8,31,5,0,0,0,0,0,0,0,0,0,4,0,6,2,0,4,1,7,5,6,3,0,5
94513,7,22,3,0,0,0,0,0,0,0,0,0,0,3,2,0,2,4,0,4,6,3,0,0,2
1997,9,65,8,0,0,0,0,0,0,0,0,0,8,4,8,8,7,7,7,8,8,0,1,-1,0
20528,7,28,4,0,0,0,0,0,0,0,0,0,3,1,6,4,0,4,0,7,3,6,4,0,3
201311,8,24,4,0,0,0,0,0,0,0,0,0,3,1,4,1,0,5,0,6,3,6,4,0,3
48148,9,34,4,0,0,0,0,0,0,0,0,0,4,1,9,1,4,3,0,3,4,5,3,0,2
104079,7,26,4,0,0,0,0,0,0,0,0,0,4,0,6,2,0,3,0,6,4,6,4,0,3
245177,7,17,5,0,0,0,0,0,0,0,0,0,2,0,6,2,3,2,0,1,1,1,5,0,1
27216,6,18,3,0,0,0,0,0,0,0,0,0,1,0,3,4,0,2,0,4,4,3,2,0,3
39315,7,29,2,0,0,0,0,0,0,0,0,0,2,2,3,0,0,5,6,4,7,0,6,-1,0
69071,5,11,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,4,1,3,2,0,1
212858,6,16,3,0,0,0,0,0,0,0,0,0,1,1,3,1,0,4,0,6,0,3,2,0,3
199279,6,19,3,0,0,0,0,0,0,0,0,0,2,0,3,2,0,5,0,5,2,3,2,0,3
36087,7,20,4,0,0,0,0,0,0,0,0,0,2,0,3,2,0,2,0,6,4,6,4,0,3
97906,8,27,5,0,0,0,0,0,0,0,0,0,2,0,6,4,5,0,1,4,4,5,4,0,5
45424,8,37,6,0,0,0,0,0,0,0,0,0,4,4,4,5,0,8,1,5,6,2,0,0,5
111371,8,22,3,0,0,0,0,0,0,0,0,0,2,6,4,1,0,4,0,3,1,2,0,0,3
101029,10,20,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,1,8,2,1,5,0,5
99693,7,24,4,0,0,0,0,0,0,0,0,0,2,1,4,1,0,6,0,5,5,6,4,0,3
51697,10,42,4,0,0,0,0,0,0,0,0,0,2,3,9,3,2,4,2,7,8,4,1,0,4
34282,8,26,3,0,0,0,0,0,0,0,0,0,1,0,7,4,1,2,0,4,6,6,4,0,1
105198,8,29,4,0,0,0,0,0,0,0,0,0,2,5,6,2,0,1,0,7,4,2,0,0,3
208384,8,22,2,0,0,0,0,0,0,0,0,0,3,1,4,2,0,5,0,5,1,1,4,0,3
62004,9,39,5,0,0,0,0,0,0,0,0,0,5,0,7,6,3,5,1,7,3,4,1,0,5
24864,9,34,5,0,0,0,0,0,0,0,0,0,3,0,9,2,3,1,5,6,4,0,6,-1,0
170921,7,29,5,0,0,0,0,0,0,0,0,0,4,0,6,2,4,2,0,5,6,5,3,0,1
205748,9,30,5,0,0,0,0,0,0,0,0,0,3,2,9,1,2,4,0,5,3,5,3,0,2
197208,7,23,3,0,0,0,0,0,0,0,0,0,3,0,7,0,3,2,0,1,6,1,5,0,1
242495,7,22,3,0,0,0,0,0,0,0,0,0,2,1,5,0,0,5,0,5,3,1,4,0,3
87912,6,18,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,5,3,3,4,0,3
3349,8,44,7,0,0,0,0,0,0,0,0,0,5,6,7,5,0,5,0,8,6,4,0,0,3
116092,7,23,3,0,0,0,0,0,0,0,0,0,1,1,5,4,0,5,0,5,2,6,4,0,3
110150,8,23,3,0,0,0,0,0,0,0,0,0,2,0,7,1,1,3,0,4,2,1,5,0,1
166540,9,25,3,0,0,0,0,0,0,0,0,0,3,1,5,2,1,5,0,5,2,1,4,0,1
87863,8,30,5,0,0,0,0,0,0,0,0,0,3,3,6,2,1,4,0,7,4,2,4,0,2
178865,8,24,4,0,0,0,0,0,0,0,0,0,2,0,7,3,2,4,0,2,2,1,5,0,1
47727,9,40,6,0,0,0,0,0,0,0,0,0,5,6,6,1,1,3,0,6,8,2,0,0,2
139145,6,16,3,0,0,0,0,0,0,0,0,0,2,2,4,0,0,1,0,5,2,3,0,0,3
169979,6,19,4,0,0,0,0,0,0,0,0,0,3,0,3,1,0,5,0,3,4,3,4,0,3
55120,7,23,4,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,0,6,5,6,2,0,1
93620,9,34,4,0,0,0,0,0,0,0,0,0,3,0,7,6,2,3,1,8,3,5,3,0,5
11061,7,19,3,0,0,0,0,0,0,0,0,0,2,0,4,2,0,1,1,5,4,1,2,0,5
257420,8,30,4,0,0,0,0,0,0,0,0,0,3,5,4,2,4,2,0,8,2,2,0,0,2
16524,10,52,6,0,0,0,0,0,0,0,0,0,5,6,8,2,7,2,2,9,8,4,1,-1,0
174478,9,31,3,0,0,0,0,0,0,0,0,0,3,0,6,3,2,4,1,8,3,5,3,0,5
179775,8,30,5,0,0,0,0,0,0,0,0,0,2,3,4,5,0,5,0,1,7,6,0,0,3
75575,6,20,3,0,0,0,0,0,0,0,0,0,2,0,6,0,3,1,0,5,0,1,5,0,1
65914,6,16,4,0,0,0,0,0,0,0,0,0,1,0,3,0,3,3,0,5,1,3,2,0,1
198469,8,30,5,0,0,0,0,0,0,0,0,0,1,5,1,4,1,7,0,5,6,2,0,0,2
45021,6,26,5,0,0,0,0,0,0,0,0,0,3,0,5,2,0,4,0,6,6,6,4,0,3
13591,9,37,6,0,0,0,0,0,0,0,0,0,5,0,6,2,6,1,2,7,7,5,3,0,4
254976,7,24,3,0,0,0,0,0,0,0,0,0,2,5,5,0,5,0,0,4,2,1,0,-1,2
17702,7,29,5,0,0,0,0,0,0,0,0,0,2,0,4,1,0,5,0,6,7,6,4,0,3
55783,7,15,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,1,1,6,3,2,0,5
113421,9,29,5,0,0,0,0,0,0,0,0,0,3,2,5,1,1,1,0,6,7,6,3,0,2
201609,6,22,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,3,5,3,0,0,3
205526,7,27,4,0,0,0,0,0,0,0,0,0,5,0,6,4,2,2,0,5,3,5,4,0,1
209590,8,30,3,0,0,0,0,0,0,0,0,0,2,6,6,3,1,2,0,7,3,2,0,0,2
10351,7,25,3,0,0,0,0,0,0,0,0,0,3,1,3,2,0,4,0,6,6,6,4,0,3
2770,9,47,6,0,0,0,0,0,0,0,0,0,6,0,8,6,6,5,1,8,6,4,1,0,5
127996,8,28,4,0,0,0,0,0,0,0,0,0,3,4,5,1,0,7,1,4,3,2,0,0,5
110636,8,20,2,0,0,0,0,0,0,0,0,0,2,0,4,1,1,1,1,6,4,1,4,0,5
90419,7,26,4,0,0,0,0,0,0,0,0,0,3,0,7,0,1,4,0,5,3,1,4,0,1
48792,8,29,5,0,0,0,0,0,0,0,0,0,2,5,4,4,1,6,0,5,2,2,0,0,2
114855,6,26,4,0,0,0,0,0,0,0,0,0,1,0,6,5,0,5,0,5,0,1,4,0,3
155730,9,36,6,0,0,0,0,0,0,0,0,0,4,7,5,5,2,1,0,5,6,2,0,-1,2
19503,8,41,5,0,0,0,0,0,0,0,0,0,6,3,8,5,2,7,0,8,2,4,1,0,2
85890,9,35,4,0,0,0,0,0,0,0,0,0,2,2,8,4,3,1,0,8,3,5,3,0,2
94569,8,37,5,0,0,0,0,0,0,0,0,0,3,4,7,3,2,8,0,5,5,2,0,0,2
158281,8,25,4,0,0,0,0,0,0,0,0,0,3,2,3,2,0,4,1,8,2,6,4,0,5
169957,4,15,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,4,3,2,-1,3
34662,7,27,5,0,0,0,0,0,0,0,0,0,1,5,4,2,0,5,0,6,4,2,0,0,3
41607,7,22,3,0,0,0,0,0,0,0,0,0,2,0,4,2,0,2,1,5,6,6,2,0,5
82310,7,31,5,0,0,0,0,0,0,0,0,0,0,1,5,5,2,6,0,6,6,6,4,0,2
47967,8,43,5,0,0,0,0,0,0,0,0,0,7,0,8,5,5,1,0,6,7,4,3,-1,1
25812,8,48,6,0,0,0,0,0,0,0,0,0,7,0,7,5,7,6,3,8,5,0,1,-1,0
13904,9,49,5,0,0,0,0,0,0,0,0,0,5,3,8,3,5,6,0,9,6,4,1,0,2
123439,9,25,2,0,0,0,0,0,0,0,0,0,3,0,5,2,1,1,2,9,1,1,5,0,6
78501,8,38,5,0,0,0,0,0,0,0,0,0,4,2,6,5,0,6,3,6,6,0,1,-1,0
10957,8,34,5,0,0,0,0,0,0,0,0,0,2,2,6,5,5,2,0,5,7,5,3,0,2
21292,8,26,5,0,0,0,0,0,0,0,0,0,2,1,3,1,0,5,0,7,6,6,4,0,3
58434,9,40,4,0,0,0,0,0,0,0,0,0,6,8,6,4,4,3,0,7,1,2,0,-1,2
142535,5,16,3,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0,3,4,3,2,0,3
189683,6,20,4,0,0,0,0,0,0,0,0,0,2,0,4,1,0,3,0,6,4,6,4,0,3
77191,8,21,3,0,0,0,0,0,0,0,0,0,3,0,7,3,1,1,0,3,2,1,5,0,1
144834,8,30,4,0,0,0,0,0,0,0,0,0,3,1,4,3,0,7,2,5,5,6,4,0,6
99188,6,16,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,6,3,3,5,0,1
76342,6,20,3,0,0,0,0,0,0,0,0,0,4,0,4,3,0,2,0,5,2,1,4,0,3
128194,7,21,4,0,0,0,0,0,0,0,0,0,2,0,4,1,0,2,0,5,6,6,4,0,3
64258,9,45,5,0,0,0,0,0,0,0,0,0,4,6,8,1,6,2,0,7,4,5,0,0,2
6509,6,14,3,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,4,4,3,2,0,3
157990,9,33,4,0,0,0,0,0,0,0,0,0,4,2,3,4,2,5,0,7,5,6,4,0,2
31165,6,18,4,0,0,0,0,0,0,0,0,0,1,0,3,1,0,3,0,5,5,3,4,0,3
13322,10,47,7,0,0,0,0,0,0,0,0,0,5,8,6,1,4,5,2,9,3,4,1,-1,0
57001,7,28,4,0,0,0,0,0,0,0,0,0,1,1,4,5,0,6,0,4,7,6,4,0,3
40994,9,29,3,0,0,0,0,0,0,0,0,0,2,1,6,5,2,3,0,6,2,1,4,0,1
41640,8,33,4,0,0,0,0,0,0,0,0,0,5,0,8,2,7,2,0,5,2,5,3,0,1
122431,9,35,4,0,0,0,0,0,0,0,0,0,9,5,4,2,2,6,0,3,3,2,0,-1,2
201430,8,22,2,0,0,0,0,0,0,0,0,0,4,1,5,2,0,1,1,6,2,1,5,0,5
170494,8,34,4,0,0,0,0,0,0,0,0,0,5,0,7,6,2,4,0,6,3,5,4,0,1
211548,5,16,4,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,0,4,2,3,5,0,1
8796,10,43,4,0,0,0,0,0,0,0,0,0,5,1,7,2,1,6,1,9,7,4,1,-1,5
158958,6,21,4,0,0,0,0,0,0,0,0,0,1,0,6,2,0,4,0,4,4,6,2,0,3
143888,8,21,3,0,0,0,0,0,0,0,0,0,1,0,6,1,1,2,0,5,3,1,5,0,1
68453,8,27,5,0,0,0,0,0,0,0,0,0,2,3,3,1,2,6,0,6,4,6,4,0,2
3172,6,16,4,0,0,0,0,0,0,0,0,0,2,0,4,3,0,1,0,3,3,3,2,0,3
126,9,34,4,0,0,0,0,0,0,0,0,0,3,1,8,4,1,3,0,5,7,6,4,0,1
90216,7,28,5,0,0,0,0,0,0,0,0,0,2,1,5,5,0,6,0,5,4,6,4,0,3
107315,9,41,4,0,0,0,0,0,0,0,0,0,2,6,8,3,1,3,0,9,7,2,0,0,2
53601,9,37,5,0,0,0,0,0,0,0,0,0,4,4,8,3,1,6,0,5,5,2,0,0,2
47153,9,36,5,0,0,0,0,0,0,0,0,0,6,0,7,3,7,0,1,5,5,5,3,0,5
91257,7,26,5,0,0,0,0,0,0,0,0,0,4,0,6,1,0,4,0,6,4,6,4,0,3
41798,9,36,5,0,0,0,0,0,0,0,0,0,7,1,9,1,2,4,0,5,5,5,3,0,1
202028,6,21,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,1,4,3,3,4,0,5
128591,9,34,4,0,0,0,0,0,0,0,0,0,4,2,4,4,1,7,0,7,4,6,4,0,2
