userId,total_interactions,views,transactions,reviews,views_percent,transactions_percent,reviews_percent,views∩transactions,views∩reviews,transactions∩reviews,views∩transactions∩reviews,ratio_close_to_70_20_10
61108,40,22,13,5,55.0,32.5,12.5,10,4,5,4,NO
184445,20,11,6,3,55.0,30.0,15.0,4,3,2,2,NO
29467,25,13,9,3,52.0,36.0,12.0,7,3,3,3,NO
226049,49,26,16,7,53.1,32.7,14.3,11,4,5,3,NO
208110,93,51,30,12,54.8,32.3,12.9,14,7,6,5,NO
189683,47,26,15,6,55.3,31.9,12.8,11,5,3,3,NO
82056,70,38,23,9,54.3,32.9,12.9,16,7,7,6,NO
76783,47,26,15,6,55.3,31.9,12.8,11,4,4,3,NO
192251,52,28,17,7,53.8,32.7,13.5,9,5,5,4,NO
194861,40,22,13,5,55.0,32.5,12.5,10,5,4,4,NO
158958,26,14,9,3,53.8,34.6,11.5,5,2,3,2,NO
239386,20,11,6,3,55.0,30.0,15.0,5,2,2,1,NO
87103,22,12,7,3,54.5,31.8,13.6,5,2,2,1,NO
32629,70,38,23,9,54.3,32.9,12.9,14,7,8,6,NO
195121,36,20,11,5,55.6,30.6,13.9,8,2,3,2,NO
157242,56,30,18,8,53.6,32.1,14.3,14,6,6,5,NO
100412,17,9,6,2,52.9,35.3,11.8,4,1,2,1,NO
122029,30,16,10,4,53.3,33.3,13.3,7,3,3,2,NO
27236,121,65,40,16,53.7,33.1,13.2,23,11,11,9,NO
39625,103,56,34,13,54.4,33.0,12.6,22,9,11,8,NO
240049,65,36,21,8,55.4,32.3,12.3,11,5,5,4,NO
12872,73,40,24,9,54.8,32.9,12.3,15,6,7,5,NO
108393,104,57,34,13,54.8,32.7,12.5,23,10,10,7,NO
79065,43,24,14,5,55.8,32.6,11.6,7,4,4,3,NO
254874,57,30,19,8,52.6,33.3,14.0,12,5,6,4,NO
72632,65,36,21,8,55.4,32.3,12.3,14,5,6,4,NO
74111,96,53,31,12,55.2,32.3,12.5,8,6,6,6,NO
15757,4,3,1,0,75.0,25.0,0.0,1,0,0,0,NO
227594,65,36,21,8,55.4,32.3,12.3,15,6,6,5,NO
112117,52,28,17,7,53.8,32.7,13.5,12,4,5,3,NO
157878,65,36,21,8,55.4,32.3,12.3,14,6,7,5,NO
41936,136,74,44,18,54.4,32.4,13.2,19,12,12,10,NO
95750,68,37,22,9,54.4,32.4,13.2,14,8,6,6,NO
263258,72,39,24,9,54.2,33.3,12.5,18,6,7,6,NO
12443,175,95,57,23,54.3,32.6,13.1,24,13,16,13,NO
150427,93,51,30,12,54.8,32.3,12.9,21,8,9,6,NO
88356,83,45,27,11,54.2,32.5,13.3,12,3,3,2,NO
39404,45,25,14,6,55.6,31.1,13.3,8,4,4,3,NO
11431,215,117,70,28,54.4,32.6,13.0,31,19,18,16,NO
109775,45,25,14,6,55.6,31.1,13.3,8,3,3,2,NO
70870,118,64,39,15,54.2,33.1,12.7,24,8,9,7,NO
143,843,457,276,110,54.2,32.7,13.0,114,62,63,54,NO
34492,92,50,30,12,54.3,32.6,13.0,21,10,9,7,NO
128235,70,38,23,9,54.3,32.9,12.9,13,6,8,6,NO
88495,88,47,29,12,53.4,33.0,13.6,20,9,10,8,NO
52185,44,24,14,6,54.5,31.8,13.6,7,4,4,3,NO
256183,70,38,23,9,54.3,32.9,12.9,16,6,7,5,NO
75686,47,26,15,6,55.3,31.9,12.8,12,4,4,3,NO
179388,44,24,14,6,54.5,31.8,13.6,11,4,4,4,NO
156472,44,24,14,6,54.5,31.8,13.6,8,4,5,4,NO
41716,153,83,50,20,54.2,32.7,13.1,32,13,15,10,NO
57358,57,30,19,8,52.6,33.3,14.0,13,4,6,4,NO
31525,103,56,34,13,54.4,33.0,12.6,18,8,8,6,NO
216140,45,25,14,6,55.6,31.1,13.3,11,6,5,5,NO
32945,104,57,34,13,54.8,32.7,12.5,18,7,6,6,NO
152374,53,29,17,7,54.7,32.1,13.2,13,6,5,5,NO
156674,18,10,6,2,55.6,33.3,11.1,4,1,2,1,NO
1011,89,48,29,12,53.9,32.6,13.5,10,7,8,6,NO
204504,18,10,6,2,55.6,33.3,11.1,4,1,2,1,NO
8849,139,76,45,18,54.7,32.4,12.9,29,13,15,12,NO
264637,44,24,14,6,54.5,31.8,13.6,9,4,4,3,NO
18034,47,26,15,6,55.3,31.9,12.8,6,4,3,3,NO
94183,62,34,20,8,54.8,32.3,12.9,15,6,6,5,NO
176875,39,21,13,5,53.8,33.3,12.8,9,4,4,3,NO
13591,198,108,64,26,54.5,32.3,13.1,37,16,17,14,NO
70511,75,41,24,10,54.7,32.0,13.3,14,6,7,5,NO
8066,60,32,20,8,53.3,33.3,13.3,14,6,6,4,NO
235656,53,29,17,7,54.7,32.1,13.2,12,5,5,4,NO
202495,43,24,14,5,55.8,32.6,11.6,10,4,4,3,NO
171108,64,35,21,8,54.7,32.8,12.5,11,5,6,4,NO
106573,65,36,21,8,55.4,32.3,12.3,15,5,6,4,NO
117800,113,61,37,15,54.0,32.7,13.3,9,4,4,3,NO
61130,31,17,10,4,54.8,32.3,12.9,7,4,3,3,NO
232813,26,14,9,3,53.8,34.6,11.5,6,3,3,3,NO
65124,60,32,20,8,53.3,33.3,13.3,12,6,6,4,NO
223574,84,46,27,11,54.8,32.1,13.1,19,7,8,5,NO
165425,30,16,10,4,53.3,33.3,13.3,7,3,3,2,NO
122134,50,27,16,7,54.0,32.0,14.0,11,4,5,3,NO
7532,246,134,80,32,54.5,32.5,13.0,36,18,19,16,NO
24939,292,159,95,38,54.5,32.5,13.0,45,20,21,18,NO
26826,178,96,59,23,53.9,33.1,12.9,39,21,19,18,NO
95766,91,49,30,12,53.8,33.0,13.2,17,5,6,4,NO
31561,184,100,60,24,54.3,32.6,13.0,32,15,16,13,NO
93919,119,64,39,16,53.8,32.8,13.4,29,12,12,10,NO
121213,125,68,41,16,54.4,32.8,12.8,25,10,12,8,NO
63113,131,71,42,18,54.2,32.1,13.7,24,13,12,11,NO
107530,76,42,25,9,55.3,32.9,11.8,16,6,7,5,NO
37378,272,147,89,36,54.0,32.7,13.2,43,21,24,20,NO
984,260,142,85,33,54.6,32.7,12.7,54,24,24,21,NO
143564,75,41,24,10,54.7,32.0,13.3,14,7,7,5,NO
188274,78,42,26,10,53.8,33.3,12.8,6,4,4,4,NO
53428,222,120,73,29,54.1,32.9,13.1,51,16,20,14,NO
85698,111,60,36,15,54.1,32.4,13.5,24,11,12,9,NO
170494,96,53,31,12,55.2,32.3,12.5,18,8,9,8,NO
53918,93,51,30,12,54.8,32.3,12.9,18,9,8,7,NO
138849,58,31,19,8,53.4,32.8,13.8,11,5,7,5,NO
14847,89,48,29,12,53.9,32.6,13.5,20,8,9,6,NO
19044,137,75,44,18,54.7,32.1,13.1,20,12,12,10,NO
58006,136,74,44,18,54.4,32.4,13.2,29,11,13,10,NO
18624,84,46,27,11,54.8,32.1,13.1,17,6,7,4,NO
207789,80,43,26,11,53.8,32.5,13.8,18,8,7,6,NO
113936,100,54,33,13,54.0,33.0,13.0,19,9,9,7,NO
41798,167,90,55,22,53.9,32.9,13.2,41,14,15,12,NO
6909,106,57,35,14,53.8,33.0,13.2,19,9,9,7,NO
194150,36,20,11,5,55.6,30.6,13.9,8,3,3,2,NO
22458,162,88,53,21,54.3,32.7,13.0,25,12,13,10,NO
76820,73,40,24,9,54.8,32.9,12.3,15,6,7,5,NO
176132,76,42,25,9,55.3,32.9,11.8,15,5,6,5,NO
153836,35,19,11,5,54.3,31.4,14.3,7,4,4,4,NO
243925,45,25,14,6,55.6,31.1,13.3,10,4,3,3,NO
198613,81,44,26,11,54.3,32.1,13.6,20,8,9,7,NO
218177,62,34,20,8,54.8,32.3,12.9,11,4,5,3,NO
190754,35,19,11,5,54.3,31.4,14.3,9,5,5,5,NO
10585,24,13,8,3,54.2,33.3,12.5,6,2,3,2,NO
98887,84,46,27,11,54.8,32.1,13.1,15,6,6,4,NO
157944,42,23,14,5,54.8,33.3,11.9,10,4,4,3,NO
201357,39,21,13,5,53.8,33.3,12.8,8,4,4,3,NO
209574,52,28,17,7,53.8,32.7,13.5,12,4,5,3,NO
64349,111,60,36,15,54.1,32.4,13.5,23,9,12,9,NO
248637,36,20,11,5,55.6,30.6,13.9,8,3,3,2,NO
186395,52,28,17,7,53.8,32.7,13.5,12,4,5,3,NO
177466,34,19,11,4,55.9,32.4,11.8,7,3,3,2,NO
131467,28,15,9,4,53.6,32.1,14.3,6,2,2,1,NO
10486,52,28,17,7,53.8,32.7,13.5,12,7,7,7,NO
97359,68,37,22,9,54.4,32.4,13.2,18,7,8,7,NO
175856,28,15,9,4,53.6,32.1,14.3,5,4,3,3,NO
163215,76,42,25,9,55.3,32.9,11.8,17,5,6,4,NO
250880,26,14,9,3,53.8,34.6,11.5,6,2,3,2,NO
11160,107,59,35,13,55.1,32.7,12.1,22,9,9,7,NO
215286,58,31,19,8,53.4,32.8,13.8,11,6,6,6,NO
209590,65,36,21,8,55.4,32.3,12.3,16,7,6,6,NO
221362,52,28,17,7,53.8,32.7,13.5,7,5,5,4,NO
263427,47,26,15,6,55.3,31.9,12.8,11,4,4,3,NO
126525,47,26,15,6,55.3,31.9,12.8,11,5,4,4,NO
67085,34,19,11,4,55.9,32.4,11.8,8,3,3,2,NO
188471,75,41,24,10,54.7,32.0,13.3,15,7,7,5,NO
234093,20,11,6,3,55.0,30.0,15.0,4,2,2,1,NO
3544,78,42,26,10,53.8,33.3,12.8,16,6,8,5,NO
80154,84,46,27,11,54.8,32.1,13.1,18,7,8,5,NO
3606,93,51,30,12,54.8,32.3,12.9,22,8,9,6,NO
7076,83,45,27,11,54.2,32.5,13.3,19,7,7,6,NO
11061,22,12,7,3,54.5,31.8,13.6,5,2,2,1,NO
110087,50,27,16,7,54.0,32.0,14.0,12,5,5,4,NO
193935,78,42,26,10,53.8,33.3,12.8,18,6,8,5,NO
41607,35,19,11,5,54.3,31.4,14.3,8,3,3,2,NO
37715,125,68,41,16,54.4,32.8,12.8,28,10,11,8,NO
162212,26,14,9,3,53.8,34.6,11.5,5,2,3,2,NO
115846,61,33,20,8,54.1,32.8,13.1,15,6,5,5,NO
248210,49,26,16,7,53.1,32.7,14.3,11,4,5,3,NO
45021,69,37,23,9,53.6,33.3,13.0,15,7,6,6,NO
188599,18,10,6,2,55.6,33.3,11.1,5,2,2,2,NO
157873,17,9,6,2,52.9,35.3,11.8,3,2,2,2,NO
105512,53,29,17,7,54.7,32.1,13.2,9,5,5,4,NO
17702,117,63,39,15,53.8,33.3,12.8,23,10,11,10,NO
228676,42,23,14,5,54.8,33.3,11.9,8,4,4,3,NO
115048,39,21,13,5,53.8,33.3,12.8,5,4,3,3,NO
6601,28,15,9,4,53.6,32.1,14.3,7,3,3,2,NO
70484,75,41,24,10,54.7,32.0,13.3,12,8,6,6,NO
145816,50,27,16,7,54.0,32.0,14.0,10,5,5,4,NO
224598,14,7,5,2,50.0,35.7,14.3,3,1,2,1,NO
37170,165,90,54,21,54.5,32.7,12.7,30,14,13,11,NO
134508,101,55,33,13,54.5,32.7,12.9,22,9,9,7,NO
90216,44,24,14,6,54.5,31.8,13.6,8,3,4,3,NO
147520,56,30,18,8,53.6,32.1,14.3,13,6,6,6,NO
204615,42,23,14,5,54.8,33.3,11.9,11,5,4,4,NO
232144,60,32,20,8,53.3,33.3,13.3,7,4,5,3,NO
110334,35,19,11,5,54.3,31.4,14.3,7,3,3,2,NO
26147,43,24,14,5,55.8,32.6,11.6,9,4,4,3,NO
118944,44,24,14,6,54.5,31.8,13.6,10,4,4,3,NO
158687,24,13,8,3,54.2,33.3,12.5,5,2,2,2,NO
98159,61,33,20,8,54.1,32.8,13.1,13,6,5,5,NO
110310,25,13,9,3,52.0,36.0,12.0,5,2,3,2,NO
8025,49,26,16,7,53.1,32.7,14.3,11,4,5,3,NO
58912,36,20,11,5,55.6,30.6,13.9,6,3,3,2,NO
166303,42,23,14,5,54.8,33.3,11.9,11,5,4,4,NO
202453,36,20,11,5,55.6,30.6,13.9,8,4,3,3,NO
25014,32,18,10,4,56.2,31.2,12.5,7,3,3,2,NO
78157,139,76,45,18,54.7,32.4,12.9,20,10,10,7,NO
81193,49,26,16,7,53.1,32.7,14.3,10,5,5,4,NO
14680,32,18,10,4,56.2,31.2,12.5,7,3,3,2,NO
162809,36,20,11,5,55.6,30.6,13.9,7,4,3,3,NO
42793,49,26,16,7,53.1,32.7,14.3,9,4,5,4,NO
164380,11,6,4,1,54.5,36.4,9.1,3,1,1,1,NO
232929,60,32,20,8,53.3,33.3,13.3,11,5,6,4,NO
220176,58,31,19,8,53.4,32.8,13.8,6,4,3,3,NO
29140,53,29,17,7,54.7,32.1,13.2,12,3,5,3,NO
211221,30,16,10,4,53.3,33.3,13.3,7,4,3,3,NO
38133,161,87,53,21,54.0,32.9,13.0,29,15,14,14,NO
242981,20,11,6,3,55.0,30.0,15.0,2,1,1,1,NO
103700,36,20,11,5,55.6,30.6,13.9,5,2,3,2,NO
92735,49,26,16,7,53.1,32.7,14.3,9,4,5,4,NO
33690,195,106,64,25,54.4,32.8,12.8,33,17,17,14,NO
84093,179,97,59,23,54.2,33.0,12.8,39,16,15,12,NO
30892,301,163,98,40,54.2,32.6,13.3,23,12,14,12,NO
51236,121,65,40,16,53.7,33.1,13.2,24,11,13,9,NO
310,274,148,90,36,54.0,32.8,13.1,48,24,23,18,NO
23519,249,136,81,32,54.6,32.5,12.9,48,24,25,21,NO
181371,87,47,28,12,54.0,32.2,13.8,15,8,9,7,NO
255445,53,29,17,7,54.7,32.1,13.2,11,5,5,4,NO
245136,57,30,19,8,52.6,33.3,14.0,15,7,7,6,NO
11135,248,135,81,32,54.4,32.7,12.9,49,23,22,18,NO
75866,141,76,46,19,53.9,32.6,13.5,22,9,8,8,NO
44271,110,59,36,15,53.6,32.7,13.6,20,10,11,8,NO
132877,81,44,26,11,54.3,32.1,13.6,18,7,8,5,NO
8029,167,90,55,22,53.9,32.9,13.2,30,13,15,12,NO
55088,76,42,25,9,55.3,32.9,11.8,19,5,7,5,NO
105636,139,76,45,18,54.7,32.4,12.9,26,14,14,12,NO
166784,73,40,24,9,54.8,32.9,12.3,15,6,7,5,NO
60596,168,92,55,21,54.8,32.7,12.5,26,14,13,12,NO
155118,62,34,20,8,54.8,32.3,12.9,15,6,6,6,NO
55151,153,83,50,20,54.2,32.7,13.1,29,16,16,13,NO
63938,89,48,29,12,53.9,32.6,13.5,17,8,9,6,NO
76143,62,34,20,8,54.8,32.3,12.9,9,4,5,3,NO
84885,88,47,29,12,53.4,33.0,13.6,20,10,9,8,NO
23222,234,127,76,31,54.3,32.5,13.2,46,18,20,15,NO
10071,229,125,75,29,54.6,32.8,12.7,41,20,21,19,NO
106370,139,76,45,18,54.7,32.4,12.9,33,11,12,9,NO
170166,57,30,19,8,52.6,33.3,14.0,12,6,6,5,NO
118349,60,32,20,8,53.3,33.3,13.3,14,6,7,5,NO
23679,154,84,50,20,54.5,32.5,13.0,28,11,13,11,NO
193721,60,32,20,8,53.3,33.3,13.3,15,5,6,4,NO
188703,64,35,21,8,54.7,32.8,12.5,14,5,6,4,NO
52170,128,70,41,17,54.7,32.0,13.3,28,13,14,11,NO
72738,117,63,39,15,53.8,33.3,12.8,29,13,13,12,NO
6305,168,92,55,21,54.8,32.7,12.5,35,13,15,11,NO
53624,89,48,29,12,53.9,32.6,13.5,18,10,8,8,NO
25478,152,82,50,20,53.9,32.9,13.2,29,11,11,10,NO
47349,184,100,60,24,54.3,32.6,13.0,20,11,13,9,NO
23635,91,49,30,12,53.8,33.0,13.2,18,8,8,6,NO
241598,61,33,20,8,54.1,32.8,13.1,13,5,6,4,NO
74138,131,71,43,17,54.2,32.8,13.0,21,10,9,9,NO
37295,95,52,31,12,54.7,32.6,12.6,16,6,7,4,NO
35300,116,63,38,15,54.3,32.8,12.9,24,11,12,9,NO
259878,69,37,23,9,53.6,33.3,13.0,16,8,8,7,NO
59382,62,34,20,8,54.8,32.3,12.9,14,6,6,5,NO
46593,106,57,35,14,53.8,33.0,13.2,22,9,9,8,NO
219410,91,49,30,12,53.8,33.0,13.2,18,9,10,8,NO
205172,49,26,16,7,53.1,32.7,14.3,12,4,5,3,NO
87863,72,39,24,9,54.2,33.3,12.5,12,5,5,4,NO
101306,60,32,20,8,53.3,33.3,13.3,13,6,6,4,NO
182327,53,29,17,7,54.7,32.1,13.2,11,4,5,3,NO
202612,58,31,19,8,53.4,32.8,13.8,6,5,6,4,NO
31672,187,102,61,24,54.5,32.6,12.8,19,12,14,10,NO
64513,150,81,49,20,54.0,32.7,13.3,37,14,17,13,NO
178015,60,32,20,8,53.3,33.3,13.3,15,6,6,5,NO
66263,88,47,29,12,53.4,33.0,13.6,14,10,10,8,NO
191599,32,18,10,4,56.2,31.2,12.5,5,3,3,2,NO
139680,75,41,24,10,54.7,32.0,13.3,14,8,8,7,NO
75575,131,71,43,17,54.2,32.8,13.0,26,10,9,8,NO
201191,25,13,9,3,52.0,36.0,12.0,7,3,3,3,NO
198384,31,17,10,4,54.8,32.3,12.9,4,3,4,3,NO
4029,527,286,172,69,54.3,32.6,13.1,45,27,28,25,NO
178865,76,42,25,9,55.3,32.9,11.8,18,7,8,7,NO
4047,206,112,67,27,54.4,32.5,13.1,33,17,18,16,NO
72795,81,44,26,11,54.3,32.1,13.6,20,9,9,7,NO
50042,107,59,35,13,55.1,32.7,12.1,20,9,9,8,NO
52987,39,21,13,5,53.8,33.3,12.8,9,4,4,3,NO
40340,30,16,10,4,53.3,33.3,13.3,6,3,3,2,NO
96714,44,24,14,6,54.5,31.8,13.6,11,6,5,5,NO
255377,52,28,17,7,53.8,32.7,13.5,11,5,4,4,NO
130797,22,12,7,3,54.5,31.8,13.6,5,2,2,1,NO
48933,152,82,50,20,53.9,32.9,13.2,27,14,14,13,NO
140551,49,26,16,7,53.1,32.7,14.3,10,4,5,3,NO
120026,49,26,16,7,53.1,32.7,14.3,12,4,5,3,NO
41692,118,64,39,15,54.2,33.1,12.7,25,10,10,8,NO
68446,36,20,11,5,55.6,30.6,13.9,5,4,3,3,NO
204520,26,14,9,3,53.8,34.6,11.5,7,2,3,2,NO
206976,22,12,7,3,54.5,31.8,13.6,5,2,2,1,NO
152304,40,22,13,5,55.0,32.5,12.5,9,4,4,3,NO
60830,40,22,13,5,55.0,32.5,12.5,9,4,4,3,NO
7541,168,92,55,21,54.8,32.7,12.5,23,12,13,11,NO
140757,75,41,24,10,54.7,32.0,13.3,14,6,7,5,NO
99113,26,14,9,3,53.8,34.6,11.5,6,2,3,2,NO
91936,64,35,21,8,54.7,32.8,12.5,14,6,6,5,NO
196854,42,23,14,5,54.8,33.3,11.9,10,4,4,3,NO
201430,44,24,14,6,54.5,31.8,13.6,9,3,3,2,NO
74478,15,9,5,1,60.0,33.3,6.7,3,1,1,1,NO
245270,22,12,7,3,54.5,31.8,13.6,5,2,2,1,NO
34282,160,87,52,21,54.4,32.5,13.1,12,7,7,7,NO
574,64,35,21,8,54.7,32.8,12.5,14,5,6,4,NO
48954,31,17,10,4,54.8,32.3,12.9,7,4,3,3,NO
170948,25,13,9,3,52.0,36.0,12.0,6,2,3,2,NO
95038,30,16,10,4,53.3,33.3,13.3,7,3,3,2,NO
13764,40,22,13,5,55.0,32.5,12.5,9,4,4,3,NO
85219,49,26,16,7,53.1,32.7,14.3,9,4,5,3,NO
88752,52,28,17,7,53.8,32.7,13.5,12,6,5,5,NO
63284,42,23,14,5,54.8,33.3,11.9,7,4,4,3,NO
210546,35,19,11,5,54.3,31.4,14.3,9,4,4,4,NO
50570,35,19,11,5,54.3,31.4,14.3,8,3,3,2,NO
192026,53,29,17,7,54.7,32.1,13.2,12,5,4,4,NO
116439,40,22,13,5,55.0,32.5,12.5,8,4,4,3,NO
219805,20,11,6,3,55.0,30.0,15.0,5,3,3,3,NO
147802,117,63,39,15,53.8,33.3,12.8,24,12,13,11,NO
115263,62,34,20,8,54.8,32.3,12.9,15,5,6,4,NO
18402,80,43,26,11,53.8,32.5,13.8,12,6,6,6,NO
229448,25,13,9,3,52.0,36.0,12.0,6,2,3,2,NO
104443,70,38,23,9,54.3,32.9,12.9,10,7,7,6,NO
134846,69,37,23,9,53.6,33.3,13.0,11,4,5,4,NO
7667,25,13,9,3,52.0,36.0,12.0,6,2,3,2,NO
36723,117,63,39,15,53.8,33.3,12.8,25,11,11,9,NO
3349,145,79,47,19,54.5,32.4,13.1,22,12,13,10,NO
70022,24,13,8,3,54.2,33.3,12.5,5,2,3,2,NO
226436,18,10,6,2,55.6,33.3,11.1,2,1,2,1,NO
128967,49,26,16,7,53.1,32.7,14.3,12,4,5,3,NO
155197,18,10,6,2,55.6,33.3,11.1,4,1,2,1,NO
145765,1,1,0,0,100.0,0.0,0.0,0,0,0,0,NO
179735,7,4,2,1,57.1,28.6,14.3,2,1,1,1,NO
83083,50,27,16,7,54.0,32.0,14.0,10,6,5,5,NO
39315,12,7,4,1,58.3,33.3,8.3,3,1,1,1,NO
3785,417,226,136,55,54.2,32.6,13.2,35,21,20,17,NO
82433,87,47,28,12,54.0,32.2,13.8,21,9,9,6,NO
4860,226,123,74,29,54.4,32.7,12.8,33,14,14,12,NO
241179,53,29,17,7,54.7,32.1,13.2,11,5,5,4,NO
38192,45,25,14,6,55.6,31.1,13.3,5,3,3,2,NO
27989,89,48,29,12,53.9,32.6,13.5,11,4,4,4,NO
174465,64,35,21,8,54.7,32.8,12.5,14,6,7,5,NO
20385,125,68,41,16,54.4,32.8,12.8,30,10,13,9,NO
104079,44,24,14,6,54.5,31.8,13.6,10,4,4,3,NO
160042,36,20,11,5,55.6,30.6,13.9,8,4,5,4,NO
76341,50,27,16,7,54.0,32.0,14.0,9,4,5,4,NO
251770,32,18,10,4,56.2,31.2,12.5,7,3,3,2,NO
12517,101,55,33,13,54.5,32.7,12.9,21,10,11,9,NO
156235,32,18,10,4,56.2,31.2,12.5,9,4,4,4,NO
78564,72,39,24,9,54.2,33.3,12.5,15,6,8,6,NO
85717,42,23,14,5,54.8,33.3,11.9,10,4,4,3,NO
26711,92,50,30,12,54.3,32.6,13.0,11,5,6,5,NO
170699,32,18,10,4,56.2,31.2,12.5,4,2,1,1,NO
57025,121,65,40,16,53.7,33.1,13.2,15,6,6,6,NO
188795,28,15,9,4,53.6,32.1,14.3,7,3,3,2,NO
6147,42,23,14,5,54.8,33.3,11.9,8,4,4,3,NO
117522,69,37,23,9,53.6,33.3,13.0,19,7,6,6,NO
96121,64,35,21,8,54.7,32.8,12.5,12,7,7,6,NO
53214,78,42,26,10,53.8,33.3,12.8,14,4,7,4,NO
238886,76,42,25,9,55.3,32.9,11.8,19,8,7,6,NO
127220,31,17,10,4,54.8,32.3,12.9,8,3,4,3,NO
110626,42,23,14,5,54.8,33.3,11.9,9,3,2,2,NO
265946,45,25,14,6,55.6,31.1,13.3,10,4,4,3,NO
9165,78,42,26,10,53.8,33.3,12.8,18,7,9,6,NO
848,1166,633,381,152,54.3,32.7,13.0,68,34,39,32,NO
226221,32,18,10,4,56.2,31.2,12.5,6,3,3,3,NO
22608,60,32,20,8,53.3,33.3,13.3,15,6,6,4,NO
174198,62,34,20,8,54.8,32.3,12.9,13,6,7,5,NO
46405,44,24,14,6,54.5,31.8,13.6,10,5,4,3,NO
36819,200,109,65,26,54.5,32.5,13.0,23,9,10,8,NO
102900,87,47,28,12,54.0,32.2,13.8,15,8,7,6,NO
172138,34,19,11,4,55.9,32.4,11.8,8,3,3,2,NO
4678,229,125,75,29,54.6,32.8,12.7,39,16,18,15,NO
14388,136,74,44,18,54.4,32.4,13.2,30,14,14,12,NO
38520,211,114,69,28,54.0,32.7,13.3,23,14,16,12,NO
100781,64,35,21,8,54.7,32.8,12.5,16,6,6,5,NO
66005,58,31,19,8,53.4,32.8,13.8,13,7,6,6,NO
238028,64,35,21,8,54.7,32.8,12.5,12,5,6,5,NO
5221,101,55,33,13,54.5,32.7,12.9,21,11,10,9,NO
78704,111,60,36,15,54.1,32.4,13.5,26,8,9,7,NO
218768,53,29,17,7,54.7,32.1,13.2,13,4,5,3,NO
215871,78,42,26,10,53.8,33.3,12.8,19,7,8,6,NO
2770,195,106,64,25,54.4,32.8,12.8,25,13,14,12,NO
44010,149,80,49,20,53.7,32.9,13.4,33,14,13,10,NO
179441,72,39,24,9,54.2,33.3,12.5,14,5,5,4,NO
7659,142,77,46,19,54.2,32.4,13.4,30,13,15,11,NO
99041,80,43,26,11,53.8,32.5,13.8,14,7,9,7,NO
174983,34,19,11,4,55.9,32.4,11.8,8,3,3,2,NO
174407,64,35,21,8,54.7,32.8,12.5,12,5,5,4,NO
95096,65,36,21,8,55.4,32.3,12.3,14,6,7,5,NO
221,654,355,214,85,54.3,32.7,13.0,111,57,55,53,NO
127996,20,11,6,3,55.0,30.0,15.0,4,2,2,2,NO
4865,206,112,67,27,54.4,32.5,13.1,36,18,18,16,NO
143888,49,26,16,7,53.1,32.7,14.3,13,7,5,5,NO
94934,89,48,29,12,53.9,32.6,13.5,13,9,9,7,NO
72427,61,33,20,8,54.1,32.8,13.1,14,6,6,5,NO
108021,83,45,27,11,54.2,32.5,13.3,16,6,7,5,NO
17641,149,80,49,20,53.7,32.9,13.4,32,12,14,10,NO
210825,31,17,10,4,54.8,32.3,12.9,7,3,3,2,NO
213980,44,24,14,6,54.5,31.8,13.6,11,5,4,4,NO
157048,95,52,31,12,54.7,32.6,12.6,21,9,9,7,NO
89811,43,24,14,5,55.8,32.6,11.6,10,3,3,3,NO
182818,61,33,20,8,54.1,32.8,13.1,13,5,6,4,NO
266683,39,21,13,5,53.8,33.3,12.8,8,3,4,3,NO
123556,68,37,22,9,54.4,32.4,13.2,13,6,5,5,NO
105049,15,9,5,1,60.0,33.3,6.7,4,1,1,1,NO
64094,15,9,5,1,60.0,33.3,6.7,4,1,1,1,NO
259148,45,25,14,6,55.6,31.1,13.3,11,4,4,3,NO
259167,11,6,4,1,54.5,36.4,9.1,3,1,1,1,NO
67694,56,30,18,8,53.6,32.1,14.3,14,5,6,4,NO
12830,184,100,60,24,54.3,32.6,13.0,14,9,9,8,NO
106250,47,26,15,6,55.3,31.9,12.8,2,2,2,2,NO
60853,139,76,45,18,54.7,32.4,12.9,10,8,7,6,NO
42910,30,16,10,4,53.3,33.3,13.3,7,3,3,2,NO
221155,14,7,5,2,50.0,35.7,14.3,3,1,2,1,NO
48739,135,73,44,18,54.1,32.6,13.3,19,7,8,7,NO
193361,24,13,8,3,54.2,33.3,12.5,6,2,3,2,NO
138623,35,19,11,5,54.3,31.4,14.3,5,3,4,3,NO
255389,32,18,10,4,56.2,31.2,12.5,8,3,3,2,NO
167825,11,6,4,1,54.5,36.4,9.1,3,1,1,1,NO
13322,123,67,40,16,54.5,32.5,13.0,26,9,11,8,NO
126532,70,38,23,9,54.3,32.9,12.9,5,4,4,4,NO
122331,62,34,20,8,54.8,32.3,12.9,15,6,6,5,NO
16222,43,24,14,5,55.8,32.6,11.6,5,4,4,4,NO
255602,49,26,16,7,53.1,32.7,14.3,10,5,5,4,NO
4095,22,12,7,3,54.5,31.8,13.6,6,3,2,2,NO
121116,128,70,41,17,54.7,32.0,13.3,13,6,5,5,NO
201311,32,18,10,4,56.2,31.2,12.5,7,3,3,2,NO
26489,47,26,15,6,55.3,31.9,12.8,13,5,4,4,NO
218355,14,7,5,2,50.0,35.7,14.3,3,1,2,1,NO
215458,34,19,11,4,55.9,32.4,11.8,7,2,2,2,NO
115804,28,15,9,4,53.6,32.1,14.3,6,4,3,3,NO
241154,9,5,3,1,55.6,33.3,11.1,2,1,1,1,NO
27760,39,21,13,5,53.8,33.3,12.8,10,5,5,5,NO
2820,24,13,8,3,54.2,33.3,12.5,6,2,3,2,NO
