user_id,cluster,dominant_poi_type,aux_poi_types
47295,0,Mall,Trade School;Multiplex;Train Station;Subway;Bus Station
123988,0,Bus Station,Mall;Fried Chicken Joint;Food Court;Fast Food Restaurant;Restaurant
224175,0,Coffee Shop,Mall;Bus Station;Fast Food Restaurant;Asian Restaurant;Food Court
75820,0,Nightclub,Mall;Chinese Restaurant;Multiplex;Food Court;Ramen /  Noodle House
114754,0,Coffee Shop,Mall;Department Store;Dessert Shop;Food Court;Furniture / Home Store
168228,2,Mall,Multiplex;Japanese Restaurant;Chinese Restaurant;Food Court;Flea Market
188354,2,Mall,Food Court;Dessert Shop;Bus Station;College Academic Building;Flea Market
148889,0,Train Station,Subway;Department Store;Bus Station;Mall;Coffee Shop
176906,2,Coffee Shop,Ice Cream Shop;Burger Joint;Furniture / Home Store;Caf;Multiplex
310,4,Mall,Bus Line;Bus Station;Multiplex;Food Court;Event Space
888,4,Train Station,Church;Subway;Mall;General College & University;Bus Line
34229,0,Church,Mall;Train Station;High School;Bus Station;Coffee Shop
130797,0,Subway,Mall;Food Court;General Entertainment;Bus Station;Clothing Store
23686,2,Mall,Chinese Restaurant;Boutique;Food Court;Department Store;Church
75704,0,Mall,Flea Market;Japanese Restaurant;Subway;Chinese Restaurant;Dessert Shop
48070,0,Gym,Bus Station;Coffee Shop;Chinese Restaurant;Mall;Resort
18246,0,Train Station,Mall;Church;Subway;Bus Station;Chinese Restaurant
85783,2,Caf,Coffee Shop;Mall;Chinese Restaurant;Nightclub;Fast Food Restaurant
207010,0,Mall,General Entertainment;Tea Room;Bus Station;Nightclub;Department Store
2062,0,Mall,Subway;Food Court;Clothing Store;Multiplex;Hotel
128235,0,Mall,Fried Chicken Joint;Asian Restaurant;Coffee Shop;American Restaurant;Caf
183893,0,Mall,Asian Restaurant;Bar;Food Court;Chinese Restaurant;Caf
72908,2,Mall,Multiplex;Ramen /  Noodle House;Chinese Restaurant;Fried Chicken Joint;Japanese Restaurant
193721,0,Mall,High School;Multiplex;Park;Bus Station;Japanese Restaurant
10957,0,Mall,Train Station;Bus Station;Airport Terminal;Bus Line;Event Space
76266,0,Japanese Restaurant,Mall;General Entertainment;Asian Restaurant;Bar;Boutique
140431,0,Mall,Asian Restaurant;Nightclub;Chinese Restaurant;Multiplex;Bar
227585,0,Mall,Fast Food Restaurant;Coffee Shop;Food Court;Fried Chicken Joint;Government Building
162054,0,College Academic Building,Caf;Boutique;Fried Chicken Joint;Restaurant;Tea Room
56295,0,Mall,Nightclub;Bar;Coffee Shop;Airport;Burger Joint
53918,2,Mall,Flea Market;Nightclub;Event Space;Train Station;Fried Chicken Joint
166153,0,Food Court,Dessert Shop;American Restaurant;Mall;Chinese Restaurant;Nightclub
2252,4,Mall,Subway;Train Station;Ice Cream Shop;Chinese Restaurant;Tea Room
108848,0,Nightclub,Bar;Food Court;Mall;Chinese Restaurant;Asian Restaurant
28039,0,Nightclub,Mall;Coffee Shop;Bar;General College & University;Multiplex
984,4,Mall,Bus Station;Subway;Food Court;Flea Market;Fast Food Restaurant
38263,0,Mall,Asian Restaurant;Tea Room;Fast Food Restaurant;Hospital;Flea Market
145403,0,Train Station,Mall;Bus Station;Trade School;Burger Joint;Fast Food Restaurant
3544,0,Mall,Fast Food Restaurant;Bus Station;Subway;Bus Line;Church
88495,2,Mall,Food Court;Gym;Multiplex;Asian Restaurant;Church
24118,0,Mall,Grocery Store;Fast Food Restaurant;Event Space;Subway;Food Court
215706,2,Mall,American Restaurant;Seafood Restaurant;Ice Cream Shop;Train Station;Burger Joint
115688,0,Mall,Seafood Restaurant;Furniture / Home Store;Airport;American Restaurant;Event Space
209891,2,Mall,Multiplex;Chinese Restaurant;Japanese Restaurant;Coffee Shop;Food Court
20385,2,Chinese Restaurant,Japanese Restaurant;Mall;Airport Terminal;Food Court;Multiplex
105198,2,Mall,Fast Food Restaurant;Boutique;Caf;Event Space;General College & University
6845,0,Hotel,College Academic Building;Mall;College Cafeteria;Nightclub;Bus Station
118605,0,Multiplex,Bar;Hotel;Seafood Restaurant;Italian Restaurant;Park
228036,0,High School,Fast Food Restaurant;Multiplex;Food Court;Mall;Resort
44382,2,Mall,Dessert Shop;Japanese Restaurant;Chinese Restaurant;Department Store;Flea Market
179236,2,Food Court,Multiplex;Caf;Chinese Restaurant;Mall;Nightclub
98776,2,School,Mall;Japanese Restaurant;Food Court;Grocery Store;Subway
204187,0,Mall,Department Store;Coffee Shop;Dessert Shop;Chinese Restaurant;Fast Food Restaurant
12390,0,Mall,Food Court;Fast Food Restaurant;Italian Restaurant;Subway;Bus Station
28042,0,Trade School,Train Station;College Cafeteria;Mall;Bus Station;Caf
62004,2,Mall,Gym;Asian Restaurant;Hospital;Multiplex;Flea Market
195978,0,Government Building,Fried Chicken Joint;Italian Restaurant;Food Court;Multiplex
45086,2,Nightclub,Chinese Restaurant;Mall;Government Building;Caf;School
201693,0,Mall,Food Court;Caf;Hotel;Chinese Restaurant;Event Space
80154,0,Fast Food Restaurant,Mall;Restaurant;Trade School;Event Space;Fried Chicken Joint
143564,2,Mall,Resort;Airport Terminal;Caf;American Restaurant;Fast Food Restaurant
191064,0,Mall,Multiplex;Fast Food Restaurant;Bus Station;Government Building;Chinese Restaurant
188274,0,Nightclub,Mall;Dessert Shop;Food Court;Bar
122631,2,Japanese Restaurant,Asian Restaurant;Mall;Chinese Restaurant;Food Court;Fast Food Restaurant
66005,0,Mall,General Entertainment;Ice Cream Shop;Fast Food Restaurant;Clothing Store;Coffee Shop
4774,2,Caf,Chinese Restaurant;Subway;Mall;Asian Restaurant;Bar
234595,0,Caf,Mall;Chinese Restaurant;Coffee Shop;Fast Food Restaurant;Multiplex
122487,0,Mall,Coffee Shop;Caf;General Entertainment;Hotel;Furniture / Home Store
31380,2,Mall,Fast Food Restaurant;Food Court;Asian Restaurant;Chinese Restaurant;Coffee Shop
100989,0,Mall,High School;Coffee Shop;Department Store;Gym;Multiplex
69723,2,Mall,Multiplex;Chinese Restaurant;Hospital;Coffee Shop;Caf
188703,0,Chinese Restaurant,Mall;Nightclub;High School;Hotel;Bar
106404,0,Mall,Multiplex;Bus Line;General Entertainment;Seafood Restaurant;Train Station
121270,0,Mall,Train Station;Chinese Restaurant;Subway;Airport Terminal;Asian Restaurant
7076,0,Mall,Food Court;Grocery Store;Trade School;Resort;Train Station
159969,2,Mall,Food Court;Asian Restaurant;Caf;Coffee Shop;Department Store
255445,0,Nightclub,Mall;Bar;Event Space;Fast Food Restaurant;Food Court
3606,0,Mall,Food Court;Subway;Department Store;Airport Terminal;Fast Food Restaurant
18252,0,Mall,Subway;Airport;Dessert Shop;Airport Terminal;Caf
209888,0,Mall,High School;Bus Station;Food Court;College Academic Building;General College & University
4264,0,Mall,General Entertainment;Hotel;Fast Food Restaurant;Subway;Department Store
31511,0,Nightclub,Mall;Bus Station;Flea Market;Hotel;Coffee Shop
165989,2,Sushi Restaurant,Japanese Restaurant;Italian Restaurant;Caf;Food Court;American Restaurant
126794,0,Multiplex,Resort;Nightclub;Bar;Caf;Clothing Store
259818,0,Caf,Food Court;Chinese Restaurant;Coffee Shop;Bar;Asian Restaurant
145438,0,Nightclub,Chinese Restaurant;Food Court;Mall;Asian Restaurant;Coffee Shop
89442,2,Chinese Restaurant,Mall;Caf;Hotel;Dessert Shop;Japanese Restaurant
3172,0,Gym,Mall;Food Court;General Entertainment;Ice Cream Shop
55918,2,Mall,Japanese Restaurant;Chinese Restaurant;Gym;Subway;Church
132593,0,Mall,Nightclub;Food Court;Clothing Store;Bus Station;Church
86754,0,Mall,Multiplex;Bus Station;Burger Joint;Grocery Store;Bus Line
119932,0,Bus Station,Trade School;Mall;Bus Line;Coffee Shop;Dessert Shop
53428,2,Chinese Restaurant,Nightclub;Mall;Japanese Restaurant;Multiplex;Asian Restaurant
24008,2,Mall,Nightclub;Chinese Restaurant;College Academic Building;Food Court;Department Store
77891,0,Mall,Bus Station;Chinese Restaurant;Food Court;Subway;Coffee Shop
85872,0,Mall,Subway;Department Store;Caf;Coffee Shop;Fast Food Restaurant
91238,0,Nightclub,Mall;Bar;Hotel;Airport;Restaurant
238028,0,Mall,Nightclub;Subway;Fast Food Restaurant;Food Court;Caf
164172,0,Mall,Nightclub;American Restaurant;Asian Restaurant;Coffee Shop;Event Space
89315,0,Chinese Restaurant,Coffee Shop;Nightclub;Mall;Asian Restaurant;Train Station
259878,0,Caf,Asian Restaurant;Nightclub;Chinese Restaurant;Mall;Bar
47153,2,Nightclub,Chinese Restaurant;Multiplex;Food Court;Mall;Caf
241565,0,Mall,Subway;Airport Terminal;Asian Restaurant;Caf;Clothing Store
85890,0,Mall,Caf;Asian Restaurant;Hotel;Boutique;Clothing Store
160042,0,Mall,Fried Chicken Joint;Fast Food Restaurant;Bus Station;Food Court;Bus Line
99727,0,Mall,Bus Station;Chinese Restaurant;Food Court;Burger Joint;Department Store
41303,0,Mall,Church;Food Court;Resort
86707,2,Mall,Food Court;Nightclub;Fast Food Restaurant;Furniture / Home Store;Multiplex
174407,0,Church,Gym;Food Court;Dessert Shop;Ice Cream Shop;School
199131,0,College Academic Building,Mall;Food Court
22620,0,Subway,Train Station;College Cafeteria;Trade School;Bus Station;Food Court
147131,0,Mall,Caf;Chinese Restaurant;Church;Dessert Shop;Food Court
91257,0,Mall,Asian Restaurant;Hotel;Japanese Restaurant;Multiplex;Restaurant
13826,2,Mall,Church;Airport Terminal;Asian Restaurant;Dessert Shop;Event Space
55783,0,Hospital,Gym;Multiplex
212442,0,Japanese Restaurant,American Restaurant;Chinese Restaurant;Restaurant;Church;Dessert Shop
212858,0,Church,Mall;Dessert Shop;School;Chinese Restaurant;High School
241598,0,Gym,Fast Food Restaurant;Multiplex;Ice Cream Shop;Mall;Coffee Shop
22809,0,Bus Station,Mall;Bus Line;Grocery Store;Fast Food Restaurant;Food Court
207076,0,Mall,Bus Line;General College & University;General Entertainment
221847,0,Caf,Fast Food Restaurant;Burger Joint;General College & University;American Restaurant;Chinese Restaurant
263302,0,Mall,Government Building;Event Space;Fast Food Restaurant;High School;School
74407,2,Mall,Food Court;Coffee Shop;Fast Food Restaurant;Tea Room;Furniture / Home Store
204504,0,Bus Station,Train Station;Mall;Subway;Hotel;Department Store
31758,0,Mall,Bus Station;Fast Food Restaurant;Department Store;Subway;Fried Chicken Joint
138816,0,Bus Station,General College & University;Mall;Bus Line;Asian Restaurant;Fast Food Restaurant
61491,2,Mall,Department Store;Airport;Chinese Restaurant;Coffee Shop;Caf
154193,0,Mall,Church;Fast Food Restaurant;Coffee Shop;High School;Caf
156352,0,Bar,Hotel;Chinese Restaurant;Event Space;Italian Restaurant;Seafood Restaurant
41716,2,Chinese Restaurant,Mall;Food Court;Ramen /  Noodle House;Asian Restaurant;Coffee Shop
124075,0,Subway,Mall;Fried Chicken Joint;Food Court;Hospital
244730,0,Mall,Train Station;Clothing Store;Dessert Shop;Tea Room;Caf
85064,0,Mall,American Restaurant
52185,0,Mall,Multiplex;Gym;Asian Restaurant;Boutique;Bar
234298,0,Mall,Fast Food Restaurant;Restaurant;Food Court;Subway;Train Station
41416,0,Mall,Coffee Shop;High School;Park;Seafood Restaurant;Grocery Store
174442,0,Mall,Food Court;Furniture / Home Store;Asian Restaurant;Flea Market;Hospital
111241,0,Mall,Airport Terminal;Food Court;Department Store;Event Space;Grocery Store
98971,0,School,Mall;Food Court;Chinese Restaurant;Restaurant;American Restaurant
146894,2,Mall,Fried Chicken Joint;High School;Sushi Restaurant;Dessert Shop;Caf
40405,0,Mall,Food Court;Chinese Restaurant;Seafood Restaurant;Coffee Shop;Fast Food Restaurant
11546,2,Subway,Train Station;Coffee Shop;Caf;Mall;Department Store
245136,0,Mall,Chinese Restaurant;Seafood Restaurant;Japanese Restaurant;Fast Food Restaurant;Food Court
11135,2,Mall,Chinese Restaurant;Japanese Restaurant;Coffee Shop;Fast Food Restaurant;Burger Joint
138926,0,Mall,Asian Restaurant;Bus Station;Chinese Restaurant;Food Court;Fried Chicken Joint
42300,0,Mall,Subway;Coffee Shop;Boutique;Department Store;Chinese Restaurant
135827,2,Mall,Coffee Shop;Chinese Restaurant;American Restaurant;Hotel;Multiplex
19071,2,Mall,Sushi Restaurant;Asian Restaurant;Caf;Japanese Restaurant;Seafood Restaurant
87514,0,Mall,Burger Joint;Food Court;Asian Restaurant;Chinese Restaurant;Fast Food Restaurant
179347,2,Chinese Restaurant,Multiplex;Japanese Restaurant;Restaurant;Sushi Restaurant;Asian Restaurant
241640,0,Food Court,Mall;Japanese Restaurant;Asian Restaurant;Coffee Shop;Airport Terminal
36087,0,Mall,Multiplex;Church;Bus Line;Food Court;Hotel
166303,0,Mall,Seafood Restaurant;Airport Terminal;Asian Restaurant;Chinese Restaurant;Event Space
17272,2,Church,School;Mall;Government Building;Subway;Hotel
20528,0,Mall,High School;Fast Food Restaurant;Fried Chicken Joint;Tea Room;General Entertainment
65359,0,Dessert Shop,Subway;Coffee Shop;Food Court;High School;Japanese Restaurant
84069,0,Mall,Fast Food Restaurant;Flea Market;Food Court;Restaurant;Tea Room
58342,0,Mall,Bus Station;Clothing Store;Coffee Shop;Fast Food Restaurant;Food Court
251770,0,Mall,Food Court;Chinese Restaurant;Japanese Restaurant;Boutique;Caf
10585,0,University,Train Station;Hotel;Mall;Subway;Bus Line
46062,0,Mall,Airport;Subway;Chinese Restaurant;Coffee Shop;Italian Restaurant
125515,0,Church,Coffee Shop;Mall;Bus Station;Subway;Grocery Store
152304,0,Bar,Hotel;Seafood Restaurant;Subway;Food Court;American Restaurant
116092,0,Mall,Chinese Restaurant;School;Boutique;Department Store;Event Space
125516,0,Mall,Asian Restaurant;Coffee Shop;Fried Chicken Joint;Department Store;Food Court
85007,0,Mall,Coffee Shop;Fast Food Restaurant;Caf;Department Store;Food Court
72738,2,Food Court,Mall;Coffee Shop;Multiplex;Asian Restaurant;Airport Terminal
158281,0,Mall,Tea Room;Event Space;Fast Food Restaurant;Government Building;Bus Line
16143,0,Mall,Subway;Italian Restaurant;Caf;Food Court;Airport
263879,0,Mall,Church;Fast Food Restaurant;Dessert Shop;Multiplex;Chinese Restaurant
78704,0,Park,Gym;Mall;Bar;Multiplex;Asian Restaurant
16524,2,Mall,General College & University;Bus Station;Food Court;Chinese Restaurant;College Academic Building
193901,0,Mall,Asian Restaurant;Hospital;American Restaurant;Department Store;Food Court
46881,0,Mall,Subway;Airport;Bus Station;Food Court;Airport Terminal
29890,0,General College & University,Mall;College Academic Building;Train Station;College Cafeteria;Subway
160232,0,Subway,Hotel;Mall;Nightclub;Bus Station;Resort
256183,2,Chinese Restaurant,Japanese Restaurant;Mall;Multiplex;American Restaurant;Bar
107741,2,Japanese Restaurant,General Entertainment;Caf;Coffee Shop;Ramen /  Noodle House;Mall
181559,0,Bus Line,High School;Mall;Multiplex;Chinese Restaurant;Coffee Shop
1495,0,Mall,Subway;Flea Market;Chinese Restaurant;Bus Line;Hotel
224842,0,Church,Chinese Restaurant;Caf;Park;Furniture / Home Store;Boutique
74946,0,Mall,Caf;Event Space;Food Court;Hotel;American Restaurant
221440,0,Government Building,Food Court;Asian Restaurant;Mall
157873,0,Mall,Flea Market;Subway;Food Court;Resort;Restaurant
170494,2,Fast Food Restaurant,Mall;Multiplex;American Restaurant;Asian Restaurant;Food Court
218768,0,Mall,Coffee Shop;Restaurant;Asian Restaurant;Tea Room;Chinese Restaurant
48098,0,Mall,Food Court;Coffee Shop;Church;Bus Line;Burger Joint
16045,2,Mall,Food Court;Boutique;Subway;Park;Bus Station
53601,0,Mall,Fast Food Restaurant;Fried Chicken Joint;Hospital;School;Boutique
7659,2,Church,Mall;Subway;Fast Food Restaurant;Restaurant;Train Station
59931,0,School,Mall;Chinese Restaurant;Asian Restaurant;Fried Chicken Joint;Japanese Restaurant
53057,0,Subway,Train Station;Food Court;Bus Station;General Entertainment;Government Building
188795,0,Mall,Subway;Flea Market;Chinese Restaurant;Food Court;Boutique
184060,2,Mall,Ramen /  Noodle House;Seafood Restaurant;Japanese Restaurant;Chinese Restaurant;Nightclub
17488,2,Mall,Subway;Bus Station;Coffee Shop;Airport;Department Store
112098,0,Mall,Government Building;Chinese Restaurant;Hotel;Nightclub;Ramen /  Noodle House
46106,0,Mall,Coffee Shop;Food Court;Bus Station;Fried Chicken Joint;Park
114855,2,Coffee Shop,Mall;Caf;Food Court;Government Building;Hospital
50849,0,High School,Mall;Caf;Fast Food Restaurant;Burger Joint;Fried Chicken Joint
67045,0,Mall,Food Court;Event Space;Chinese Restaurant;Coffee Shop;Bus Line
215871,0,Chinese Restaurant,Restaurant;American Restaurant;Coffee Shop;Hotel;Ice Cream Shop
148763,0,Mall,Coffee Shop;Food Court;Hotel;American Restaurant;Chinese Restaurant
11061,0,Mall,Subway;Fast Food Restaurant;Food Court;Hotel;Airport
72947,0,Mall,Food Court;Fast Food Restaurant;Event Space;School;Asian Restaurant
45424,0,High School,Church;School;Food Court;Mall;Dessert Shop
170401,0,College Cafeteria,High School;Mall;Bus Station;Food Court;Airport
4068,4,Bus Station,Bus Line;Subway;Food Court;Train Station;Mall
244459,0,Caf,General College & University;Event Space;Hotel;Resort;Airport
154566,2,Mall,Asian Restaurant;Chinese Restaurant;Coffee Shop;Food Court;Caf
78593,0,Subway,Trade School;Mall;Fast Food Restaurant;Gym;Bus Station
121338,2,Mall,Bar;Caf;Food Court;Resort;American Restaurant
117331,0,Train Station,Mall;Subway;Food Court;Bus Station;Coffee Shop
174836,0,Mall,Subway;Asian Restaurant;General Entertainment;Fast Food Restaurant;Food Court
27976,0,Train Station,Church;Subway;Mall;Bus Line;Bus Station
46509,2,Food Court,Mall;Coffee Shop;Chinese Restaurant;Japanese Restaurant;Asian Restaurant
43932,0,Mall,Subway;Flea Market;Coffee Shop;Train Station;Park
21990,0,Mall,Subway;Train Station;Boutique;Fast Food Restaurant;Government Building
36853,0,Mall,Subway;Bus Station;Train Station;Fast Food Restaurant;Food Court
48933,2,Mall,Gym;Asian Restaurant;Grocery Store;Chinese Restaurant;General Entertainment
57367,0,Hospital,Mall;Japanese Restaurant;Airport Terminal;Multiplex;Seafood Restaurant
128238,0,General Entertainment,Mall;Coffee Shop;Subway;Ice Cream Shop;Japanese Restaurant
4041,2,Furniture / Home Store,Asian Restaurant;Mall;Chinese Restaurant;Hotel;Food Court
159859,0,Bus Station,Event Space;Resort;Fast Food Restaurant;Food Court;Mall
157944,0,Mall,Nightclub;Department Store;Fast Food Restaurant;Food Court;Hospital
263575,0,Mall,Hotel;Multiplex;Chinese Restaurant;Food Court;Ramen /  Noodle House
91021,0,Mall,Airport Terminal;Asian Restaurant;Burger Joint;Bus Station;Hospital
156235,0,Mall,Multiplex;School;Bus Line;Bus Station;Church
34417,0,Mall,Train Station;General Entertainment;Fast Food Restaurant;Clothing Store;Food Court
256220,0,Mall,Coffee Shop;Department Store;Dessert Shop;Furniture / Home Store;High School
138849,0,Chinese Restaurant,Furniture / Home Store;Asian Restaurant;Japanese Restaurant;Airport Terminal;Event Space
55462,0,Subway,Mall;Train Station;Bar;Bus Station;Restaurant
193935,2,Chinese Restaurant,Restaurant;Caf;Dessert Shop;Multiplex;Japanese Restaurant
215831,0,Mall,College Cafeteria;General College & University;Coffee Shop;Hospital;Chinese Restaurant
210119,0,Food Court,Italian Restaurant;University;Hotel;Ice Cream Shop;Multiplex
140551,0,Mall,Event Space;Boutique;Fast Food Restaurant;Coffee Shop;Furniture / Home Store
51305,2,Mall,American Restaurant;Gym;Hotel;Multiplex;Sushi Restaurant
68453,0,Mall,High School;Bus Line;Bus Station;Fast Food Restaurant;Flea Market
135852,0,Mall,Chinese Restaurant;Park;Food Court;Nightclub;Resort
199195,0,Caf,Mall;Restaurant;Coffee Shop;Ice Cream Shop;Subway
120026,0,Hospital,Mall;Airport Terminal;Bus Station;Fried Chicken Joint;Fast Food Restaurant
13173,0,Mall,Church;Multiplex;Chinese Restaurant;Dessert Shop;Subway
179388,0,Mall,Clothing Store;Nightclub;Caf;Fast Food Restaurant;Park
110087,0,Mall,Food Court;Chinese Restaurant;Hotel;Seafood Restaurant;Caf
207233,0,College Academic Building,Mall;Food Court
6305,4,Mall,High School;Train Station;Bus Line;Bus Station;Fast Food Restaurant
43891,0,Airport,
32094,2,Mall,Food Court;Caf;Department Store;General Entertainment;Coffee Shop
119916,0,Mall,Chinese Restaurant;Airport;Burger Joint;Italian Restaurant;Japanese Restaurant
140557,0,Mall,Subway;Bus Station;Flea Market;Fast Food Restaurant;Seafood Restaurant
228249,0,Hotel,Chinese Restaurant;Asian Restaurant;Tea Room;Nightclub;Ramen /  Noodle House
11655,0,Train Station,Mall;Subway;Boutique;Clothing Store;Food Court
121168,0,Mall,Food Court;College Academic Building;University;Asian Restaurant;Caf
2736,4,Subway,Food Court;Train Station;Mall;Gym;Grocery Store
234163,0,Coffee Shop,Food Court;Hospital;Event Space;Fast Food Restaurant;Multiplex
161989,0,High School,Mall;Church;Caf;Dessert Shop;General Entertainment
12934,0,Train Station,Mall;Bus Line;Subway;Trade School;American Restaurant
113421,0,Mall,Bus Station;Train Station;University;Fast Food Restaurant;Resort
164312,2,Mall,Ice Cream Shop;Clothing Store;Ramen /  Noodle House;Coffee Shop;Department Store
39191,2,Food Court,Chinese Restaurant;Bus Station;Mall;Train Station;Fried Chicken Joint
14139,0,Subway,Mall;Food Court;Train Station;Airport;Park
58006,2,Mall,College Academic Building;Food Court;Chinese Restaurant;Multiplex;Coffee Shop
42375,0,Mall,Nightclub;Bus Station;Bus Line;Hotel;Resort
126928,0,Mall,Food Court;Chinese Restaurant;Multiplex;Resort;Asian Restaurant
99807,0,Mall,Flea Market;Sushi Restaurant;Chinese Restaurant;Nightclub;Boutique
210163,0,High School,Mall;Asian Restaurant;Chinese Restaurant;Coffee Shop;Hospital
201901,0,Mall,University;Gym;Chinese Restaurant;Furniture / Home Store;Asian Restaurant
212933,0,Mall,School;Subway;Airport Terminal;Grocery Store;Church
142250,0,Mall,General College & University;College Academic Building;Japanese Restaurant;Furniture / Home Store;Asian Restaurant
221305,0,Mall,Park;Church;Chinese Restaurant;Seafood Restaurant;Coffee Shop
152473,0,Mall,Trade School;Train Station;Event Space;Nightclub;Coffee Shop
150406,0,Mall,Airport Terminal;Food Court;Ice Cream Shop;Burger Joint;Church
174870,2,Ice Cream Shop,American Restaurant;Caf;Coffee Shop;Sushi Restaurant;Bar
65349,2,Airport,Food Court;Japanese Restaurant;Coffee Shop;Multiplex;Sushi Restaurant
39397,0,Mall,Coffee Shop;Government Building;Multiplex;Bus Station;Fast Food Restaurant
188256,0,Mall,Coffee Shop;Bar;Grocery Store;Hospital;School
196565,0,Gym,Japanese Restaurant;Coffee Shop;Restaurant;Asian Restaurant;Caf
204615,0,Mall,Food Court;Nightclub;Bus Station;Fried Chicken Joint;Subway
67265,2,Mall,Italian Restaurant;Multiplex;Tea Room;Chinese Restaurant;Sushi Restaurant
218206,0,University,Airport;Fast Food Restaurant;Hospital;Resort
53624,0,Mall,Bus Station;University;Coffee Shop;Multiplex;Airport
63734,0,Trade School,Bus Station;Mall;College Cafeteria;Event Space;Grocery Store
179429,0,Mall,Chinese Restaurant;Hotel;Bar;Multiplex;Burger Joint
72791,2,Food Court,Chinese Restaurant;Fast Food Restaurant;Grocery Store;Multiplex;Restaurant
62409,0,University,Subway;Chinese Restaurant;Mall;Caf;Dessert Shop
137464,0,Mall,Church;Coffee Shop;Fast Food Restaurant;Chinese Restaurant;Grocery Store
70133,0,College Cafeteria,General College & University;Mall;Food Court;Coffee Shop;Gym
143888,0,Mall,Coffee Shop;Caf;Subway;Department Store;Japanese Restaurant
174879,0,Mall,Flea Market;Furniture / Home Store;General College & University;Multiplex;Caf
61928,2,Food Court,Mall;Multiplex;Caf;Chinese Restaurant;Seafood Restaurant
252556,0,Seafood Restaurant,Italian Restaurant;Bar;Burger Joint;General Entertainment;Mall
179441,0,Nightclub,College Academic Building;Mall;Food Court;Multiplex;Bar
140609,0,Mall,Food Court;Coffee Shop;Fast Food Restaurant;High School;Bus Station
245270,0,Mall,Coffee Shop;Multiplex;Bar;Hotel;Ice Cream Shop
51792,0,Mall,Seafood Restaurant;Chinese Restaurant;Coffee Shop;Bus Station;Furniture / Home Store
180961,0,Chinese Restaurant,Food Court;Coffee Shop;Japanese Restaurant;Mall;Nightclub
80240,0,Bus Station,High School;Train Station;Mall;College Cafeteria;Coffee Shop
85101,2,Chinese Restaurant,Airport;Caf;Asian Restaurant;Mall;Resort
172378,0,High School,College Cafeteria;Mall
185841,0,Mall,General College & University;High School;Fried Chicken Joint;Ice Cream Shop;Italian Restaurant
59952,0,Trade School,Subway;Airport Terminal;Department Store;Fast Food Restaurant;Multiplex
238295,0,Mall,Airport;American Restaurant;Asian Restaurant;Coffee Shop;Japanese Restaurant
14174,4,Bus Station,Train Station;Subway;Mall;Trade School;Food Court
126674,0,Mall,High School;Hotel;Sushi Restaurant;Bar;Department Store
199279,0,Trade School,Mall;Food Court;American Restaurant;Fried Chicken Joint;Italian Restaurant
101081,0,College Academic Building,Mall;General College & University;Food Court;American Restaurant;Asian Restaurant
149113,0,General College & University,College Cafeteria;Train Station;College Academic Building;Bus Line;Food Court
30313,0,Bus Station,Trade School;Mall;Subway;Food Court;Tea Room
156452,2,Mall,Japanese Restaurant;Sushi Restaurant;Chinese Restaurant;Train Station;Clothing Store
93959,0,Mall,Multiplex;Ramen /  Noodle House;Burger Joint;Fried Chicken Joint;Italian Restaurant
174756,0,Trade School,Mall
132207,0,Caf,Nightclub;Mall;Hotel;Coffee Shop;Bar
237665,0,Government Building,Event Space;Resort;Asian Restaurant;Chinese Restaurant;Mall
75866,0,University,Mall;Nightclub;Hotel;Bus Station;Coffee Shop
90407,0,High School,Bus Station;Mall;Boutique;Coffee Shop;Sushi Restaurant
143461,0,Bus Station,Trade School;Tea Room;Coffee Shop;Event Space;Italian Restaurant
13323,0,Mall,General Entertainment;Boutique;Clothing Store;Department Store;Flea Market
210217,0,Mall,Food Court;Chinese Restaurant;Ice Cream Shop;Caf;General Entertainment
47727,2,Train Station,Mall;Caf;University;Subway;Flea Market
105475,0,General Entertainment,University;Fast Food Restaurant;Mall;Multiplex;Burger Joint
89526,0,Bus Station,Bus Line;Mall;Food Court;Subway;Fast Food Restaurant
40774,2,Mall,Food Court;Dessert Shop;Asian Restaurant;Fried Chicken Joint;Chinese Restaurant
154310,0,Mall,General Entertainment;Bar;Caf;Japanese Restaurant;American Restaurant
142283,0,Church,Food Court;Mall;Subway;Caf;Chinese Restaurant
14852,0,Mall,High School;College Cafeteria;Coffee Shop;Department Store;Subway
201784,0,Mall,Chinese Restaurant;Bar;Caf;Coffee Shop;Furniture / Home Store
179397,0,Food Court,Mall;University;Coffee Shop;Bus Station;Hotel
30720,0,Mall,Train Station;Subway;Trade School;Bus Station;Fast Food Restaurant
40775,2,Bus Station,Mall;Fast Food Restaurant;Food Court;Coffee Shop;High School
11195,2,Mall,Multiplex;Chinese Restaurant;Coffee Shop;Hospital;Clothing Store
91194,2,Mall,Coffee Shop;Japanese Restaurant;Fast Food Restaurant;General College & University;Multiplex
162282,0,Mall,Burger Joint;American Restaurant;Food Court;Hotel;Italian Restaurant
248440,0,Mall,Asian Restaurant;Chinese Restaurant;Japanese Restaurant;Food Court;Furniture / Home Store
231609,0,General College & University,College Academic Building;College Cafeteria;Food Court;Coffee Shop;Fast Food Restaurant
16621,0,Bus Station,Mall;Fast Food Restaurant;Trade School;Coffee Shop;College Cafeteria
18823,2,Mall,Train Station;Bus Station;Coffee Shop;Food Court;Multiplex
241828,0,Restaurant,Mall;Food Court;General Entertainment;Subway;Bar
31774,0,Subway,Mall;Japanese Restaurant;Bus Line;Bus Station;Ramen /  Noodle House
